person1,person2,friendsSince
1944,2785,41147
1107,2472,35786
2641,1959,36528
897,1797,35583
2445,656,37816
1477,336,38451
392,456,38233
638,2284,37643
1149,1633,42818
1416,1459,42212
390,2133,39114
343,2576,42457
158,295,43008
1476,1726,38813
263,101,39247
492,130,39699
2444,2676,41084
2238,83,41727
2297,866,42757
2779,735,42049
2849,2198,40471
1185,383,36233
1266,1946,41376
1926,2648,35997
2799,2851,40568
2347,1367,35519
2367,2490,39475
1233,2280,38103
1965,2676,40565
2826,1576,36108
2451,1634,38550
26,125,35829
1485,1540,39482
738,314,42100
1544,1555,43084
1375,267,38327
1840,2891,35305
2874,237,35659
1751,1696,36907
843,1109,39803
568,946,39452
1950,2382,39314
1514,141,37581
2084,2031,37790
1748,1393,42363
2085,1896,40780
1619,599,41210
773,1925,38162
2748,1457,38752
1149,1403,35987
872,2627,42293
2218,1740,40053
1109,2072,39705
1481,2846,35482
516,2133,36675
356,2870,39935
1008,2548,40592
1503,282,42117
1681,2110,42236
256,1317,38074
2592,74,36404
2669,800,39080
2526,245,41734
2440,1330,38643
1423,2985,38125
1303,571,42650
1198,1557,37361
634,2128,39039
106,2173,42098
1667,2684,36510
2936,1953,36691
2040,1416,36636
1048,1637,35526
348,1082,36658
1445,2684,41895
1560,2522,36392
2918,1120,40828
1213,1659,41011
690,1856,42580
2147,1194,35522
693,1216,36261
783,1894,42851
1726,1165,41383
1609,2915,37684
1690,1354,36178
1270,2316,37539
360,233,36493
258,2773,36077
675,2400,35247
2197,1679,40706
2819,1485,40141
659,1970,38742
2985,2446,37516
2400,2352,42113
1576,1549,40301
616,362,35992
2889,1092,41357
589,85,40606
8,1658,41845
217,159,40998
587,464,36895
145,1765,40584
2781,2672,40020
719,2401,39465
2214,1512,37985
1519,550,39402
1423,2440,38588
2497,899,36526
1463,765,36711
1130,657,36555
1818,847,36928
1962,542,41363
2357,948,39191
2813,754,43000
2534,1490,35458
1795,1900,39202
1794,1794,41315
953,1841,40653
2871,2482,37506
257,197,36338
949,2452,40284
22,894,40268
1642,341,38640
2054,2702,38229
638,1506,38863
1165,1126,37577
2657,2899,41194
1029,3,40495
858,845,41287
807,2699,36508
2503,1440,42449
553,1290,38890
1773,2172,41627
1676,1711,37014
2912,1063,41389
2331,1061,36954
1033,1031,36563
177,1686,41172
2116,2750,38054
1213,14,37064
370,1888,37137
2527,1993,38419
855,5,40050
1055,1516,39091
2436,2046,39398
2997,1111,37519
899,2249,39629
513,421,42466
2767,1754,35066
2865,532,39857
976,1493,37944
2739,141,37273
628,624,37695
1389,246,43005
1817,2342,39303
1548,2865,39008
493,1822,36617
2083,1021,41959
290,2540,40515
2470,341,35997
1527,1580,40184
2372,1742,43070
2135,774,41851
646,2048,39895
1868,1163,43057
1727,198,41603
2060,1193,35601
1006,1778,40583
1394,1059,36947
1731,1941,40261
2110,1422,39322
1768,1402,40493
1569,2903,42273
705,657,37168
1034,2567,39174
1878,1560,38377
29,2642,42469
1748,2560,39339
1017,1404,38581
2075,1349,38009
2413,2700,42322
942,1430,42554
1462,2943,38059
2710,2705,39423
2178,1513,36101
1504,888,40286
2363,154,39208
1038,798,35103
496,2715,38156
1359,612,42872
2862,2846,36764
2117,1003,39241
1383,1859,41121
2445,1968,35386
2111,1038,36418
1556,1492,40904
2482,875,42646
1306,2025,41311
2412,705,36929
1502,2372,39922
1033,1229,41671
1461,573,39892
2398,683,35224
2552,48,38158
1687,129,36925
1943,2064,42502
2706,2305,42140
1578,1134,39136
2774,1781,35872
980,149,36496
1717,1126,36697
692,1815,36000
198,1621,36600
1843,923,42581
1781,2487,40556
2817,660,39007
169,141,39174
714,271,42475
1687,408,39610
2926,440,42977
1064,1855,36418
516,102,41958
974,1497,38017
1140,2769,35513
2280,1244,37645
479,1258,37777
2342,290,35229
2884,2465,37398
2163,2332,41264
1968,1434,36302
1137,1979,40651
447,2928,37208
2434,397,38994
106,2340,43085
1817,145,42649
1788,1580,35274
1247,531,42113
1925,1121,41826
36,137,38941
366,1993,35875
456,1604,37220
2990,420,35399
1304,1823,37575
2950,817,41472
2098,659,37690
1472,279,42870
2773,502,39295
2793,1344,38933
1975,925,35331
1899,628,41804
1536,1758,37808
2418,526,36954
588,2193,37169
2299,2128,39875
1829,2373,40823
2105,990,35257
1119,1548,39064
1288,1749,36761
1188,1293,39831
969,115,41044
2517,1998,42251
1437,182,37966
1861,1599,41019
1106,2285,35473
214,103,41920
2141,299,35877
64,1303,36792
1342,1706,42947
901,117,40380
1868,1665,37614
17,347,38549
864,2152,37333
1551,2831,40919
2433,1977,35171
293,1962,35670
2710,1805,35789
1132,471,41674
69,2288,41733
2692,2931,37382
1749,1126,36896
734,1628,35189
2552,2218,41498
877,1394,37283
1680,481,39134
1187,2697,40094
181,2755,39593
722,1886,36453
348,701,37017
856,1776,40121
107,2330,39269
2847,2117,39356
623,2669,42709
420,808,39213
120,1934,41710
2111,1227,37624
75,1137,35743
988,1119,35868
1415,2987,39469
2976,595,42185
2349,2042,40120
165,2224,42409
1161,1057,36796
744,1253,37926
2561,2998,41625
1431,1228,41715
514,1506,42473
177,2797,35107
2687,1880,41301
2092,1232,42960
2872,2580,35635
147,1169,38097
1955,1320,37156
562,1303,37936
558,1015,38769
2851,2252,38132
1850,1401,41079
1186,2402,41992
565,1340,37296
751,977,38575
890,1491,38562
1951,83,37903
1208,1732,36209
1654,817,35746
1164,347,35974
748,159,35365
2256,1027,40750
2521,1682,42278
864,1689,41099
395,324,40017
2214,769,38537
599,1930,39265
1273,1477,37816
275,593,41591
2855,2997,37581
2593,2304,41851
2789,1258,36454
687,1639,36992
1153,1626,39141
1319,30,42647
2218,2668,36044
2051,1701,35355
1448,2014,38712
1108,71,41876
84,1366,42918
2718,1148,43025
2531,534,38098
727,694,36469
2877,790,40827
1092,2990,41392
2434,518,35484
2404,1060,38463
2180,684,42204
85,2437,35575
2531,2422,42028
2243,2022,37170
290,1302,35735
1023,1887,36009
1472,1634,39279
288,1925,40081
885,397,41512
888,1311,42508
851,1346,41543
2127,2785,42747
11,635,41416
2042,68,40305
239,372,36756
424,2510,40777
1568,759,41735
2976,1745,38631
1871,2493,39854
795,141,42372
1514,685,35213
455,2100,39716
77,298,41944
1736,746,35834
2600,2924,37961
200,735,37344
1501,1458,37806
630,1733,36527
1532,2961,38086
2422,1987,40264
194,1434,36653
903,2377,38198
1700,1888,37003
1122,1980,38193
937,233,38313
2306,134,38976
639,421,36970
1572,1784,36670
2893,275,41212
2700,317,38057
732,86,36558
1933,994,37722
1505,2490,40672
2488,1094,41285
760,2903,40880
234,1645,38342
2808,368,42883
1450,2772,38706
2510,1256,35583
2972,1996,41806
106,767,39598
1326,2728,39068
397,1293,36375
1453,2082,38093
2893,859,35565
1879,2835,38370
434,821,38633
1645,900,39943
291,1557,37120
2674,895,41263
1416,1346,37552
911,1547,38274
1181,2593,35656
2031,456,41018
2637,1690,38798
1495,570,36736
213,327,37918
2817,2462,37121
2664,823,38924
465,667,40027
2712,657,41428
1082,99,38056
1111,22,37313
1521,828,36100
2148,1827,37384
1952,2498,39877
2341,1555,40451
458,2191,37806
1797,1231,39280
1715,470,37542
695,2142,39490
894,2546,40994
172,2801,35374
1588,321,42485
1151,2279,41409
2285,562,39691
2974,2144,36255
1513,1916,38923
1005,1356,39243
1855,1445,40749
91,995,40888
1111,2871,38582
1392,2854,42369
2073,2738,41326
484,1449,37770
2203,593,41817
485,2817,42108
1529,2622,39833
1047,1972,42008
1438,2140,40922
1242,1707,36340
98,2203,35573
2505,2064,40105
2850,1135,37467
2008,1170,42117
66,2860,41885
319,755,39550
2479,1672,39151
1446,88,41100
528,2281,38863
2311,716,42437
1883,531,40719
1762,1743,41357
984,746,37210
1954,1797,39449
2879,2452,40824
2859,1080,35673
2295,2609,40777
1838,793,41668
1534,2801,41490
2578,2171,37570
2909,1117,39787
2967,682,35859
2546,2564,40641
1138,2315,42210
2938,183,38746
1239,844,42256
1408,2675,37376
1713,1701,37028
2013,1901,41682
2194,1875,35961
447,2445,41514
1100,574,40562
2458,1170,40076
2538,335,38574
1765,1294,40557
2551,184,39979
1857,2281,38865
2417,1865,42544
2766,1260,41203
2299,2277,37496
1235,1267,35839
1302,1806,42148
1873,649,36169
467,1728,42547
1828,2008,42385
2961,542,41600
2435,2782,39560
1777,1093,36070
2873,276,37301
1218,351,42750
700,1651,36690
2724,1347,40267
1542,1215,40335
45,486,40220
162,1895,37859
186,1003,42802
2443,1986,37395
6,1999,39488
2698,2406,36194
1397,2821,42358
1121,834,42985
253,2919,37968
1569,620,42563
160,1098,38622
2706,2237,40145
244,2276,41147
508,1013,36597
2195,2852,41092
509,1774,41739
2156,1153,42436
1325,1758,40495
2519,728,42856
2306,2266,36824
2412,2091,41772
654,648,39443
1563,69,41715
750,1583,37463
783,2167,37907
258,1657,38617
1834,2117,37355
1463,1251,37074
1335,2721,36533
878,2105,42379
2577,1190,37887
1095,1134,39732
247,51,35556
356,1804,38512
2763,2637,36034
2208,1353,35121
2894,2298,41972
2564,396,41291
1337,2086,39227
1990,878,36584
1366,2682,40959
1684,2993,41380
1662,649,39420
940,1390,40219
2846,187,38227
2881,1116,37915
873,1885,39743
2039,1165,42643
1860,2320,41511
963,561,36325
783,1463,36691
443,202,39218
902,2816,39402
367,1157,38588
1431,1837,36526
30,356,36711
2565,2038,36555
1394,543,36928
1796,770,41363
1582,337,39191
1082,969,43000
173,1869,35458
19,2319,39202
250,1942,41315
2950,185,40653
652,2148,37506
1362,200,36338
1596,807,40284
610,823,40268
1112,2726,38640
2771,1297,38229
1661,419,38863
2249,1660,37577
1503,361,41194
1645,2950,40495
2440,1323,41287
922,1187,36508
2582,2367,42449
44,472,38890
2409,1203,41627
901,2826,37014
111,2947,41389
920,344,36954
109,2117,36563
1871,1770,41172
2043,484,38054
2347,1035,37064
1953,1131,37137
2158,1924,38419
1936,773,40050
54,664,39091
2300,987,39398
555,1570,37519
2621,495,39629
2449,1479,42466
1175,54,35066
107,701,39857
454,967,37944
26,1799,37273
2700,1502,37695
75,1821,43005
2286,411,39303
646,2867,39008
701,2577,36617
1587,514,41959
1467,168,40515
2824,2127,35997
1819,210,40184
2924,1909,43070
410,2414,41851
2777,377,39895
1239,1868,43057
2342,279,41603
804,1444,35601
637,1062,40583
2939,284,36947
1228,2881,40261
230,1570,39322
2830,2355,40493
676,627,42273
1000,91,37168
2224,146,39174
2106,1772,38377
2532,2125,42469
2787,2072,39339
1497,2828,38581
1801,2996,38009
2248,2377,42322
2336,1016,42554
464,781,38059
2465,508,39423
870,927,36101
1358,260,40286
2187,1965,39208
1086,2119,35103
20,439,38156
940,560,42872
99,2528,36764
2292,720,39241
1999,238,41121
2506,2462,35386
184,2925,36418
1121,2756,40904
381,1486,42646
1689,840,41311
582,636,36929
2885,2567,39922
1223,1386,41671
2498,2766,39892
1835,2870,35224
386,1063,38158
112,1404,36925
1871,2227,42502
59,2458,42140
1398,1444,39136
2075,530,35872
247,73,36496
1441,505,36697
1890,1104,36000
1264,1524,36600
344,1323,42581
1815,1194,40556
838,789,39007
2127,1593,39174
285,1155,42475
393,2307,39610
1620,1968,42977
2880,2211,36418
1282,1800,41958
2361,2741,38017
39,1567,35513
1037,1627,37645
2350,2328,37777
633,168,35229
1733,229,37398
2569,2152,41264
1488,736,36302
1683,2661,40651
321,1076,37208
2924,504,38994
1763,921,43085
43,2236,42649
2921,216,35274
1289,2794,42113
2400,893,41826
1377,1186,38941
2324,667,35875
1517,680,37220
798,2506,35399
2145,2619,37575
2649,1021,41472
1644,1093,37690
1448,475,42870
1465,1047,39295
2776,1849,38933
375,1604,35331
931,148,41804
861,806,37808
847,2299,36954
1973,1382,37169
1515,533,39875
1473,2506,40823
53,2852,35257
2264,733,39064
2569,765,36761
192,408,39831
1196,140,41044
140,908,42251
2095,2587,37966
1402,1976,41019
1786,609,35473
364,176,41920
2392,1440,35877
916,1082,36792
1875,1513,42947
181,124,40380
1722,901,37614
2482,1539,38549
2102,1083,37333
2147,2466,40919
2955,1856,35171
1898,489,35670
722,1929,35789
1050,1588,41674
729,88,41733
2232,409,37382
1836,1417,36896
2492,2062,35189
1114,255,41498
2844,204,37283
2008,690,39134
1980,541,40094
307,775,39593
734,300,36453
426,2503,37017
2516,2261,40121
2425,2303,39269
2249,148,39356
1282,91,42709
213,844,39213
671,382,41710
2049,1061,37624
79,1267,35743
2493,553,35868
1167,2422,39469
727,919,42185
1773,1626,40120
1120,2246,42409
2145,2359,36796
1683,1345,37926
2498,287,41625
2876,2905,41715
777,1796,42473
562,674,35107
1336,2990,41301
116,1486,42960
2056,2007,35635
1315,2825,38097
2658,1980,37156
669,1414,37936
1658,2779,38769
2045,1522,38132
1315,2964,41079
857,1605,41992
98,2425,37296
383,2477,38575
2802,2119,38562
991,2027,37903
58,300,36209
497,325,35746
1914,1346,35974
1496,932,35365
592,1613,40750
2662,1862,42278
1381,1598,41099
1465,1484,40017
2077,606,38537
886,1516,39265
267,2091,37816
2187,1478,41591
2956,1506,37581
1983,1377,41851
2326,2430,36454
1174,2988,36992
2563,2306,39141
455,548,42647
1626,2598,36044
328,2363,35355
1106,2668,38712
2541,180,41876
872,1021,42918
951,1745,43025
2030,1087,38098
235,447,36469
2793,1080,40827
1873,199,41392
790,2525,35484
2087,1587,38463
929,2460,42204
154,2950,35575
641,1804,42028
600,1630,37170
2411,2301,35735
875,2399,36009
1359,487,39279
1851,285,40081
1540,2480,41512
1566,1103,42508
621,958,41543
1705,91,42747
507,2328,41416
691,1510,40305
1182,588,36756
2406,1447,40777
2483,2588,41735
1460,1862,38631
1010,2789,39854
2837,1602,42372
1985,2517,35213
462,328,39716
1547,570,41944
1842,1158,35834
1028,1952,37961
1680,1064,37344
869,626,37806
2817,657,36527
2227,965,38086
113,1682,40264
1520,1136,36653
2844,2442,38198
562,943,37003
1158,229,38193
1149,2075,38313
1405,569,38976
2354,2513,36970
617,2080,36670
312,421,41212
2901,1813,38057
1374,161,36558
62,1976,37722
832,2043,40672
503,2243,41285
2579,1156,40880
1759,2130,38342
907,2042,42883
1427,1752,38706
2864,1448,35583
1884,604,41806
202,2666,39598
1324,545,39068
1658,560,36375
1658,1696,38093
1840,2541,35565
2182,952,38370
724,210,38633
1720,1177,39943
2458,440,37120
629,143,41263
2288,1682,37552
587,1376,38274
14,1667,35656
251,1774,41018
2737,1376,38798
2252,2690,36736
1205,2312,37918
2766,2878,37121
656,724,38924
1310,1706,40027
163,2250,41428
2732,2558,38056
1334,439,37313
1142,1611,36100
2842,870,37384
686,2872,39877
376,2809,40451
927,94,37806
2764,1549,39280
184,1867,37542
969,1723,39490
38,1401,40994
1109,2558,35374
150,1995,42485
1307,418,41409
2630,1253,39691
593,2531,36255
1755,1589,38923
1505,657,39243
1428,393,40749
2536,962,40888
2524,936,38582
1134,508,42369
751,1359,41326
943,2322,37770
1255,2000,41817
679,88,42108
2774,157,39833
544,781,42008
1364,224,40922
1647,2874,36340
614,201,35573
1515,2707,40105
2073,898,37467
186,1442,42117
1107,2671,41885
65,1141,39550
2197,2986,39151
2551,769,41100
1279,2326,38863
2935,2190,42437
1946,1745,40719
2681,921,41357
675,763,37210
1522,1438,39449
875,489,40824
513,356,35673
518,2411,40777
800,1915,41668
1605,2694,41490
2107,1086,37570
1569,1565,39787
1629,1543,35859
1154,2167,40641
2444,872,42210
215,1592,38746
1758,2878,42256
1231,2821,37376
2437,2599,37028
2127,914,41682
1722,454,35961
673,2870,41514
406,170,40562
958,80,40076
918,124,38574
1393,1077,40557
2534,2215,39979
1511,231,38865
364,2865,42544
409,2972,41203
15,978,37496
1806,1827,35839
2449,1917,42148
2614,701,36169
835,1185,42547
2106,1448,42385
1535,1911,41600
60,1417,39560
753,1117,36070
1740,565,37301
2747,88,42750
1293,2505,36690
2096,117,40267
2352,1463,40335
344,1799,40220
2047,2202,37859
909,2334,42802
1519,184,37395
2032,2183,39488
1876,2108,36194
2870,1439,42358
2380,1511,42985
2453,2463,37968
2824,2944,42563
1563,1918,38622
2969,2512,40145
2655,1470,41147
142,186,36597
1429,1871,41092
1254,2267,41739
2490,1986,42436
547,1771,40495
745,803,42856
80,1674,36824
195,1682,41772
1745,1268,39443
2860,322,41715
808,2553,37463
2396,2225,37907
2993,725,38617
2222,1353,37355
2205,1759,37074
2103,780,36533
2477,2063,42379
831,943,37887
478,822,39732
371,2486,35556
807,282,38512
1286,2244,36034
96,2355,35121
1805,887,41972
2893,286,41291
2814,1449,39227
1809,2495,36584
1502,1457,40959
1073,1658,41380
2174,2064,39420
1815,2309,40219
2276,1225,38227
2723,2563,37915
2045,2833,39743
1180,302,42643
2972,2915,41511
2549,2072,36325
1363,2975,36691
2023,1556,39218
2758,1666,39989
2367,1803,40745
966,2336,41667
1375,1765,40068
687,1704,42534
1434,875,36039
1244,931,40378
2389,1437,35318
1652,453,39268
2626,664,41026
541,860,38781
220,2423,42100
2071,1750,35880
1077,2354,39319
2648,1191,41945
749,2172,36525
2492,2512,40624
1639,1378,35160
2787,1119,35778
1814,1046,35832
126,1523,42256
547,1725,38524
2568,2237,36690
1021,1060,36017
510,2467,35953
1124,2506,40866
2765,247,40872
1503,535,40430
792,2076,40626
1977,872,38789
563,825,36257
685,2747,42468
2191,1877,38067
842,2503,38464
2282,2771,42072
492,1507,35412
2333,667,37707
821,78,41686
2606,1322,38953
2946,668,40427
1799,1622,41350
1056,2789,37096
461,2751,37998
1199,2048,42429
2622,2613,39531
455,1182,38520
1180,266,40197
185,771,36299
595,659,41627
513,640,37317
2997,2512,42668
2856,2376,36661
2102,2748,41725
1786,1575,42592
2035,819,39317
949,417,42685
1137,961,39423
1149,1012,39884
1545,1629,41968
2393,2255,39545
2539,2275,42531
242,73,42960
2059,2611,37042
498,1301,36899
2961,886,36205
1401,2698,40453
870,1717,36038
2286,1549,39524
913,797,37170
1213,1502,36666
65,2132,41570
1519,996,40200
598,531,40675
1426,1973,42918
2510,2089,37007
2334,2277,42591
1427,776,35446
1780,1412,41997
1760,574,36204
2528,2307,39101
2038,1804,41640
1492,700,36895
1541,811,42849
489,2052,40980
1206,2671,41589
1966,771,42153
1467,1704,39593
2454,439,36325
569,1263,36317
474,1187,36293
2559,1765,37243
2632,183,36725
2040,143,37141
1443,487,35556
2747,2586,39608
683,2179,39196
916,1180,37276
228,1357,42246
1272,49,39673
2571,229,36375
883,1085,37777
581,2073,38073
2512,298,40685
1611,2862,39600
2873,1400,39602
1924,1860,35191
2031,2550,41716
2629,578,42499
2120,798,36439
2568,948,35985
1954,1095,37257
1603,220,36992
2719,440,41643
961,2330,42991
1918,1259,35087
372,2656,35530
592,885,42070
718,2876,42962
2032,439,35985
1935,2107,37358
1998,398,38044
961,16,36090
2029,593,38177
1141,2977,35332
1472,1707,39601
1417,2713,41242
2962,2369,37713
538,2129,39748
2107,2028,42906
2221,637,40087
2414,659,37351
128,746,40805
2358,2059,38058
1403,636,36770
2351,2961,41847
1968,2599,39330
2455,769,41223
2086,1890,35989
1033,2008,40459
140,1167,37004
2927,818,36601
777,271,38196
1558,2368,42877
1251,2394,36579
66,586,40401
1209,2630,40791
1015,1750,42201
2433,1022,39989
1594,750,36870
1074,2163,36800
2842,1715,37094
1402,2599,39959
1338,561,42903
2082,2625,35708
555,1468,42773
2948,1685,42309
2517,1386,38198
647,49,36281
1888,2385,39147
1971,639,42276
1722,1022,42641
800,1122,41206
1306,2708,38953
468,2689,38356
1195,124,38855
2910,644,38560
2916,1775,39647
1313,851,42472
2555,735,40914
1226,2555,36917
2298,2036,41696
1390,1767,39313
480,1792,38140
165,647,35962
1266,2522,39917
887,2653,39471
466,121,36615
974,537,43033
2826,242,37010
1424,1242,36573
988,2540,37440
2455,816,35460
2557,1177,42831
2412,1534,36849
1563,1733,36513
773,1935,40063
2843,721,37019
198,1070,36838
1029,2426,36656
2524,1608,35241
1271,1114,38352
2230,1348,37805
1468,577,42504
115,1941,40265
35,732,42623
648,936,40457
826,880,36075
2385,100,40312
1806,1747,39443
1969,1843,35426
1494,1547,38278
2929,1834,40184
1407,2784,41621
371,1082,40291
765,2061,35260
2297,2097,35383
1452,1378,38002
2577,2903,37058
2678,2372,40671
2163,2300,36826
1196,2907,38624
907,1881,39013
1985,2986,38610
2768,1400,38857
1575,2113,41978
2209,2725,35400
1196,2923,40220
1041,1530,41197
2233,1299,39997
2379,1316,36563
1955,2496,40866
2992,2764,41920
635,2070,35134
1061,1842,42132
1647,802,38891
205,1534,36123
2563,841,36276
2874,1067,39863
2889,2498,41719
998,666,37693
1299,2066,35071
1558,1878,38134
1513,1611,39718
1212,205,39340
40,2511,39029
1989,1484,36711
2022,2940,39001
2882,1155,42583
851,456,38037
334,2247,35972
2886,1254,40983
2838,1593,41122
138,722,40251
2977,2027,41513
914,448,38968
391,1995,36636
2047,2549,37437
1489,977,39821
23,2347,37780
302,49,42545
1102,1501,40717
1877,2732,38908
607,1055,41938
141,2708,40130
2669,2125,36676
316,2743,42351
1229,2858,35552
387,2375,42538
589,2792,41395
2744,1515,42132
1123,2273,37963
642,6,39644
2226,1274,39889
956,180,42297
736,1350,38563
1376,1044,36313
2479,2224,40450
903,2619,42770
1305,2454,38924
2159,753,40697
592,2096,41551
1907,713,36563
2033,2696,42323
255,440,36881
1328,1016,42228
1550,2565,41300
2515,1875,35195
2238,1476,39737
2212,2558,40172
334,1380,39987
1478,2043,37576
2058,2524,37518
761,1514,42277
2389,1241,42314
2559,277,35681
773,984,35820
1498,2986,39297
631,2102,42859
1431,1728,42070
1897,2480,42689
1091,1980,37164
427,727,39441
1553,903,37523
1708,2962,35507
1460,2009,36507
2362,543,41021
2013,65,37721
1723,570,41307
1514,2817,39592
1781,414,40423
2985,910,36359
969,838,40831
2554,2897,39129
1254,251,38576
2800,930,37386
1263,2066,42080
782,2464,38837
30,1068,38098
241,2013,38166
1427,1587,41778
2648,481,35534
1541,167,35443
993,183,41178
949,2885,35415
2616,1432,35911
97,2391,41330
2727,2440,38876
1091,130,35318
675,1032,37267
13,2490,41695
2829,1450,39184
719,566,36833
418,1379,39483
1558,1577,38700
2223,440,37044
364,2748,40735
73,2171,40629
1116,2847,37591
368,12,40523
1994,433,35681
2799,2458,37972
40,1780,37683
1145,886,35408
316,1250,38631
2146,1325,35948
2873,1268,38369
2518,218,37397
2511,1128,39961
1152,959,35758
152,242,37985
2602,1090,37344
899,253,40542
1090,1319,40237
155,1431,37207
423,2358,35624
1701,2382,37194
262,1854,35703
241,873,38406
476,2258,38475
2525,1680,40772
2247,924,39843
474,2682,41675
2978,1762,38197
1779,2062,39615
2652,1925,37049
1450,1544,42606
2538,191,41380
2492,2782,42028
2582,2902,35368
2265,125,39253
1281,315,40271
2642,2862,39149
687,221,40101
2424,483,40929
374,689,40074
1300,2828,36350
2674,2213,37136
1504,2388,36580
1815,2187,41395
2198,398,42509
2249,2978,39458
2068,714,35801
2458,2468,40600
2077,2791,41392
882,1423,42191
659,1648,42843
811,1313,40192
71,138,42297
612,2242,37815
2271,2745,35577
2414,563,37246
1342,399,35149
1432,2534,41830
1695,567,40942
1548,1075,40957
1775,154,35084
646,1715,41448
74,1164,36547
1347,2969,38049
2858,274,39825
2760,1526,38081
16,1197,37742
1117,1381,37199
2375,2988,36731
12,1769,37936
1505,1694,42085
869,261,38528
1285,537,36437
2729,662,37865
1899,1340,35283
1420,124,35292
1806,2570,36894
1261,2821,37777
2056,1720,38794
1755,1304,42028
230,1988,37858
670,2872,40062
30,1019,36840
732,759,39734
556,2474,40345
589,1878,37126
604,2630,42708
811,228,38903
1470,2420,37353
2853,240,37862
12,708,42391
1019,2413,43027
2229,104,40717
915,1099,40165
423,1767,37436
2212,2393,37818
980,145,35150
2886,1065,41457
1362,1410,37083
1988,81,37166
1356,2440,42540
76,2936,38612
289,574,39972
72,437,41434
1172,2674,39356
2141,2571,41880
894,1928,41735
2694,637,42833
2812,2897,38735
2812,188,36437
231,1098,39817
301,1564,35463
258,2755,37705
2230,2641,38106
2601,843,35907
2459,725,39857
2461,2495,41488
946,2785,42913
2263,2976,42454
1773,2312,38167
1286,2915,36837
767,2533,36061
2559,653,40802
263,128,41496
2358,1937,39726
1667,1386,37895
998,1354,35182
2789,616,36967
2323,2482,36815
2145,89,35392
1267,2164,35271
240,2765,39912
1989,68,41674
1992,904,40443
888,2393,40837
458,2366,35253
2568,1119,35268
2956,1259,35210
2103,1640,40773
1830,21,36745
1782,2143,37308
820,956,36130
2615,2892,38550
2179,127,40859
2335,2226,39385
1951,395,36554
213,1411,41290
2281,475,41065
2468,1180,35830
1006,99,35863
742,2826,41253
1605,645,36232
2219,591,41651
2977,2261,35447
1178,1993,39155
1123,955,41783
1887,2454,42935
655,1922,36843
2496,2940,36513
2768,548,35139
39,2188,37350
1262,2068,40246
1142,1249,42830
591,2029,38082
1552,1348,37163
2961,457,36307
2594,878,36156
2783,2697,36730
2106,263,39171
2114,2823,38347
1888,252,41592
2897,927,35470
988,865,37820
123,394,38883
2701,877,42197
2725,2724,42807
2197,1508,41875
1964,2911,41537
2144,1488,38508
538,2949,36544
2221,326,38299
2743,1670,35641
584,2061,38741
2340,2038,39079
1255,1752,40478
1303,2547,35290
1612,1619,35762
2168,862,42503
2588,680,38375
1033,1628,40905
2666,1986,35966
500,1224,35737
956,2836,42608
1261,1734,42430
711,211,37014
1292,2520,37864
2492,1789,36409
375,937,41091
1681,1980,36050
2898,2338,40466
1302,2700,42038
1972,161,38099
1765,562,37320
1515,2805,42221
290,118,39185
1765,1360,41448
2249,2759,38871
1858,1419,41239
1693,1644,41566
2580,254,38024
2917,2089,38485
2671,152,39894
1925,1559,42323
2659,2360,39668
2592,2050,42254
1986,1035,41786
1254,1202,37219
1381,2342,40482
186,2519,39028
1340,2165,40683
852,2085,39639
1934,2605,38110
288,2824,36241
2280,1051,38941
705,1626,41722
2316,2081,39618
124,1027,36589
2594,1261,37172
1558,305,39359
2071,2433,37725
288,2024,39096
1665,1896,39340
1208,39,36691
772,2154,41628
1226,904,40799
792,1325,42849
2000,2399,42543
617,1203,40750
300,1403,36206
1221,1615,41147
2259,1558,35786
744,410,36528
182,2691,35583
2866,2432,37816
1174,1713,38451
2019,599,38233
2270,1388,37643
1825,2165,42818
2528,806,42212
2521,2121,39114
1426,1930,42457
2630,1989,43008
1309,1425,38813
1977,1998,39247
1715,1119,39699
844,893,41084
1139,154,41727
1593,266,42757
2278,2335,42049
886,305,40471
1917,1539,36233
2124,1248,41376
1223,76,35997
2053,2232,40568
2979,2658,35519
634,433,39475
1907,1085,38103
1038,1275,40565
236,1595,36108
2200,884,38550
2430,237,35829
2872,431,39482
933,1278,42100
2575,1186,43084
1,189,38327
786,2762,35305
443,693,35659
1299,193,36907
2390,259,39803
1056,1819,39452
1147,2275,39314
765,2756,37581
931,359,37790
2718,99,42363
2167,1631,40780
2421,1569,41210
1745,1805,38162
2326,1570,38752
708,2229,35987
2110,257,42293
68,54,40053
1472,7,39705
1524,258,35482
2685,912,36675
493,563,39935
1866,1256,40592
2936,2011,42117
392,754,42236
2641,213,38074
585,27,36404
2493,510,39080
1611,2271,41734
2327,1041,38643
1868,322,38125
2568,2052,42650
715,2570,37361
2056,2735,39039
2052,2853,42098
1566,1587,36510
142,1826,36691
335,1954,36636
1885,2032,35526
2130,2533,36658
707,558,41895
15,772,36392
852,810,40828
2472,290,41011
2609,924,42580
1171,577,35522
2396,1815,36261
2326,2775,42851
871,1645,41383
2717,2656,37684
1723,43,36178
933,2789,37539
802,1666,36493
2142,1785,36077
615,674,35247
1829,2798,40706
2827,769,40141
345,1279,38742
511,1642,37516
1916,1783,42113
2792,1322,40301
56,1347,35992
1300,592,41357
2931,2895,40606
2315,2754,41845
620,1425,40998
56,1736,36895
227,1304,40584
