person1,person2,friendsSince
2234,9678,43663
5037,7952,41645
9693,3156,43086
8646,6088,42447
1119,3068,37972
967,1289,41397
823,6847,37287
5626,9567,42835
9306,5460,38825
4236,9095,43550
2883,4788,43838
1193,6412,43411
860,5771,36598
6407,2129,40664
5934,922,41969
9335,3701,41907
5855,8473,39425
1635,1786,41767
6872,8287,38273
3997,5063,37954
410,7702,39288
3842,3905,42018
7976,476,40839
4065,2772,43620
5595,830,43892
7710,4248,44120
4225,3557,42592
7006,5650,43443
3267,7703,37720
5295,1383,36902
8820,2029,42187
9784,3073,43007
2434,3218,42826
6121,1419,42602
2808,8637,43333
337,4573,37115
293,2009,38083
8285,1195,44190
945,9737,42622
2394,3148,41844
280,84,41607
6615,4180,42638
7936,2184,40666
6217,1717,41290
3132,2675,36772
2750,6446,43767
9596,5780,41296
4268,2977,41976
6232,2729,38982
758,2059,39289
4690,1346,37527
5275,4743,39255
2436,4985,41591
1735,9369,41935
6385,741,41873
4940,2400,39192
1343,7492,40432
8658,9029,38979
1716,9467,44021
4971,3119,43018
1218,1512,42664
8070,1848,39910
46,7681,38766
4954,786,41224
2942,7685,39170
2266,7108,43779
7722,8656,36842
5987,5824,40284
6649,5881,39819
9793,8711,41317
7140,9954,38800
925,4099,39644
2195,4858,40585
6959,1228,42694
7138,4813,44032
5998,9785,40966
7697,7341,42141
1643,7751,38551
5344,9792,40876
407,887,43041
6771,6789,39834
2533,8092,36665
1054,982,37475
7787,8336,36911
1875,9802,39875
5233,2985,42630
6774,6038,36534
2911,9207,37989
5446,6143,41217
2296,116,37222
1150,4224,43443
9694,6238,39862
9104,5021,41608
8582,1987,37042
5181,2952,40375
5965,1692,40160
4574,7906,39802
1515,2367,41957
4639,3597,42070
6245,9757,40550
6710,9487,41169
3812,6328,37209
9795,2203,37252
1570,638,37801
9515,1787,37544
2397,2386,41304
2750,21,43702
5268,525,39848
6094,9867,43179
4613,5381,43319
1583,8119,40396
8235,5118,43119
753,4603,37959
4329,5419,41604
29,550,43766
2591,7911,37002
2016,101,37057
5927,908,43112
5720,3591,36591
225,7319,43268
7922,157,37759
6602,3350,44089
2149,1362,42275
8096,4313,38693
846,6320,39127
1043,1987,40794
8371,5530,36968
6186,8689,40538
6629,2855,36985
4335,4271,42252
4222,6440,41296
1975,2297,37645
5574,4638,43984
4219,4439,41558
8281,5095,43876
1900,6339,41294
2510,1041,36699
770,6330,38674
7600,5404,43108
6944,488,42613
8486,8119,43067
8016,117,37520
2535,3461,43887
3342,8109,39640
4592,304,41624
8962,4999,42140
4348,4561,39884
6289,9790,43503
5596,9689,41576
1311,8411,43089
1269,4779,37030
4642,8646,43623
8440,8627,43424
3417,4292,38490
4806,397,36955
6717,9548,38733
3403,777,43829
9565,8215,39430
2858,343,36639
4763,6035,43014
9663,8355,40396
4170,9481,38202
7568,3466,43492
2292,7138,42028
1929,3170,42442
8980,649,36847
2939,988,36775
4740,2922,40905
245,7897,40201
4081,4305,43690
7034,2996,39727
9692,1401,43619
5894,5152,42047
79,5247,39669
8540,4865,37649
8969,3646,36914
2658,7368,43064
3606,8107,43074
3926,350,40348
9514,8785,42029
1085,5543,40737
8381,8602,39291
3691,6634,42053
9909,7716,36598
8689,4496,42775
8350,7487,39062
6426,2762,39846
3563,1244,43858
7924,1178,38750
8763,3649,42918
5306,733,43183
7135,5031,37995
9245,1185,41593
5375,1667,40265
5689,8955,39154
9995,862,39646
1941,3014,40979
1483,7159,39422
2979,5906,43807
515,155,37472
9460,9264,38194
1231,5030,36646
8144,3431,39811
1695,7790,40641
4131,7039,42131
2508,3395,38434
2113,3239,38643
245,4113,41852
9682,5572,40080
7136,8579,40313
9,6144,36894
6197,8395,40430
614,4585,42598
964,7788,43753
8763,3093,39709
2033,4394,38958
100,2764,41011
4229,1489,43028
8756,7304,38194
1922,6819,40201
6369,7579,41281
6750,9877,37279
9649,4512,37005
429,6029,43908
7999,8875,40851
1150,9807,43144
5741,867,43112
6506,9903,43742
1972,5465,43261
7194,2364,43252
1946,6574,40222
5505,4362,41437
9080,4823,42625
6590,4732,42614
1948,4967,44108
9286,2510,38186
9405,3793,39868
15,9929,44092
8243,995,38882
9693,3108,42269
4293,5486,37706
2846,481,42907
3864,6115,43548
1645,9184,42854
2889,1019,42815
9033,7683,42838
3924,5329,41127
7836,8227,37549
8442,8437,36886
7274,3251,37910
5163,2622,43209
8185,1218,40991
1540,2751,41666
6555,5287,37530
3812,4697,41082
3042,2679,38104
330,7465,42374
5443,3392,37440
7815,7948,42845
1463,1515,37632
5166,581,37372
194,1431,39048
4240,8816,42950
2103,1344,37476
9336,2555,42460
653,7641,40290
6188,4951,41823
6586,3502,39577
1222,7752,38051
9610,9821,42423
2220,4721,38757
1679,5532,39344
4706,8814,37808
4375,2609,39098
2627,5392,42082
6344,9973,43750
5690,189,42219
5911,943,41261
8837,8547,41075
5828,6193,43064
2908,5642,41563
2077,1915,37447
9443,6727,37504
4385,594,40667
6600,6018,36996
8401,9398,40422
229,1127,41327
8711,664,43635
9582,9539,39146
1331,1513,41099
7599,5394,40586
3123,7181,42385
2440,2040,39346
2828,2697,39280
3303,2466,42012
7337,7162,40044
7840,5863,36990
5396,6032,41872
7392,181,43592
942,9411,41359
269,2225,39648
7111,8974,41951
3738,4883,39918
3151,4497,40731
3883,3129,37274
9220,981,40522
7395,9271,41621
7190,6526,36605
4550,4416,43690
588,8031,37034
9650,9928,37103
4845,9883,44170
5380,4748,41951
4701,5649,41161
9037,2760,38149
1393,7216,41529
2486,143,41298
9539,8159,38559
6097,7854,38600
6051,1371,38045
9930,2933,41070
7650,188,42824
2532,4720,39019
6433,1802,39928
6841,359,41092
758,2672,39197
1691,2540,40618
25,3058,41395
4560,4339,43586
4392,9920,43523
4238,2779,42313
1635,6880,43497
4699,2767,40043
4864,3767,40114
7139,7434,40649
8835,2908,41609
2465,6976,44161
3131,570,42627
2487,9255,43442
4442,7307,41822
9230,911,43708
7096,3184,38737
1439,5080,43365
5784,8754,41584
8101,2118,39087
8445,1107,43749
7681,1592,43912
7152,5556,41902
4971,5985,43409
705,587,42980
303,9224,38382
4087,864,39893
7579,5884,39855
9498,7847,38859
8881,5655,37935
7257,2767,39925
4584,1514,41655
3368,5036,38817
2554,641,43956
5242,6911,37503
8292,491,41869
9661,2424,37690
1830,3812,43355
6123,3448,37588
2239,1863,39769
5955,5190,43255
2653,485,38198
4536,2041,41435
2637,6823,36529
4261,5168,42242
8313,5381,39129
4431,3452,40130
9929,2961,37571
7838,4438,38936
7003,9852,37726
6538,1194,42183
4019,2334,39199
410,3764,38964
4297,2790,38416
5192,5066,38754
4293,454,42662
231,1984,37223
7151,4568,38035
4839,381,43676
4958,4152,40811
6436,3859,43200
1078,3470,38922
3169,8159,39276
2582,3464,37595
2605,8420,42092
3253,5024,41612
8562,962,44051
8343,1962,43319
6904,6553,41412
8472,7184,37362
7954,9022,39030
9756,2677,37403
484,178,36922
7947,8423,39699
5095,8982,41932
5740,8269,42742
2343,3168,42617
8795,1609,39405
7169,8882,38972
3064,1031,43281
37,2774,42190
727,2919,41675
7924,266,37656
3896,661,37443
8114,5338,38719
8762,1814,43688
3387,3487,42156
2924,5552,40027
7259,1161,36544
5589,1174,42673
9255,8326,43710
5548,2179,41752
9510,4048,42931
3769,209,43089
2002,9234,44182
2207,3436,40916
4416,9890,42767
5865,7129,42393
8660,7146,42998
6532,1098,42680
6254,7699,37617
8933,9685,36875
1203,9853,42420
5671,5309,39730
8659,6272,43309
8548,3733,38560
3701,4987,39176
6683,3445,39433
9061,8265,42567
9452,2148,38362
7141,9779,37213
5713,764,44108
5180,4326,41881
6719,5611,36907
8574,1180,42368
5232,9282,37324
2530,1158,41917
5342,4520,43840
415,4134,38005
4959,9826,43387
2160,9477,37678
2369,6662,40368
3784,7840,42451
1172,4463,42086
7492,6097,42960
7483,3571,36834
9462,8433,43114
5799,4588,43484
4482,2136,43140
3128,7577,39912
3977,752,42010
9688,4147,41209
1749,7994,39164
502,6985,43519
2365,3768,43153
5547,8075,43082
8684,5177,39290
8038,7420,39172
6442,5960,36997
2489,9230,42263
3480,379,41608
6143,2293,43323
9559,1309,39047
68,8435,38489
8107,8209,37965
5700,8218,37915
433,249,41682
9350,7462,37122
3145,6917,37336
3990,5318,40078
741,9770,43276
8562,8896,42696
4143,1787,43147
7499,7548,39741
5249,4798,42116
4642,6988,43876
7645,3259,37294
6786,2102,39933
6753,963,43259
4832,3687,40332
9051,2881,37677
870,727,42113
4698,8108,38569
8574,6955,42890
1922,5925,38948
8838,6398,42667
9895,3014,38226
1903,3009,41045
8780,2108,41699
797,1195,38761
3132,6753,42908
4607,3241,37410
1471,3746,37733
7626,6102,42005
4074,3250,43064
367,4431,42191
1724,7869,39287
5498,5145,43997
1672,555,43363
816,9154,36591
2190,6811,43855
9486,794,40070
3681,2714,44031
3332,8162,39437
2395,2754,37056
4124,7123,41055
3630,3378,38861
5186,6575,36999
8624,667,42737
9304,4262,43300
4651,6040,36929
220,7605,36655
1587,5509,38531
7506,557,42069
7820,4357,38916
2019,3650,44077
910,1391,38480
8961,9903,42962
1640,6492,38612
6332,559,37627
8284,4295,40118
2210,1246,38630
5119,7623,40929
1452,4135,40509
305,2736,42338
3378,3306,40251
6787,3715,40896
1087,106,42710
5547,5145,38932
7011,3110,42793
8961,3650,42796
6139,4289,43572
1121,3722,40057
508,5016,41876
5734,6823,40862
8234,7054,43603
9135,6897,36588
9045,2864,37116
8843,7163,43934
7117,2133,39430
9570,6401,40769
354,7672,36561
5707,9531,40714
6097,7600,41521
6417,856,42591
261,1394,36841
8578,7167,42677
120,7016,41650
6534,6327,38543
6737,9933,37895
5105,9505,43958
6979,3584,37385
1388,5526,37545
927,9336,38597
7010,6901,39981
1925,5638,40732
5951,1053,43853
8483,7576,43511
5626,8836,42773
4569,3065,39990
9761,2335,42577
9178,9439,38439
7472,8007,38687
1865,1623,43587
8155,1559,39199
9250,492,41624
1411,7322,36585
7081,7765,37603
273,831,38825
2698,9354,43565
8905,1485,41911
2230,2556,38444
9219,8465,43421
1795,9310,40901
2882,2184,37311
1294,7266,42433
1164,1887,37114
9247,6617,38953
2030,157,37915
532,2387,39674
4826,3841,36592
4226,8578,39642
2905,1737,40831
815,2712,42754
9124,3310,43554
2500,8384,38573
1345,1088,41703
488,2158,41816
7079,5394,42793
3091,7440,43292
2280,2087,41189
6641,3227,39688
8494,5990,40928
5726,262,37412
3949,2236,40308
8217,8411,40869
9272,5014,40608
3647,1717,44117
4283,9739,43042
9020,2583,40087
2855,5908,41843
8432,8421,37891
4006,1049,38221
6117,7146,39549
9825,9222,39590
5303,3681,43776
8104,6621,44106
8324,7155,38857
2796,4284,39461
590,5584,42515
7748,6733,37040
1356,1202,37524
2701,2657,36824
9015,3696,39893
5044,818,37267
3573,2168,37769
5300,746,42701
8628,6412,40958
7002,5550,37404
114,2445,41876
1408,1702,42392
2935,9469,37004
972,3411,40547
2168,3057,42989
5282,2567,39831
8636,9606,39448
9621,5774,40279
3616,1237,37321
7729,5740,43212
6443,4032,43745
3925,2463,43065
3843,8170,39694
5104,3474,38154
80,2203,38886
9180,9696,41504
7904,6608,42742
4086,7498,40120
6138,611,38626
2976,4914,40419
8592,6020,38658
7330,766,37439
4608,1941,41058
3852,8807,39259
8557,7306,40944
9506,1354,37117
7697,871,42390
7056,4743,36528
768,3889,42458
7799,5848,40101
6625,6355,39566
5172,9002,42773
5160,5944,40981
3345,1985,41653
204,8231,42223
5657,8684,36791
2392,4545,40613
6189,2356,36715
1619,4322,40606
4683,1713,43535
9267,8194,43155
168,6736,42242
2202,694,38369
8901,8612,37520
2301,8589,40212
5024,3276,42984
6748,4852,43965
3674,9767,44127
1843,7620,37506
1791,5011,40439
7870,6938,37761
2640,2521,37021
7797,8653,38985
2885,2799,39151
1057,5389,38934
5474,9755,37232
7015,1493,37845
2679,2372,43327
7141,4197,39398
3742,3051,38175
3877,6455,40939
6827,6008,37266
8579,1879,44054
841,7990,40011
2881,7295,40455
4522,5231,41916
3762,345,41313
9048,9256,39581
4333,3817,38423
7262,9528,43128
6136,1694,38335
654,2367,43834
2436,5649,39047
1676,9665,36835
711,305,37224
147,2670,43677
4043,663,40664
348,981,43930
4877,8779,43555
6029,2607,38329
7091,9500,42150
4607,2715,43943
6349,6839,41751
4151,3816,38419
2307,4291,43536
6678,66,43390
7601,8305,43290
5169,8613,42380
6991,6357,44000
7381,2310,42100
3830,4204,39318
3189,7494,38603
347,7122,40304
3670,5108,41277
7424,4097,37988
945,4783,41100
1214,286,39701
5132,808,38729
1652,5146,38694
8708,3087,37958
324,3608,36950
2153,1102,37766
6316,4743,38821
3626,4910,38795
9695,7837,44188
3084,985,41957
2620,8541,41028
967,6234,43961
3573,7941,38967
755,971,44003
6921,8406,43180
4002,592,37871
728,7985,44012
688,5434,40934
9632,1032,42792
1133,4838,36806
8202,7489,39912
3484,3715,37487
8052,982,43150
2164,7643,42175
1212,3631,41087
5939,8084,39791
6545,477,38039
4782,4049,37066
815,9110,40532
8061,4925,43453
7482,7024,39749
778,1866,41695
4329,4123,42958
112,8502,42859
4233,1179,43539
5109,2673,37241
5568,1404,41977
1779,569,39933
5211,4150,39624
5836,6057,40668
6869,1297,40274
1096,4471,44040
4909,8825,42060
7854,2682,37834
1940,8386,38237
6618,5856,43292
2129,1831,41548
8027,1942,40211
9149,8098,43947
8796,7246,37794
8573,2534,42291
5658,2617,36697
7825,5059,41416
9809,3691,42439
69,8696,38239
2203,1563,41043
5477,6802,40519
6924,7345,39603
1843,3030,39354
8850,2913,43953
3304,9618,41393
9742,5779,41095
3334,4729,41762
9387,915,39689
8576,8558,37662
3659,1954,41627
124,1746,42475
4659,6431,38802
5352,7925,39551
7479,7013,41388
6364,1306,42100
2742,7803,37448
5646,9590,40172
7503,6811,38191
170,4439,37317
2945,6602,42613
3288,8926,36693
8150,1258,39046
8161,9273,36751
367,451,38221
2986,8905,42108
5356,7901,37421
2041,3086,40741
7734,5674,40632
8483,3922,40294
3090,6218,40815
5750,1561,42318
9997,5982,37888
1966,6045,42072
6168,2033,40719
5560,6759,43278
4402,7510,42392
2033,7503,42416
7240,3324,40652
5431,7752,43354
6690,1715,39336
3716,4503,39245
7509,5977,39351
8886,845,37164
2560,4246,40011
9569,9787,37171
7057,901,36618
2686,2350,40086
384,520,39800
3215,3420,43816
7338,6506,39735
6592,2043,42202
6206,5151,40029
1680,8321,42023
4899,4530,42106
4317,7039,38027
1221,7000,43430
5798,6587,43441
8172,8153,38941
3782,7339,43597
3974,1541,41490
3532,1189,39517
9394,6269,41450
328,8590,43156
1685,8243,42889
1517,1670,42750
354,1680,38400
43,8305,36623
8045,6820,40154
6184,1872,38977
5154,1,37716
6746,5197,39218
4371,5085,39611
801,8649,39090
6873,5503,39034
2732,8113,42799
3283,9667,43114
5216,7742,42037
9092,8775,36646
512,6521,38914
2153,35,37440
1969,9659,40666
3413,1992,44174
7903,6116,36730
5702,9214,41013
6565,4211,42853
5643,6640,43844
9015,8186,38765
6672,6912,39567
4111,538,41212
8610,9901,41971
5530,2672,38554
2610,3092,42148
9196,4763,43839
6514,5173,43847
9274,4030,40852
798,4804,40025
1152,42,41075
1148,5205,43785
7596,6283,43932
1168,76,41339
3265,1438,38205
3699,15,37960
6920,155,39840
5073,7725,40782
8544,7527,42551
3360,2802,40322
8446,9879,41210
7192,2166,37182
461,3768,39568
3235,8651,42486
5617,2822,38216
3047,7984,44043
509,2481,37134
651,8092,38081
4145,4165,40980
8964,1104,44063
552,7967,39464
4175,6884,41221
7579,8433,39942
3104,5477,36623
2244,3334,43682
5527,3908,43354
7374,7742,38072
7543,904,36726
4991,2604,42426
3453,5400,40640
3126,3869,36959
9111,3917,38316
2073,2152,43167
3287,9012,38606
8640,1050,40473
1993,5070,41920
1698,9411,38424
2114,3249,38271
4496,1702,41580
8598,8986,41528
5901,5980,43025
1886,7205,42200
6526,8233,43346
9118,9848,43872
8653,4749,39849
9395,56,40460
1380,3570,37656
7865,8089,38725
7577,4955,40238
5480,6975,43836
3758,2373,41830
5151,656,42251
3331,8782,37432
5211,9324,39106
266,9142,37812
7105,1811,39859
1675,4437,43589
7775,7144,42219
5082,4613,36990
4203,6223,43524
4585,1571,40727
5775,9067,43366
9788,9183,39949
1378,8255,36953
1494,5972,41127
4914,5159,40180
9030,9142,38493
2553,5077,40555
8595,1491,38101
8536,8754,38590
9660,7612,42004
384,3426,40479
5294,473,41621
6961,349,38518
9939,830,37376
6125,1550,41909
408,2356,43948
2821,316,39108
2,4598,42553
7117,878,37525
5458,9606,37501
8198,8426,38088
7931,6045,40378
5706,9268,40804
8036,7759,39628
6727,7630,41543
6123,7070,37927
5032,946,41418
3066,7697,38421
2530,8502,42726
10000,5371,39194
5011,9973,40723
4655,2164,42840
5745,6827,44005
7067,7125,38024
4903,2990,36904
3615,6515,37552
1983,8200,43672
1919,996,38518
9320,3450,42988
5364,2096,36913
144,4994,37214
1605,3674,43944
3526,1974,39733
915,7156,43133
1267,1026,40086
7211,8592,40681
545,3237,37063
6359,2115,39026
2788,5590,42974
1104,1469,36795
4033,4700,43764
2875,8488,41676
1345,9430,36746
8703,9498,37127
3193,2225,39517
2693,6422,37060
9625,5110,38118
1292,1365,41545
7314,8665,42050
2336,3287,38588
6609,7644,37803
7263,6735,38447
709,5493,42884
8118,659,41447
2643,8997,43117
447,1828,41253
9180,2819,39106
2665,8871,39909
3782,9733,40746
5848,4328,43525
7914,3241,43442
9644,2622,37480
3216,1164,43318
6474,6840,40316
4052,9292,39118
5522,2652,42546
3565,4083,41419
5124,3296,36958
5524,2258,43805
9235,1944,38986
1866,466,39835
6491,7288,41520
2096,4848,42824
3448,487,37257
8028,6433,37264
3604,9262,39497
2837,175,36821
7216,1841,38044
2730,1094,40479
1006,4333,38896
7414,5294,39012
8448,4986,41908
2508,2916,39695
2740,3494,42351
2761,8130,38226
265,2095,41113
1459,7887,43192
146,4523,39578
6883,8939,38819
8379,9238,37305
5468,8169,39093
3296,6222,37698
5341,5715,38821
1814,9455,38018
66,6415,42860
3011,9336,40264
4798,20,41182
1084,523,42118
7557,6914,39741
2520,7832,40146
5196,5635,37379
3577,1014,39970
3360,7614,39376
8600,6409,39552
9805,6810,43930
6435,2293,39638
1776,7260,40260
1921,9948,43101
5642,2558,41513
7719,2091,39009
9580,38,43082
8072,1005,43307
213,7509,39706
6495,950,40874
214,6645,43449
4782,8592,42296
379,2497,39389
8869,2957,38753
8922,4875,37126
1054,5125,38159
1202,481,37703
5794,323,39470
32,5991,38027
3741,678,43505
7168,7721,42607
1011,5867,43042
47,4763,42665
6470,588,38651
9308,2083,40753
8575,4070,37004
8502,2413,44135
2852,5039,40991
1579,5798,37161
306,1538,41045
797,510,37289
57,6076,39417
3271,3711,37284
4220,2313,42652
7829,4614,39716
4130,7177,39939
4298,8700,40535
4289,6161,41649
5559,700,41482
948,4778,41992
2357,4378,38893
4015,832,41739
4877,2837,38784
3553,6674,39388
2812,4108,39545
9253,7111,40412
623,1512,41142
6939,7787,38571
1596,2972,37652
5599,9502,43921
2804,1502,41282
6457,4058,42483
9003,6737,37668
4883,3410,38322
3193,3192,37574
2690,8898,39874
81,2740,43938
2032,4488,43221
1626,9458,42138
7632,3423,39426
6429,7827,43056
7984,4395,41918
8321,5647,39642
7117,82,40874
7740,5824,38988
389,5548,42456
5630,7661,41783
7904,7578,41295
4503,8388,40352
8712,8209,36989
6696,6849,39875
5203,9424,42007
6006,196,36875
5568,901,40935
7825,1874,38958
3267,875,38536
9505,6439,40625
1353,183,38023
5203,7594,38201
3899,8950,38383
4876,3578,38629
6409,3670,39531
188,6529,41863
3406,4742,39802
8061,6274,41906
1208,7719,42261
3337,2713,39204
4533,9990,42421
5574,7956,39923
4975,7746,39251
2077,6459,40747
6746,8108,37793
1578,8319,39998
6397,4473,38642
6665,2148,43554
7105,1939,42036
1021,3411,40026
8795,6717,36838
403,3490,41410
8884,5174,38864
2935,2062,40294
8228,2326,37373
8761,3793,40232
5638,9644,42029
7984,481,41301
5418,2665,41448
1428,1791,42232
9830,9785,37203
4392,8823,37844
4492,7027,41549
9636,5264,37818
4116,9579,39584
571,6803,40480
545,6957,40542
7956,6255,40343
9509,8007,37596
2411,2960,43951
6132,4951,42788
8396,4874,37808
364,8552,39377
8488,4035,36563
8344,5029,36889
1503,8329,39016
6165,2906,42552
4352,1490,40219
23,5159,41873
3315,3703,38850
833,6314,40012
8228,4248,42007
1467,8131,43955
5742,7032,40398
8513,9364,42344
2398,9963,43298
1012,1867,39919
5294,8172,42240
6394,8139,39103
5350,6286,39291
6723,7846,39427
5208,7815,43102
7818,6427,43370
7720,5662,41446
9028,8413,42931
1217,9496,38142
2246,9271,38181
8624,117,38325
7918,2281,40374
8908,8843,39334
2170,3055,39055
5851,980,37277
2516,6988,39111
1367,3921,41996
5611,3124,36673
7803,6722,39012
5919,4285,42081
3425,2986,41406
586,6818,41069
6568,9031,40676
7915,2486,42996
1277,3901,42901
8464,3002,39512
868,5901,42482
6450,8899,38556
151,5506,42457
9176,7833,39503
4260,5746,39218
1305,9794,36760
4674,198,42671
7211,8553,37035
3175,7207,42959
6343,274,38518
8583,2952,39556
4711,9009,42833
9274,1325,41849
835,1771,38307
9744,7021,41044
4183,2633,36824
9179,5547,40991
1848,6238,40867
6800,1177,38826
1494,4761,43331
7184,1767,43758
7578,8754,36865
8041,8586,37593
6820,1627,41278
9624,5744,41201
9753,6376,38873
4581,7906,39433
9849,7482,44136
3990,2711,41962
2625,4000,43696
9050,201,40542
4590,6735,39447
3826,2234,36640
9632,3202,40316
1972,3367,38015
6092,2736,41677
5389,2701,37081
3064,7688,40480
970,1168,44130
6639,2955,40133
5151,567,36814
9564,8210,39999
6664,1778,39937
4925,153,42035
6628,7142,38107
189,1213,40344
7185,6759,43494
9262,9642,40844
7059,9779,42090
8499,1695,41062
4517,7759,43030
1935,6291,43828
1216,2261,36829
3387,5064,39661
2634,3197,44146
1220,5725,41294
1560,4992,41975
9279,885,37884
3908,6430,43449
2711,941,43318
8309,1277,38425
6451,7095,41463
4718,7481,43829
651,3004,39320
5897,1552,40597
2979,2711,36668
6818,3746,44146
1776,9107,43564
2098,5457,39634
8338,5720,40940
3,2484,36794
8475,9075,42931
4894,2034,41437
6788,186,41797
2122,5682,37383
6615,8323,41057
8478,3980,40365
8192,9077,41419
3790,1145,41944
8478,1133,37157
2512,4063,38782
8362,3257,39885
3131,6679,42391
7107,2117,39537
3277,8098,43484
8717,1851,39842
5682,2693,39475
7297,5144,43689
4567,2099,36815
409,2060,39766
791,6990,41106
9753,4405,40919
410,2915,37185
2940,3671,39938
3473,6825,42756
3292,3322,42176
7811,9811,42963
130,6745,43443
9512,4435,38579
3011,4465,41638
3734,9661,40804
7039,3306,40537
5858,5049,44129
1250,1143,44008
6636,631,36546
2035,851,42497
419,8387,41036
6752,5757,44092
1705,6350,39972
467,9138,36667
2284,8586,41234
1527,666,39390
1058,7241,42962
6707,8580,42775
429,6669,42368
7608,7981,41071
6691,2436,38308
634,9642,43124
6795,1170,43004
5844,9549,37346
6054,6264,37086
2674,6079,43932
2312,6298,36536
219,193,40966
4912,9302,38857
4597,5053,43703
4703,8704,38516
6264,241,37420
8813,3952,41295
2971,9621,43283
4278,6506,38056
2127,2168,38480
8782,346,38148
4318,7653,40802
9157,4417,40926
9192,7327,40671
8987,589,43758
4174,2005,37669
4062,541,38661
3086,4095,36858
3383,1506,37422
4569,5390,44118
9045,4452,40589
7878,348,43147
6659,166,41730
3822,1113,40423
1073,9396,36578
1224,2678,40833
8060,1912,40015
175,883,42327
1157,6692,42295
7155,1886,37400
7786,1865,42538
3358,2969,41554
3222,9842,41333
5189,8205,38716
5844,6417,40053
4790,2827,40248
4667,9531,37902
8016,7138,37676
3462,9386,42129
4506,8485,36886
43,639,42305
623,6386,41884
591,8179,38503
1456,3266,37135
8492,6117,37004
3452,7834,42073
3414,2266,43653
5293,5610,38608
6266,3671,38216
9441,1856,42393
2816,2048,36834
3048,9962,36996
4746,2631,42136
4383,5974,36735
8521,9145,41186
1431,3901,38013
8901,6470,37633
6404,3182,37473
5836,3230,36937
4868,2242,43709
4882,7495,37675
4026,5395,37142
2091,9963,39797
598,1850,39806
5595,494,38435
1681,6301,37488
9013,7504,40181
5779,5576,37532
161,8460,43734
9257,1535,38181
7474,2792,42981
6251,1607,38737
8946,4306,37651
7466,2614,40963
8258,335,43834
782,9794,36899
777,4334,38313
754,5351,38021
4853,7806,40707
7987,7871,43904
323,1197,43718
3894,5616,38086
5384,1110,37283
7393,5986,44145
5380,1056,37950
2837,6703,43075
8113,8664,40670
4728,8616,38689
6495,5258,43076
7416,2216,38530
4140,9933,40521
9659,1909,40266
1262,9959,42519
9111,7520,44100
3997,4993,37097
1161,3030,36743
8026,6296,40563
8887,8190,41572
292,8683,42290
3249,8680,40933
9311,5852,40695
5619,1812,41850
2850,1592,43705
2851,2938,43278
6494,4088,43576
6673,7312,40894
9324,5196,40089
9291,9519,43205
5882,9922,38902
5158,7703,43374
1782,4695,41964
8829,7619,37055
7324,6261,42949
2437,5257,38168
9401,1236,37101
8192,6962,38612
2191,9132,41315
3087,8432,43887
124,7228,39193
6554,5153,41525
2413,5846,40913
2830,7959,40524
5019,469,43868
1196,7327,43364
7494,566,43528
6162,8931,38348
6695,8313,36955
2621,2586,41852
9536,897,43598
920,9060,38557
179,3479,42488
5052,9560,37031
2012,3183,41186
8372,883,41061
4345,5962,36805
6331,3601,44137
8874,1030,37010
2975,9630,42383
7340,9379,36743
9619,6335,37298
1911,6276,40380
5640,9270,43718
8466,6540,38891
8145,844,36585
3947,9065,42522
1235,7360,37516
6167,1656,41069
419,7871,41874
5979,1286,36732
8548,2534,41075
3533,7714,43543
1997,8282,41820
9538,6231,40718
4392,7812,37366
4391,5239,40064
8732,7041,38220
1617,4112,41614
3239,744,43943
970,9218,39158
5386,3186,41903
8646,1983,43742
7814,887,43626
6041,7696,41208
4156,9029,39201
6837,9003,37385
7011,4802,39953
6023,96,42003
5863,8848,38798
9305,8940,40142
4586,4597,42988
7348,9809,44008
3219,4998,43937
9972,6268,36744
223,1519,40061
9359,7331,42983
155,6193,43870
1909,6203,43030
1643,8717,36992
5872,6922,38090
5312,7082,37885
2020,962,39824
6753,195,44127
5191,5936,41537
5729,3468,42033
9567,9919,37803
7368,9940,39916
9524,5627,39018
8927,4015,36651
3833,9846,36552
4610,441,37455
3100,2605,41894
120,8998,38546
8082,6856,40386
2494,9830,38887
4500,1712,42050
4261,5879,36661
233,9388,43646
3825,9244,41483
6165,1342,41734
7366,6506,41084
9609,9321,41364
9877,1529,40969
2284,5537,42633
6764,7747,36923
5770,687,40470
6811,5652,42281
8849,9176,43990
1676,4760,40659
9422,4902,40179
3387,4663,43054
4785,9152,42477
7642,8262,41413
9662,2007,38201
3689,1718,42476
7345,1057,42971
5228,675,44111
2450,4364,38809
2585,4036,42405
5387,5687,39126
1732,1784,39461
4658,792,39227
7240,1799,38936
6426,2760,36585
4307,4480,37952
391,3684,37115
6097,9089,38712
671,2333,44135
5488,7393,38930
2960,8718,43406
6451,3092,39003
7304,6033,41792
2014,5937,42772
2446,5951,37774
3677,1509,43288
273,3192,36621
2581,8252,39387
9932,1126,39677
1922,711,40912
7853,5861,40493
1226,2652,40131
6657,6130,37996
1286,9457,43928
276,8269,43446
2360,4643,38529
8287,664,42585
837,67,41725
2802,4575,42906
6973,4215,42822
2964,1774,38221
2957,5955,39856
7350,3909,37288
1695,1914,36733
6091,1189,39425
2053,6917,37231
4477,7767,42158
8189,7509,40118
6957,1350,42270
3334,6322,42292
816,3626,43791
5332,3815,43348
5069,702,38317
4944,651,41052
4644,4872,37177
1373,982,43116
