campaign_id,campaign_name,start_date,end_date,campaign_type,ad_id,ad_name,ad_channel
86,Household Essentials  - Campaign,2020-05-13,2020-05-17,Retention,493,Ad -  Batteries ,Instagram
86,Household Essentials  - Campaign,2020-05-13,2020-05-17,Retention,494,Ad -  Air Fresheners ,MobileApp
86,Household Essentials  - Campaign,2020-05-13,2020-05-17,Retention,495,Ad -  Light Bulbs ,Twitter
86,Household Essentials  - Campaign,2020-05-13,2020-05-17,Retention,496,Ad -  As Seen On TV ,Instagram
86,Household Essentials  - Campaign,2020-05-13,2020-05-17,Retention,497,Ad -  Air Fresheners ,MicroSite
86,Household Essentials  - Campaign,2020-05-13,2020-05-17,Retention,498,Ad -  Laundry ,GameApp
86,Household Essentials  - Campaign,2020-05-13,2020-05-17,Retention,499,Ad -  Laundry ,Website
86,Household Essentials  - Campaign,2020-05-13,2020-05-17,Retention,500,Ad -  Pest Control ,Instagram
86,Household Essentials  - Campaign,2020-05-13,2020-05-17,Retention,501,Ad -  Pest Control ,Website
86,Household Essentials  - Campaign,2020-05-13,2020-05-17,Retention,502,Ad -  Pest Control ,GoogleAds
87,Food  - Campaign,2020-05-20,2020-05-24,Special,503,Ad -  Gluten-Free Foods ,Instagram
87,Food  - Campaign,2020-05-20,2020-05-24,Special,504,Ad -  Meal Solutions Grains & Pasta ,Facebook
87,Food  - Campaign,2020-05-20,2020-05-24,Special,505,Ad -  Gluten-Free Foods ,GameApp
87,Food  - Campaign,2020-05-20,2020-05-24,Special,506,Ad -  Condiments Sauces & Spices ,Website
87,Food  - Campaign,2020-05-20,2020-05-24,Special,507,Ad -  Meal Solutions Grains & Pasta ,SearchEngine
87,Food  - Campaign,2020-05-20,2020-05-24,Special,508,Ad -  Fresh Cut Flowers ,Instagram
88,Memorial Day - Campaign,2020-05-22,2020-05-26,Special,509,Ad -  Home Safety ,TikTok
88,Memorial Day - Campaign,2020-05-22,2020-05-26,Special,510,Ad -  Tools ,GoogleAds
88,Memorial Day - Campaign,2020-05-22,2020-05-26,Special,511,Ad -  Safety Equipment and Gear,MicroSite
88,Memorial Day - Campaign,2020-05-22,2020-05-26,Special,512,Ad -  Safety Equipment and Gear,AdobeAds
88,Memorial Day - Campaign,2020-05-22,2020-05-26,Special,513,Ad -  Paint ,TikTok
88,Memorial Day - Campaign,2020-05-22,2020-05-26,Special,514,Ad -  Paint ,Twitter
88,Memorial Day - Campaign,2020-05-22,2020-05-26,Special,515,Ad -  Tools ,MobileApp
88,Memorial Day - Campaign,2020-05-22,2020-05-26,Special,516,Ad -  Hardware ,Twitter
89,Memorial Day - Campaign,2020-05-23,2020-05-27,Other,517,Ad -  Shop Toys by Age ,Twitter
89,Memorial Day - Campaign,2020-05-23,2020-05-27,Other,518,Ad -  Games & Puzzles ,Facebook
89,Memorial Day - Campaign,2020-05-23,2020-05-27,Other,519,Ad -  Games & Puzzles ,GoogleAds
89,Memorial Day - Campaign,2020-05-23,2020-05-27,Other,520,Ad -  Shop Toys by Price,Twitter
89,Memorial Day - Campaign,2020-05-23,2020-05-27,Other,521,Ad -  Disney Toys ,SearchEngine
89,Memorial Day - Campaign,2020-05-23,2020-05-27,Other,522,Ad -  Disney Toys ,Twitter
89,Memorial Day - Campaign,2020-05-23,2020-05-27,Other,523,Ad -  Arts & Crafts for Kids ,Instagram
89,Memorial Day - Campaign,2020-05-23,2020-05-27,Other,524,Ad -  Kids Bikes & Riding Toys ,GoogleAds
89,Memorial Day - Campaign,2020-05-23,2020-05-27,Other,525,Ad -  Shop Toys by Brand ,Website
89,Memorial Day - Campaign,2020-05-23,2020-05-27,Other,526,Ad -  Games & Puzzles ,MobileApp
89,Memorial Day - Campaign,2020-05-23,2020-05-27,Other,527,Ad -  Outdoor Play ,SearchEngine
90,Memorial Day - Campaign,2020-05-24,2020-05-28,Cross-Sell,528,Ad -  Sports ,MicroSite
90,Memorial Day - Campaign,2020-05-24,2020-05-28,Cross-Sell,529,Ad -  Outdoor Sports ,MicroSite
90,Memorial Day - Campaign,2020-05-24,2020-05-28,Cross-Sell,530,Ad -  Outdoor Sports ,Instagram
90,Memorial Day - Campaign,2020-05-24,2020-05-28,Cross-Sell,531,Ad -  Sports ,GameApp
90,Memorial Day - Campaign,2020-05-24,2020-05-28,Cross-Sell,532,Ad -  Sports ,TikTok
90,Memorial Day - Campaign,2020-05-24,2020-05-28,Cross-Sell,533,Ad -  Bikes ,Website
90,Memorial Day - Campaign,2020-05-24,2020-05-28,Cross-Sell,534,Ad -  Sports ,GameApp
90,Memorial Day - Campaign,2020-05-24,2020-05-28,Cross-Sell,535,Ad -  Recreation ,MicroSite
91,Memorial Day - Campaign,2020-05-25,2020-05-29,Special,536,Ad -  Kids Bikes & Riding Toys ,Website
92,Sports & Outdoors  - Campaign,2020-05-30,2020-06-03,Special,537,Ad -  Sports ,GoogleAds
92,Sports & Outdoors  - Campaign,2020-05-30,2020-06-03,Special,538,Ad -  Bikes ,GameApp
92,Sports & Outdoors  - Campaign,2020-05-30,2020-06-03,Special,539,Ad -  Sports Fan Shop ,AdobeAds
93,Toys  - Campaign,2020-06-01,2020-06-05,Cross-Sell,540,Ad -  Kids Bikes & Riding Toys ,Website
93,Toys  - Campaign,2020-06-01,2020-06-05,Cross-Sell,541,Ad -  Games & Puzzles ,SearchEngine
93,Toys  - Campaign,2020-06-01,2020-06-05,Cross-Sell,542,Ad -  Shop Toys by Brand ,GoogleAds
93,Toys  - Campaign,2020-06-01,2020-06-05,Cross-Sell,543,Ad -  Shop Toys by Price,MicroSite
93,Toys  - Campaign,2020-06-01,2020-06-05,Cross-Sell,544,Ad -  Outdoor Play ,TikTok
93,Toys  - Campaign,2020-06-01,2020-06-05,Cross-Sell,545,Ad -  Shop Toys by Brand ,Website
93,Toys  - Campaign,2020-06-01,2020-06-05,Cross-Sell,546,Ad -  Shop Toys by Brand ,Instagram
94,Independence Day - Campaign,2020-07-02,2020-07-06,UpSell,547,Ad -  Superfoods & Cleanses ,TikTok
94,Independence Day - Campaign,2020-07-02,2020-07-06,UpSell,548,Ad -  Gas Relief ,AdobeAds
94,Independence Day - Campaign,2020-07-02,2020-07-06,UpSell,549,Ad -  Childrens Health ,Website
94,Independence Day - Campaign,2020-07-02,2020-07-06,UpSell,550,Ad -  Weight Management ,Facebook
94,Independence Day - Campaign,2020-07-02,2020-07-06,UpSell,551,Ad -  Sleep & Snoring Aids ,Website
94,Independence Day - Campaign,2020-07-02,2020-07-06,UpSell,552,Ad -  Diabetes Care Brands ,GameApp
94,Independence Day - Campaign,2020-07-02,2020-07-06,UpSell,553,Ad -  Eye Care ,GameApp
94,Independence Day - Campaign,2020-07-02,2020-07-06,UpSell,554,Ad -  Restock Health Essentials ,SearchEngine
95,Independence Day (Observed) - Campaign,2020-07-03,2020-07-07,Cross-Sell,555,Ad -  First Aid ,GoogleAds
95,Independence Day (Observed) - Campaign,2020-07-03,2020-07-07,Cross-Sell,556,Ad -  Gas Relief ,TikTok
95,Independence Day (Observed) - Campaign,2020-07-03,2020-07-07,Cross-Sell,557,Ad -  Superfoods & Cleanses ,GoogleAds
96,Independence Day - Campaign,2020-07-04,2020-07-08,Cross-Sell,558,Ad -  Decor ,GameApp
97,Independence Day - Campaign,2020-07-05,2020-07-09,Other,559,Ad -  Games & Puzzles ,SearchEngine
97,Independence Day - Campaign,2020-07-05,2020-07-09,Other,560,Ad -  Kids Bikes & Riding Toys ,Instagram
97,Independence Day - Campaign,2020-07-05,2020-07-09,Other,561,Ad -  Outdoor Play ,Twitter
97,Independence Day - Campaign,2020-07-05,2020-07-09,Other,562,Ad -  Arts & Crafts for Kids ,AdobeAds
97,Independence Day - Campaign,2020-07-05,2020-07-09,Other,563,Ad -  Shop Toys by Price,Website
97,Independence Day - Campaign,2020-07-05,2020-07-09,Other,564,Ad -  Outdoor Play ,Website
97,Independence Day - Campaign,2020-07-05,2020-07-09,Other,565,Ad -  Shop Toys by Brand ,Website
97,Independence Day - Campaign,2020-07-05,2020-07-09,Other,566,Ad -  Games & Puzzles ,GoogleAds
97,Independence Day - Campaign,2020-07-05,2020-07-09,Other,567,Ad -  Shop Toys by Age ,SearchEngine
97,Independence Day - Campaign,2020-07-05,2020-07-09,Other,568,Ad -  Shop Toys by Age ,GameApp
97,Independence Day - Campaign,2020-07-05,2020-07-09,Other,569,Ad -  Shop Toys by Brand ,TikTok
98,Home Improvement  - Campaign,2020-07-06,2020-07-10,Retention,570,Ad -  Paint ,AdobeAds
98,Home Improvement  - Campaign,2020-07-06,2020-07-10,Retention,571,Ad -  Electrical ,TikTok
98,Home Improvement  - Campaign,2020-07-06,2020-07-10,Retention,572,Ad -  Bathroom Renovation ,MicroSite
99,Household Essentials  - Campaign,2020-07-18,2020-07-22,Special,573,Ad -  Drain & Septic Care,Twitter
99,Household Essentials  - Campaign,2020-07-18,2020-07-22,Special,574,Ad -  Laundry ,Instagram
99,Household Essentials  - Campaign,2020-07-18,2020-07-22,Special,575,Ad -  Paper & Plastic ,TikTok
99,Household Essentials  - Campaign,2020-07-18,2020-07-22,Special,576,Ad -  Pest Control ,TikTok
99,Household Essentials  - Campaign,2020-07-18,2020-07-22,Special,577,Ad -  Cleaning Supplies ,Instagram
99,Household Essentials  - Campaign,2020-07-18,2020-07-22,Special,578,Ad -  Drain & Septic Care,AdobeAds
99,Household Essentials  - Campaign,2020-07-18,2020-07-22,Special,579,Ad -  Laundry ,TikTok
99,Household Essentials  - Campaign,2020-07-18,2020-07-22,Special,580,Ad -  Light Bulbs ,Website
100,Health  - Campaign,2020-07-24,2020-07-28,Special,581,Ad -  Bedroom Safety & Aids ,MicroSite
101,Home Improvement  - Campaign,2020-08-15,2020-08-19,Special,582,Ad -  Safety Equipment and Gear,Twitter
101,Home Improvement  - Campaign,2020-08-15,2020-08-19,Special,583,Ad -  Tools ,GoogleAds
101,Home Improvement  - Campaign,2020-08-15,2020-08-19,Special,584,Ad -  Bathroom Renovation ,SearchEngine
101,Home Improvement  - Campaign,2020-08-15,2020-08-19,Special,585,Ad -  Hardware ,Website
101,Home Improvement  - Campaign,2020-08-15,2020-08-19,Special,586,Ad -  Home Safety ,Website
101,Home Improvement  - Campaign,2020-08-15,2020-08-19,Special,587,Ad -  Heating Cooling & Air Quality ,SearchEngine
101,Home Improvement  - Campaign,2020-08-15,2020-08-19,Special,588,Ad -  Hardware ,Instagram
101,Home Improvement  - Campaign,2020-08-15,2020-08-19,Special,589,Ad -  Electrical ,MobileApp
101,Home Improvement  - Campaign,2020-08-15,2020-08-19,Special,590,Ad -  Bathroom Renovation ,SearchEngine
102,Health  - Campaign,2020-08-17,2020-08-21,Other,591,Ad -  Keto Diet ,Website
102,Health  - Campaign,2020-08-17,2020-08-21,Other,592,Ad -  Sexual Wellness Top Brands ,TikTok
102,Health  - Campaign,2020-08-17,2020-08-21,Other,593,Ad -  Keto Diet ,TikTok
102,Health  - Campaign,2020-08-17,2020-08-21,Other,594,Ad -  Massage ,GoogleAds
102,Health  - Campaign,2020-08-17,2020-08-21,Other,595,Ad -  Diabetes Care Brands ,GoogleAds
102,Health  - Campaign,2020-08-17,2020-08-21,Other,596,Ad -  Weight Management ,Instagram
102,Health  - Campaign,2020-08-17,2020-08-21,Other,597,Ad -  Diabetes Care ,Website
102,Health  - Campaign,2020-08-17,2020-08-21,Other,598,Ad -  Medicine Cabinet Must Haves ,GameApp
102,Health  - Campaign,2020-08-17,2020-08-21,Other,599,Ad -  Laxatives ,MobileApp
102,Health  - Campaign,2020-08-17,2020-08-21,Other,600,Ad -  Sexual Wellness ,AdobeAds
103,Premium Beauty  - Campaign,2020-08-27,2020-08-31,UpSell,601,Ad -  Premium Facial Skincare ,Instagram
103,Premium Beauty  - Campaign,2020-08-27,2020-08-31,UpSell,602,Ad -  Premium Facial Skincare ,GoogleAds
103,Premium Beauty  - Campaign,2020-08-27,2020-08-31,UpSell,603,Ad -  Premium Hair Care & Hair Tools ,Website
103,Premium Beauty  - Campaign,2020-08-27,2020-08-31,UpSell,604,Ad -  Premium Facial Skincare ,MicroSite
104,Health  - Campaign,2020-09-03,2020-09-07,Acquisition,605,Ad -  Laxatives ,Website
104,Health  - Campaign,2020-09-03,2020-09-07,Acquisition,606,Ad -  Restock Health Essentials ,Website
104,Health  - Campaign,2020-09-03,2020-09-07,Acquisition,607,Ad -  Restock Health Essentials ,GoogleAds
104,Health  - Campaign,2020-09-03,2020-09-07,Acquisition,608,Ad -  Sexual Wellness Top Brands ,MicroSite
104,Health  - Campaign,2020-09-03,2020-09-07,Acquisition,609,Ad -  Diabetes Care Brands ,MobileApp
104,Health  - Campaign,2020-09-03,2020-09-07,Acquisition,610,Ad -  Protein & Fitness ,GameApp
104,Health  - Campaign,2020-09-03,2020-09-07,Acquisition,611,Ad -  Foot Care ,Facebook
104,Health  - Campaign,2020-09-03,2020-09-07,Acquisition,612,Ad -  Massage ,Website
104,Health  - Campaign,2020-09-03,2020-09-07,Acquisition,613,Ad -  Bedroom Safety & Aids ,GoogleAds
104,Health  - Campaign,2020-09-03,2020-09-07,Acquisition,614,Ad -  Diabetes Care ,AdobeAds
104,Health  - Campaign,2020-09-03,2020-09-07,Acquisition,615,Ad -  Home Health Care ,Instagram
105,Labor Day - Campaign,2020-09-04,2020-09-08,UpSell,616,Ad -  Fragrances ,AdobeAds
105,Labor Day - Campaign,2020-09-04,2020-09-08,UpSell,617,Ad -  Travel Size Beauty ,AdobeAds
105,Labor Day - Campaign,2020-09-04,2020-09-08,UpSell,618,Ad -  New Arrivals ,Twitter
106,Labor Day - Campaign,2020-09-05,2020-09-09,UpSell,619,Ad -  Kids Rooms ,TikTok
106,Labor Day - Campaign,2020-09-05,2020-09-09,UpSell,620,Ad -  Bath ,MicroSite
106,Labor Day - Campaign,2020-09-05,2020-09-09,UpSell,621,Ad -  Personalized Gifts ,GoogleAds
106,Labor Day - Campaign,2020-09-05,2020-09-09,UpSell,622,Ad -  Appliances ,SearchEngine
106,Labor Day - Campaign,2020-09-05,2020-09-09,UpSell,623,Ad -  Furniture ,Facebook
106,Labor Day - Campaign,2020-09-05,2020-09-09,UpSell,624,Ad -  Bath ,MobileApp
106,Labor Day - Campaign,2020-09-05,2020-09-09,UpSell,625,Ad -  Bedding ,TikTok
106,Labor Day - Campaign,2020-09-05,2020-09-09,UpSell,626,Ad -  Teens Rooms ,GoogleAds
107,Labor Day - Campaign,2020-09-06,2020-09-10,UpSell,627,Ad -  Feeding ,MicroSite
107,Labor Day - Campaign,2020-09-06,2020-09-10,UpSell,628,Ad -  Baby Shower Gifts ,MicroSite
107,Labor Day - Campaign,2020-09-06,2020-09-10,UpSell,629,Ad -  Toddlers Room ,SearchEngine
107,Labor Day - Campaign,2020-09-06,2020-09-10,UpSell,630,Ad -  Nursery & Decor ,Instagram
107,Labor Day - Campaign,2020-09-06,2020-09-10,UpSell,631,Ad -  Diapering ,MicroSite
107,Labor Day - Campaign,2020-09-06,2020-09-10,UpSell,632,Ad -  Baby Shower Gifts ,Website
107,Labor Day - Campaign,2020-09-06,2020-09-10,UpSell,633,Ad -  Baby Activities & Gear ,MicroSite
107,Labor Day - Campaign,2020-09-06,2020-09-10,UpSell,634,Ad -  Baby & Toddler Toys ,MicroSite
107,Labor Day - Campaign,2020-09-06,2020-09-10,UpSell,635,Ad -  Health & Safety ,Instagram
107,Labor Day - Campaign,2020-09-06,2020-09-10,UpSell,636,Ad -  Toddlers Room ,AdobeAds
107,Labor Day - Campaign,2020-09-06,2020-09-10,UpSell,637,Ad -  Toddlers Room ,Website
108,Labor Day - Campaign,2020-09-07,2020-09-11,Retention,638,Ad -  Eye Care ,GoogleAds
108,Labor Day - Campaign,2020-09-07,2020-09-11,Retention,639,Ad -  Caregiver ,Website
108,Labor Day - Campaign,2020-09-07,2020-09-11,Retention,640,Ad -  Keto Diet ,GoogleAds
108,Labor Day - Campaign,2020-09-07,2020-09-11,Retention,641,Ad -  Vitamins & Supplements ,AdobeAds
108,Labor Day - Campaign,2020-09-07,2020-09-11,Retention,642,Ad -  Restock Health Essentials ,GameApp
108,Labor Day - Campaign,2020-09-07,2020-09-11,Retention,643,Ad -  Vitamins & Supplements ,AdobeAds
108,Labor Day - Campaign,2020-09-07,2020-09-11,Retention,644,Ad -  Probiotics ,Facebook
109,Home Improvement  - Campaign,2020-09-08,2020-09-12,UpSell,645,Ad -  Hardware ,Twitter
110,Patio & Garden  - Campaign,2020-09-10,2020-09-14,Other,646,Ad -  Hot Tubs & Saunas ,SearchEngine
110,Patio & Garden  - Campaign,2020-09-10,2020-09-14,Other,647,Ad -  Hot Tubs & Saunas ,GameApp
110,Patio & Garden  - Campaign,2020-09-10,2020-09-14,Other,648,Ad -  Hot Tubs & Saunas ,TikTok
110,Patio & Garden  - Campaign,2020-09-10,2020-09-14,Other,649,Ad -  Patio & Outdoor Decor ,AdobeAds
110,Patio & Garden  - Campaign,2020-09-10,2020-09-14,Other,650,Ad -  Hot Tubs & Saunas ,Website
110,Patio & Garden  - Campaign,2020-09-10,2020-09-14,Other,651,Ad -  Hot Tubs & Saunas ,Instagram
110,Patio & Garden  - Campaign,2020-09-10,2020-09-14,Other,652,Ad -  Hot Tubs & Saunas ,Instagram
110,Patio & Garden  - Campaign,2020-09-10,2020-09-14,Other,653,Ad -  Grills & Outdoor Cooking ,MobileApp
110,Patio & Garden  - Campaign,2020-09-10,2020-09-14,Other,654,Ad -  Garden Center ,MobileApp
110,Patio & Garden  - Campaign,2020-09-10,2020-09-14,Other,655,Ad -  Garden Center ,Website
110,Patio & Garden  - Campaign,2020-09-10,2020-09-14,Other,656,Ad -  Grills & Outdoor Cooking ,Website
111,Household Essentials  - Campaign,2020-09-12,2020-09-16,Acquisition,657,Ad -  Drain & Septic Care,TikTok
111,Household Essentials  - Campaign,2020-09-12,2020-09-16,Acquisition,658,Ad -  Bathroom ,MicroSite
111,Household Essentials  - Campaign,2020-09-12,2020-09-16,Acquisition,659,Ad -  Drain & Septic Care,AdobeAds
111,Household Essentials  - Campaign,2020-09-12,2020-09-16,Acquisition,660,Ad -  Bathroom ,GameApp
111,Household Essentials  - Campaign,2020-09-12,2020-09-16,Acquisition,661,Ad -  Paper & Plastic ,Facebook
111,Household Essentials  - Campaign,2020-09-12,2020-09-16,Acquisition,662,Ad -  Laundry ,Facebook
111,Household Essentials  - Campaign,2020-09-12,2020-09-16,Acquisition,663,Ad -  As Seen On TV ,TikTok
111,Household Essentials  - Campaign,2020-09-12,2020-09-16,Acquisition,664,Ad -  Bathroom ,GameApp
111,Household Essentials  - Campaign,2020-09-12,2020-09-16,Acquisition,665,Ad -  Paper & Plastic ,GameApp
111,Household Essentials  - Campaign,2020-09-12,2020-09-16,Acquisition,666,Ad -  Batteries ,Website
111,Household Essentials  - Campaign,2020-09-12,2020-09-16,Acquisition,667,Ad -  Paper & Plastic ,Instagram
112,Health  - Campaign,2020-09-23,2020-09-27,Acquisition,668,Ad -  Lip Care ,Twitter
112,Health  - Campaign,2020-09-23,2020-09-27,Acquisition,669,Ad -  Sleep & Snoring Aids ,TikTok
112,Health  - Campaign,2020-09-23,2020-09-27,Acquisition,670,Ad -  Acid Reflux ,MicroSite
112,Health  - Campaign,2020-09-23,2020-09-27,Acquisition,671,Ad -  Eye Care ,MobileApp
112,Health  - Campaign,2020-09-23,2020-09-27,Acquisition,672,Ad -  Digestive Health ,MicroSite
112,Health  - Campaign,2020-09-23,2020-09-27,Acquisition,673,Ad -  Eye Care ,AdobeAds
113,Columbus Day - Campaign,2020-10-09,2020-10-13,Special,674,Ad -  Childrens Health Shop ,SearchEngine
114,Columbus Day - Campaign,2020-10-10,2020-10-14,UpSell,675,Ad -  Protein & Fitness ,MobileApp
114,Columbus Day - Campaign,2020-10-10,2020-10-14,UpSell,676,Ad -  Probiotics ,GameApp
114,Columbus Day - Campaign,2020-10-10,2020-10-14,UpSell,677,Ad -  Vitamins & Supplements ,SearchEngine
114,Columbus Day - Campaign,2020-10-10,2020-10-14,UpSell,678,Ad -  Weight Management ,MicroSite
114,Columbus Day - Campaign,2020-10-10,2020-10-14,UpSell,679,Ad -  Vitamins & Supplements ,SearchEngine
114,Columbus Day - Campaign,2020-10-10,2020-10-14,UpSell,680,Ad -  Superfoods & Cleanses ,AdobeAds
114,Columbus Day - Campaign,2020-10-10,2020-10-14,UpSell,681,Ad -  Protein & Fitness ,MicroSite
115,Columbus Day - Campaign,2020-10-11,2020-10-15,Acquisition,682,Ad -  Language Arts & Disciplines Books ,SearchEngine
115,Columbus Day - Campaign,2020-10-11,2020-10-15,Acquisition,683,Ad -  Childrens & Kids Books ,Twitter
115,Columbus Day - Campaign,2020-10-11,2020-10-15,Acquisition,684,Ad -  House Home & Gardening Books ,TikTok
115,Columbus Day - Campaign,2020-10-11,2020-10-15,Acquisition,685,Ad -  House Home & Gardening Books ,GoogleAds
116,Columbus Day - Campaign,2020-10-12,2020-10-16,Special,686,Ad -  Allergy and Sinus ,MicroSite
116,Columbus Day - Campaign,2020-10-12,2020-10-16,Special,687,Ad -  Headaches,Facebook
116,Columbus Day - Campaign,2020-10-12,2020-10-16,Special,688,Ad -  Keto Diet ,AdobeAds
116,Columbus Day - Campaign,2020-10-12,2020-10-16,Special,689,Ad -  First Aid ,Website
116,Columbus Day - Campaign,2020-10-12,2020-10-16,Special,690,Ad -  Allergy and Sinus ,MobileApp
116,Columbus Day - Campaign,2020-10-12,2020-10-16,Special,691,Ad -  Protein & Fitness ,SearchEngine
116,Columbus Day - Campaign,2020-10-12,2020-10-16,Special,692,Ad -  Bedroom Safety & Aids ,Twitter
117,Food  - Campaign,2020-10-15,2020-10-19,Acquisition,693,Ad -  Fresh Food ,MicroSite
117,Food  - Campaign,2020-10-15,2020-10-19,Acquisition,694,Ad -  Gluten-Free Foods ,Website
117,Food  - Campaign,2020-10-15,2020-10-19,Acquisition,695,Ad -  Meal Solutions Grains & Pasta ,MobileApp
117,Food  - Campaign,2020-10-15,2020-10-19,Acquisition,696,Ad -  Fresh Food ,Facebook
118,Clothing  - Campaign,2020-10-28,2020-11-01,UpSell,697,Ad -  Womens Clothing ,GameApp
118,Clothing  - Campaign,2020-10-28,2020-11-01,UpSell,698,Ad -  Kids Clothing ,Instagram
118,Clothing  - Campaign,2020-10-28,2020-11-01,UpSell,699,Ad -  Fashion Brands ,Instagram
119,Toys  - Campaign,2020-11-04,2020-11-08,UpSell,700,Ad -  Shop Toys by Brand ,MobileApp
119,Toys  - Campaign,2020-11-04,2020-11-08,UpSell,701,Ad -  Pretend Play ,Instagram
119,Toys  - Campaign,2020-11-04,2020-11-08,UpSell,702,Ad -  Games & Puzzles ,AdobeAds
119,Toys  - Campaign,2020-11-04,2020-11-08,UpSell,703,Ad -  Disney Toys ,AdobeAds
119,Toys  - Campaign,2020-11-04,2020-11-08,UpSell,704,Ad -  Disney Toys ,Instagram
119,Toys  - Campaign,2020-11-04,2020-11-08,UpSell,705,Ad -  Arts & Crafts for Kids ,GoogleAds
119,Toys  - Campaign,2020-11-04,2020-11-08,UpSell,706,Ad -  Shop Toys by Brand ,GameApp
119,Toys  - Campaign,2020-11-04,2020-11-08,UpSell,707,Ad -  Outdoor Play ,Website
119,Toys  - Campaign,2020-11-04,2020-11-08,UpSell,708,Ad -  Pretend Play ,MicroSite
119,Toys  - Campaign,2020-11-04,2020-11-08,UpSell,709,Ad -  Games & Puzzles ,TikTok
120,Books  - Campaign,2020-11-06,2020-11-10,Other,710,Ad -  Childrens & Kids Books ,Twitter
120,Books  - Campaign,2020-11-06,2020-11-10,Other,711,Ad -  Childrens & Kids Books ,GoogleAds
120,Books  - Campaign,2020-11-06,2020-11-10,Other,712,Ad -  Childrens & Kids Books ,MicroSite
120,Books  - Campaign,2020-11-06,2020-11-10,Other,713,Ad -  Language Arts & Disciplines Books ,MicroSite
120,Books  - Campaign,2020-11-06,2020-11-10,Other,714,Ad -  Language Arts & Disciplines Books ,GameApp
120,Books  - Campaign,2020-11-06,2020-11-10,Other,715,Ad -  Language Arts & Disciplines Books ,AdobeAds
120,Books  - Campaign,2020-11-06,2020-11-10,Other,716,Ad -  Language Arts & Disciplines Books ,Website
120,Books  - Campaign,2020-11-06,2020-11-10,Other,717,Ad -  Language Arts & Disciplines Books ,GoogleAds
120,Books  - Campaign,2020-11-06,2020-11-10,Other,718,Ad -  Childrens & Kids Books ,SearchEngine
121,Books  - Campaign,2020-11-07,2020-11-11,Retention,719,Ad -  House Home & Gardening Books ,Facebook
121,Books  - Campaign,2020-11-07,2020-11-11,Retention,720,Ad -  Language Arts & Disciplines Books ,MobileApp
121,Books  - Campaign,2020-11-07,2020-11-11,Retention,721,Ad -  Language Arts & Disciplines Books ,MobileApp
121,Books  - Campaign,2020-11-07,2020-11-11,Retention,722,Ad -  Language Arts & Disciplines Books ,TikTok
121,Books  - Campaign,2020-11-07,2020-11-11,Retention,723,Ad -  House Home & Gardening Books ,AdobeAds
121,Books  - Campaign,2020-11-07,2020-11-11,Retention,724,Ad -  Language Arts & Disciplines Books ,Instagram
122,Veterans Day - Campaign,2020-11-11,2020-11-15,Retention,725,Ad -  Air Fresheners ,SearchEngine
122,Veterans Day - Campaign,2020-11-11,2020-11-15,Retention,726,Ad -  Air Fresheners ,MicroSite
122,Veterans Day - Campaign,2020-11-11,2020-11-15,Retention,727,Ad -  Shoe Care & Repair ,GoogleAds
122,Veterans Day - Campaign,2020-11-11,2020-11-15,Retention,728,Ad -  Light Bulbs ,MicroSite
122,Veterans Day - Campaign,2020-11-11,2020-11-15,Retention,729,Ad -  Laundry ,Instagram
122,Veterans Day - Campaign,2020-11-11,2020-11-15,Retention,730,Ad -  Batteries ,Twitter
122,Veterans Day - Campaign,2020-11-11,2020-11-15,Retention,731,Ad -  Pest Control ,Instagram
122,Veterans Day - Campaign,2020-11-11,2020-11-15,Retention,732,Ad -  Batteries ,Website
122,Veterans Day - Campaign,2020-11-11,2020-11-15,Retention,733,Ad -  Light Bulbs ,Website
123,Veterans Day - Campaign,2020-11-12,2020-11-16,Acquisition,734,Ad -  Cold Cough and Flu ,AdobeAds
123,Veterans Day - Campaign,2020-11-12,2020-11-16,Acquisition,735,Ad -  Acid Reflux ,SearchEngine
123,Veterans Day - Campaign,2020-11-12,2020-11-16,Acquisition,736,Ad -  Caregiver ,GameApp
123,Veterans Day - Campaign,2020-11-12,2020-11-16,Acquisition,737,Ad -  Ear Care ,SearchEngine
123,Veterans Day - Campaign,2020-11-12,2020-11-16,Acquisition,738,Ad -  Foot Care ,MobileApp
123,Veterans Day - Campaign,2020-11-12,2020-11-16,Acquisition,739,Ad -  Acid Reflux ,GameApp
123,Veterans Day - Campaign,2020-11-12,2020-11-16,Acquisition,740,Ad -  Fiber Supplements ,Twitter
123,Veterans Day - Campaign,2020-11-12,2020-11-16,Acquisition,741,Ad -  Childrens Health Shop ,MicroSite
123,Veterans Day - Campaign,2020-11-12,2020-11-16,Acquisition,742,Ad -  Childrens Health ,SearchEngine
123,Veterans Day - Campaign,2020-11-12,2020-11-16,Acquisition,743,Ad -  Caregiver ,TikTok
124,Veterans Day - Campaign,2020-11-13,2020-11-17,UpSell,744,Ad -  Diabetes Care Brands ,GameApp
124,Veterans Day - Campaign,2020-11-13,2020-11-17,UpSell,745,Ad -  Gas Relief ,MobileApp
124,Veterans Day - Campaign,2020-11-13,2020-11-17,UpSell,746,Ad -  Sexual Wellness Top Brands ,Facebook
125,Veterans Day - Campaign,2020-11-14,2020-11-18,Special,747,Ad -  Swim Shop ,MicroSite
125,Veterans Day - Campaign,2020-11-14,2020-11-18,Special,748,Ad -  Kids Clothing ,AdobeAds
125,Veterans Day - Campaign,2020-11-14,2020-11-18,Special,749,Ad -  Mens Clothing ,Facebook
