customer_id,link,link_type,link_date
3516,1664,Neighbor,2020-12-02
3517,4902,Other,2015-06-27
3518,9838,Neighbor,2017-11-17
3518,9236,Neighbor,2017-04-19
3518,8713,Group,2020-07-17
3520,8215,Co-Worker,2018-06-07
3520,6462,Other,2020-11-09
3521,8215,Co-Worker,2018-06-07
3521,6462,Other,2020-11-09
3522,6198,Co-Worker,2019-04-18
3523,6049,Family,2017-05-09
3523,1997,Other,2019-09-04
3524,4480,Co-Worker,2020-07-09
3524,6674,Co-Worker,2016-01-05
3524,6869,Neighbor,2015-05-20
3525,5744,Neighbor,2018-03-03
3525,7928,Neighbor,2016-06-29
3525,6340,Family,2016-11-07
3526,8238,Co-Worker,2016-10-22
3526,9447,Other,2016-09-03
3526,482,Family,2016-07-06
3527,6315,Family,2018-12-11
3527,1913,Neighbor,2017-11-26
3527,9481,Co-Worker,2017-05-03
3527,1880,Group,2016-12-10
3528,3653,Other,2020-09-21
3530,8988,Family,2016-03-27
3530,9189,Group,2017-12-21
3530,8057,Family,2017-03-09
3531,8988,Family,2016-03-27
3531,9189,Group,2017-12-21
3531,8057,Family,2017-03-09
3532,6640,Co-Worker,2018-03-19
3533,6846,Neighbor,2016-03-31
3534,2322,Friend,2015-04-06
3535,2693,Co-Worker,2018-10-07
3536,4800,Co-Worker,2016-02-05
3536,1185,Group,2017-05-19
3536,6954,Group,2016-05-22
3536,4269,Family,2018-05-08
3537,363,Group,2017-11-30
3537,246,Neighbor,2019-06-07
3537,3361,Other,2019-02-15
3539,5841,Family,2017-07-17
3540,5841,Family,2017-07-17
3542,2677,Co-Worker,2016-09-29
3542,5618,Family,2019-05-07
3542,6854,Family,2020-04-11
3543,2218,Co-Worker,2017-12-05
3544,5547,Family,2016-09-26
3545,9140,Family,2015-02-13
3545,9418,Co-Worker,2018-01-17
3545,4217,Group,2016-03-02
3546,8695,Group,2018-12-04
3546,1267,Group,2017-01-12
3546,3871,Group,2017-02-10
3546,3799,Family,2018-06-09
3548,2732,Other,2018-04-26
3548,887,Family,2017-05-11
3548,2256,Group,2015-12-01
3549,9586,Group,2020-07-03
3549,4760,Neighbor,2016-09-17
3550,715,Neighbor,2019-07-21
3551,5238,Co-Worker,2016-09-18
3551,7252,Group,2018-01-04
3551,9765,Group,2020-08-28
3552,5238,Co-Worker,2016-09-18
3552,7252,Group,2018-01-04
3552,9765,Group,2020-08-28
3554,1570,Family,2016-05-30
3555,7717,Family,2019-02-08
3555,3050,Family,2017-01-13
3555,7923,Friend,2017-11-07
3555,9555,Group,2016-02-16
3556,7333,Family,2015-07-24
3556,9909,Other,2017-06-09
3556,6992,Other,2017-01-28
3556,3353,Friend,2016-11-03
3557,4875,Family,2020-09-29
3557,1186,Co-Worker,2016-06-10
3559,8032,Co-Worker,2017-02-17
3560,7982,Co-Worker,2018-07-24
3560,579,Family,2015-01-02
3560,6575,Family,2020-10-01
3562,9060,Group,2019-12-22
3562,3954,Other,2017-02-23
3562,1566,Friend,2016-05-26
3565,1703,Group,2019-08-06
3565,3439,Family,2015-06-23
3565,1061,Co-Worker,2015-01-24
3565,9509,Neighbor,2016-12-15
3566,9811,Group,2020-05-26
3567,8397,Group,2020-06-12
3567,3966,Co-Worker,2015-06-08
3567,9022,Group,2018-11-11
3568,9168,Co-Worker,2020-11-09
3571,1344,Family,2020-01-24
3571,8284,Group,2019-08-03
3574,2365,Family,2015-08-24
3574,1049,Co-Worker,2017-05-01
3574,14,Group,2017-11-12
3574,1654,Group,2016-07-15
3575,1767,Other,2015-01-28
3575,2960,Co-Worker,2018-07-24
3575,4056,Co-Worker,2017-12-13
3575,4500,Family,2019-05-05
3576,5624,Family,2018-02-13
3576,7180,Co-Worker,2017-06-08
3577,5801,Group,2020-10-16
3577,1441,Neighbor,2018-04-11
3577,7947,Family,2017-08-29
3577,2601,Neighbor,2015-01-11
3578,6098,Neighbor,2018-09-21
3578,1204,Neighbor,2016-06-27
3579,4139,Friend,2018-07-08
3580,6795,Friend,2020-06-11
3580,6418,Family,2018-11-21
3580,6420,Other,2016-11-25
3580,5927,Neighbor,2020-03-03
3581,6996,Family,2019-05-09
3581,2997,Group,2019-11-18
3582,9503,Group,2019-06-23
3582,2827,Neighbor,2019-04-13
3582,1240,Family,2019-02-09
3583,751,Friend,2015-02-04
3583,4229,Family,2020-10-05
3583,2823,Family,2016-07-02
3583,4823,Group,2016-09-24
3584,4389,Neighbor,2018-09-29
3585,4400,Neighbor,2017-08-27
3585,3292,Other,2016-09-07
3585,2911,Co-Worker,2020-01-05
3586,4400,Neighbor,2017-08-27
3586,3292,Other,2016-09-07
3586,2911,Co-Worker,2020-01-05
3588,2037,Co-Worker,2018-02-04
3588,1260,Group,2020-12-01
3588,8285,Group,2016-04-08
3588,8444,Co-Worker,2017-01-08
3589,2966,Group,2020-04-25
3589,7617,Neighbor,2015-04-09
3589,1689,Friend,2016-05-27
3589,9817,Family,2016-01-07
3590,2966,Group,2020-04-25
3590,7617,Neighbor,2015-04-09
3590,1689,Friend,2016-05-27
3590,9817,Family,2016-01-07
3591,4333,Family,2020-10-31
3591,3011,Group,2017-08-22
3591,6175,Group,2016-01-15
3592,216,Other,2019-01-25
3592,5168,Family,2019-06-20
3594,3177,Other,2018-09-14
3594,6613,Family,2018-07-11
3595,8704,Group,2016-01-29
3595,6182,Family,2017-12-11
3595,1138,Friend,2015-07-29
3596,1700,Family,2016-12-13
3596,1450,Family,2015-04-15
3598,8525,Group,2018-10-29
3599,8048,Group,2018-05-02
3599,7122,Family,2020-02-04
3599,5805,Group,2018-07-16
3602,3110,Group,2017-11-23
3602,5361,Group,2019-01-13
3602,7501,Group,2019-01-08
3602,4573,Family,2019-10-11
3603,3919,Group,2015-02-03
3603,3069,Group,2018-05-01
3603,4698,Other,2016-08-24
3604,5454,Other,2017-03-06
3606,8208,Group,2019-03-04
3607,3889,Family,2016-02-23
3607,2201,Family,2019-05-09
3607,3212,Neighbor,2020-09-03
3607,137,Co-Worker,2020-01-02
3608,2332,Co-Worker,2016-11-23
3608,8370,Co-Worker,2016-08-11
3609,2332,Co-Worker,2016-11-23
3609,8370,Co-Worker,2016-08-11
3610,4231,Group,2015-03-24
3610,1571,Family,2017-08-05
3611,6167,Group,2016-04-03
3611,8894,Group,2016-06-15
3611,4855,Co-Worker,2018-01-17
3611,5700,Neighbor,2016-09-07
3612,4811,Family,2015-07-28
3613,3630,Family,2018-09-21
3613,7523,Family,2015-07-18
3613,2444,Friend,2020-08-18
3614,4987,Group,2018-08-24
3614,5545,Neighbor,2017-04-18
3614,9537,Family,2020-07-17
3614,102,Family,2015-05-04
3615,7402,Neighbor,2017-09-14
3615,3333,Family,2015-11-19
3615,8760,Group,2020-07-25
3615,8504,Group,2015-10-25
3616,2693,Other,2016-01-10
3616,6543,Neighbor,2018-01-23
3617,3464,Group,2020-12-22
3617,3989,Friend,2020-11-02
3617,427,Family,2019-06-29
3617,4862,Family,2016-09-27
3618,1420,Family,2019-03-10
3618,1899,Group,2019-01-09
3619,267,Group,2015-04-21
3619,6524,Family,2015-03-18
3619,1739,Other,2020-07-25
3621,953,Neighbor,2018-05-27
3623,5548,Group,2015-04-14
3623,3837,Neighbor,2015-05-23
3623,5749,Family,2018-11-15
3623,3100,Co-Worker,2016-04-02
3624,5548,Group,2015-04-14
3624,3837,Neighbor,2015-05-23
3624,5749,Family,2018-11-15
3624,3100,Co-Worker,2016-04-02
3626,841,Group,2017-09-02
3626,8861,Family,2015-10-11
3626,7765,Neighbor,2015-11-08
3627,796,Family,2017-03-11
3627,6763,Group,2018-09-26
3629,577,Co-Worker,2020-09-12
3630,577,Co-Worker,2020-09-12
3632,8502,Co-Worker,2019-10-25
3632,7643,Group,2019-02-09
3633,4082,Neighbor,2017-07-17
3633,4964,Co-Worker,2015-06-24
3633,5627,Friend,2020-06-05
3634,5793,Family,2019-02-20
3635,9855,Neighbor,2016-03-25
3635,9537,Family,2015-01-25
3635,6654,Neighbor,2015-02-11
3636,5373,Other,2018-07-21
3636,613,Family,2019-11-27
3636,9490,Group,2020-06-19
3637,1008,Friend,2016-07-30
3637,5653,Family,2019-02-16
3638,3472,Other,2018-04-23
3638,5524,Other,2020-03-27
3638,4788,Other,2019-07-06
3639,2429,Group,2015-02-07
3639,3456,Friend,2020-12-24
3639,1748,Friend,2015-02-03
3639,6801,Neighbor,2015-02-16
3640,4317,Co-Worker,2016-12-01
3640,2874,Co-Worker,2017-08-08
3641,4317,Co-Worker,2016-12-01
3641,2874,Co-Worker,2017-08-08
3642,4365,Family,2018-08-15
3642,4808,Friend,2015-08-12
3642,4424,Group,2017-04-02
3643,9378,Family,2016-04-07
3644,5018,Friend,2016-08-30
3644,527,Co-Worker,2018-08-26
3644,4259,Co-Worker,2020-02-18
3644,6129,Neighbor,2019-07-17
3646,1989,Co-Worker,2020-10-22
3647,6275,Family,2015-07-03
3647,9796,Co-Worker,2020-09-28
3647,7922,Group,2015-07-30
3648,2721,Group,2018-08-02
3649,5558,Group,2016-10-25
3649,5875,Co-Worker,2020-02-12
3649,4980,Co-Worker,2018-10-28
3649,5348,Other,2020-10-10
3650,2760,Family,2017-11-09
3650,3341,Neighbor,2018-05-13
3651,4043,Group,2016-07-13
3651,2004,Family,2019-02-16
3651,9251,Friend,2016-11-29
3654,5242,Family,2016-01-19
3654,3537,Neighbor,2019-11-25
3655,6665,Group,2018-11-04
3656,6002,Family,2016-04-30
3656,7591,Other,2019-07-18
3657,33,Friend,2016-05-05
3657,9408,Co-Worker,2019-11-16
3657,6933,Co-Worker,2016-09-04
3657,7754,Group,2020-05-20
3658,7939,Co-Worker,2017-11-16
3658,7998,Co-Worker,2020-11-04
3659,7939,Co-Worker,2017-11-16
3659,7998,Co-Worker,2020-11-04
3660,1288,Neighbor,2015-12-01
3660,8640,Neighbor,2015-01-24
3661,8590,Family,2016-02-29
3662,1874,Group,2016-10-05
3662,6047,Neighbor,2019-09-01
3663,8343,Group,2019-11-26
3663,1575,Family,2019-01-04
3663,6621,Other,2017-01-20
3664,6799,Friend,2020-01-09
3665,5153,Family,2019-06-12
3665,2278,Friend,2016-12-19
3665,7440,Group,2019-11-29
3666,8244,Family,2020-02-08
3666,2003,Friend,2015-12-08
3666,6669,Family,2018-02-02
3667,8024,Group,2020-01-04
3667,939,Family,2017-09-08
3667,3507,Group,2016-01-16
3668,8371,Family,2019-10-04
3669,3467,Family,2018-09-08
3669,7389,Family,2018-12-04
3670,309,Family,2016-12-06
3672,6449,Other,2018-09-28
3673,7450,Other,2016-05-26
3673,6110,Co-Worker,2015-11-29
3673,5713,Friend,2020-09-18
3673,9800,Group,2019-09-27
3674,3031,Group,2016-02-27
3674,2977,Family,2016-01-24
3675,798,Group,2015-10-13
3675,9662,Other,2018-04-26
3675,5718,Neighbor,2020-03-28
3676,4023,Group,2015-06-09
3677,2872,Co-Worker,2020-06-04
3678,5916,Group,2016-08-04
3678,7737,Family,2020-07-23
3678,5800,Family,2016-10-17
3678,5961,Family,2017-06-06
3679,3929,Neighbor,2015-05-10
3679,7504,Co-Worker,2015-06-06
3679,3550,Family,2016-06-16
3680,6387,Family,2018-09-04
3680,3871,Family,2017-01-29
3680,9586,Group,2020-12-27
3680,7203,Co-Worker,2018-08-17
3682,944,Other,2015-09-16
3682,1891,Family,2017-06-20
3683,944,Other,2015-09-16
3683,1891,Family,2017-06-20
3684,8170,Co-Worker,2017-04-05
3685,8170,Co-Worker,2017-04-05
3687,8570,Family,2018-11-30
3687,5810,Co-Worker,2020-06-06
3688,8570,Family,2018-11-30
3688,5810,Co-Worker,2020-06-06
3690,2128,Neighbor,2020-07-16
3690,8695,Group,2015-04-11
3691,2128,Neighbor,2020-07-16
3691,8695,Group,2015-04-11
3692,4049,Other,2017-09-20
3692,7382,Other,2017-09-09
3693,3963,Friend,2015-11-26
3693,3678,Group,2016-04-26
3695,1391,Other,2017-08-28
3697,1327,Friend,2018-11-08
3698,3563,Group,2018-02-10
3698,2045,Neighbor,2017-04-03
3698,1094,Friend,2016-05-05
3698,7306,Friend,2020-02-23
3699,3563,Group,2018-02-10
3699,2045,Neighbor,2017-04-03
3699,1094,Friend,2016-05-05
3699,7306,Friend,2020-02-23
3701,3309,Family,2019-06-26
3701,1668,Friend,2018-05-31
3701,6889,Family,2018-07-11
3701,7014,Group,2020-10-26
3702,3309,Family,2019-06-26
3702,1668,Friend,2018-05-31
3702,6889,Family,2018-07-11
3702,7014,Group,2020-10-26
3703,4570,Family,2016-05-24
3703,7875,Neighbor,2017-04-25
3705,7066,Group,2018-07-23
3705,6623,Co-Worker,2015-12-25
3706,3350,Group,2020-06-22
3706,862,Group,2015-06-14
3706,1200,Family,2019-10-12
3706,4541,Co-Worker,2015-11-07
3707,5680,Family,2018-07-22
3707,32,Family,2019-04-02
3708,3339,Group,2019-06-23
3708,8616,Neighbor,2018-02-18
3708,2746,Friend,2016-06-10
3708,8080,Neighbor,2015-12-25
3709,1361,Co-Worker,2015-12-29
3710,8590,Family,2019-11-15
3711,726,Group,2016-04-15
3711,6952,Group,2018-01-28
3712,6084,Friend,2016-08-20
3712,5555,Family,2020-02-01
3712,2088,Other,2016-02-04
3713,7136,Other,2020-09-26
3713,2461,Neighbor,2017-08-12
3714,1535,Group,2020-09-04
3714,3827,Group,2018-11-19
3715,1868,Family,2018-02-17
3715,8732,Family,2019-03-02
3715,7560,Co-Worker,2020-09-12
3716,1868,Family,2018-02-17
3716,8732,Family,2019-03-02
3716,7560,Co-Worker,2020-09-12
3717,4210,Co-Worker,2018-06-04
3717,426,Co-Worker,2019-05-19
3717,3481,Family,2020-04-09
3718,114,Group,2020-10-10
3718,2558,Friend,2020-04-05
3718,4949,Friend,2016-10-23
3718,1463,Family,2016-05-31
3719,1179,Group,2020-02-04
3719,1423,Family,2016-08-02
3719,8514,Family,2015-09-30
3719,2665,Group,2015-10-23
3720,1179,Group,2020-02-04
3720,1423,Family,2016-08-02
3720,8514,Family,2015-09-30
3720,2665,Group,2015-10-23
3721,2886,Other,2017-12-30
3722,4474,Co-Worker,2015-10-12
3723,4474,Co-Worker,2015-10-12
3724,902,Group,2015-02-08
3724,6560,Neighbor,2017-06-15
3724,3318,Neighbor,2015-06-10
3724,4375,Family,2020-06-18
3725,902,Group,2015-02-08
3725,6560,Neighbor,2017-06-15
3725,3318,Neighbor,2015-06-10
3725,4375,Family,2020-06-18
3726,4183,Neighbor,2019-02-20
3726,3846,Co-Worker,2016-08-28
3727,399,Neighbor,2018-10-07
3727,9520,Group,2018-02-26
3727,3669,Family,2019-03-25
3728,399,Neighbor,2018-10-07
3728,9520,Group,2018-02-26
3728,3669,Family,2019-03-25
3729,8241,Co-Worker,2020-01-09
3729,9818,Other,2019-07-03
3729,1182,Other,2016-05-12
3729,5101,Neighbor,2020-04-04
3730,8285,Family,2015-10-28
3730,1960,Other,2019-01-06
3732,3925,Family,2019-01-13
3733,2297,Other,2020-03-17
3733,1653,Group,2015-10-24
3733,2884,Other,2018-07-07
3734,2297,Other,2020-03-17
3734,1653,Group,2015-10-24
3734,2884,Other,2018-07-07
3735,3825,Group,2018-11-24
3736,7030,Co-Worker,2017-10-22
3736,4397,Family,2019-05-18
3736,287,Co-Worker,2016-07-09
3737,7589,Family,2020-04-01
3737,627,Friend,2019-03-06
3737,573,Neighbor,2016-02-06
3739,5393,Group,2017-11-07
3739,3785,Co-Worker,2015-10-15
3739,4507,Family,2018-10-27
3739,9395,Co-Worker,2016-10-09
3741,9661,Other,2015-08-23
3741,9653,Family,2018-08-27
3742,7059,Neighbor,2020-06-20
3742,9449,Co-Worker,2020-03-02
3742,545,Group,2017-05-02
3743,2600,Co-Worker,2018-06-06
3743,6060,Group,2017-08-19
3743,1438,Family,2019-10-16
3743,919,Friend,2018-06-10
3744,2600,Co-Worker,2018-06-06
3744,6060,Group,2017-08-19
3744,1438,Family,2019-10-16
3744,919,Friend,2018-06-10
3745,4436,Neighbor,2016-09-30
3745,4632,Family,2020-03-15
3745,1932,Co-Worker,2018-09-18
3745,3821,Other,2019-01-30
3746,2717,Group,2016-12-16
3747,1627,Neighbor,2016-03-01
3747,3476,Friend,2020-04-16
3747,7364,Co-Worker,2015-04-29
3747,7404,Friend,2015-09-16
3750,9740,Other,2019-05-22
3750,6249,Friend,2018-07-14
3751,1743,Other,2020-09-10
3751,7926,Family,2020-04-23
3752,1743,Other,2020-09-10
3752,7926,Family,2020-04-23
3753,1595,Group,2016-09-11
3753,3479,Group,2016-01-08
3754,6508,Co-Worker,2015-08-06
3754,2512,Family,2019-09-21
3754,489,Neighbor,2020-12-03
3754,9077,Neighbor,2020-12-19
3755,6433,Family,2017-09-20
3755,9287,Group,2016-09-15
3756,96,Friend,2016-03-05
3756,3387,Group,2017-06-21
3756,2705,Group,2017-07-22
3756,6109,Family,2015-10-31
3757,9125,Group,2017-07-09
3759,6306,Friend,2015-01-27
3759,1469,Family,2017-11-25
3759,8942,Co-Worker,2015-10-20
3760,1670,Family,2020-01-30
3761,9226,Other,2015-10-24
3761,1616,Group,2020-04-21
3763,6581,Family,2019-04-28
3763,5043,Neighbor,2017-11-27
3763,1362,Co-Worker,2018-09-07
3764,2323,Family,2019-03-06
3764,1239,Family,2019-07-10
3764,5733,Other,2016-08-10
3765,2323,Family,2019-03-06
3765,1239,Family,2019-07-10
3765,5733,Other,2016-08-10
3766,1315,Group,2015-04-27
3767,4420,Co-Worker,2017-05-26
3768,8598,Group,2015-12-06
3769,8598,Group,2015-12-06
3770,9985,Group,2018-08-30
3770,822,Friend,2018-03-04
3770,9506,Group,2015-03-16
3771,2579,Friend,2017-07-12
3771,8677,Family,2017-10-29
3771,4459,Family,2017-08-27
3772,4120,Group,2016-02-03
3772,996,Friend,2018-03-15
3772,4773,Neighbor,2019-08-26
3772,80,Co-Worker,2020-02-01
3773,1630,Family,2019-10-18
3773,2083,Family,2017-01-26
3773,3484,Co-Worker,2016-07-28
3773,3433,Group,2019-07-18
3774,514,Co-Worker,2018-03-11
3774,8073,Neighbor,2018-09-05
3775,1962,Neighbor,2020-02-19
3776,1001,Friend,2018-10-21
3776,2467,Neighbor,2019-10-18
3776,9298,Family,2015-06-12
3776,3339,Family,2017-05-31
3777,833,Other,2017-12-19
3777,5976,Friend,2018-02-13
3777,1667,Neighbor,2015-04-27
3778,5075,Family,2017-05-11
3778,1996,Neighbor,2015-02-26
3779,446,Family,2016-04-23
3779,520,Neighbor,2017-06-18
3779,9523,Group,2019-01-16
3780,4038,Friend,2019-12-09
3781,7107,Group,2015-05-12
3782,25,Family,2017-07-07
3782,1046,Family,2019-08-11
3782,1786,Neighbor,2019-11-12
3783,3769,Other,2017-08-09
3783,244,Family,2020-08-05
3784,3769,Other,2017-08-09
3784,244,Family,2020-08-05
3785,4694,Group,2017-08-13
3785,8077,Group,2016-06-07
3786,138,Neighbor,2015-10-21
3786,5023,Neighbor,2016-12-14
3787,8067,Group,2018-04-26
3787,604,Family,2020-11-25
3788,1770,Family,2020-12-03
3789,1770,Family,2020-12-03
3790,5199,Neighbor,2016-04-23
3791,5199,Neighbor,2016-04-23
3792,4980,Family,2017-04-12
3793,362,Neighbor,2018-12-19
3793,8166,Neighbor,2018-04-14
3793,9219,Neighbor,2019-09-23
3798,1429,Group,2017-05-12
3799,2603,Family,2018-11-14
3799,2688,Family,2015-03-11
3800,1448,Other,2015-12-13
3800,9202,Other,2020-09-08
3801,1644,Group,2016-08-24
3801,3762,Family,2018-11-24
3801,6517,Group,2020-06-10
3801,6864,Family,2017-01-08
3802,1644,Group,2016-08-24
3802,3762,Family,2018-11-24
3802,6517,Group,2020-06-10
3802,6864,Family,2017-01-08
3803,947,Friend,2020-06-11
3806,2312,Neighbor,2019-11-23
3806,9183,Group,2020-12-19
3806,110,Co-Worker,2020-04-02
3808,2592,Co-Worker,2019-08-04
3808,300,Friend,2020-01-29
3808,2741,Family,2015-09-18
3808,532,Co-Worker,2020-01-10
3809,3879,Other,2020-08-19
3809,2465,Other,2015-05-08
3809,3210,Co-Worker,2019-06-11
3810,7334,Family,2019-05-19
3810,4831,Other,2020-05-22
3811,7334,Family,2019-05-19
3811,4831,Other,2020-05-22
3812,7975,Neighbor,2016-03-26
3812,7219,Group,2020-10-16
3812,6720,Other,2017-03-01
3812,7027,Neighbor,2019-05-03
3813,7975,Neighbor,2016-03-26
3813,7219,Group,2020-10-16
3813,6720,Other,2017-03-01
3813,7027,Neighbor,2019-05-03
3814,6277,Family,2016-07-26
3815,6277,Family,2016-07-26
3818,9123,Co-Worker,2018-10-20
3818,6343,Family,2018-12-08
3820,8663,Neighbor,2019-10-26
3821,4302,Neighbor,2020-09-28
3821,7194,Family,2018-05-05
3821,7928,Co-Worker,2015-04-24
3821,4618,Family,2016-01-06
3822,4237,Family,2019-01-02
3822,2788,Co-Worker,2018-08-14
3822,1365,Neighbor,2019-01-13
3823,9025,Co-Worker,2017-11-23
3823,7438,Group,2019-12-28
3823,7671,Co-Worker,2019-03-24
3825,7585,Family,2016-09-19
3825,7834,Friend,2018-06-08
3826,868,Group,2017-12-15
3826,5441,Co-Worker,2017-03-05
3827,8909,Friend,2017-09-09
3828,6574,Family,2019-02-03
3828,418,Group,2018-01-29
3828,3930,Neighbor,2015-01-28
3829,115,Co-Worker,2017-06-21
3829,341,Co-Worker,2016-11-28
3829,274,Friend,2015-06-21
3829,8263,Group,2018-04-13
3830,9226,Group,2019-12-08
3830,7729,Friend,2017-03-24
3830,8987,Neighbor,2020-01-12
3830,6056,Family,2018-05-19
3831,9226,Group,2019-12-08
3831,7729,Friend,2017-03-24
3831,8987,Neighbor,2020-01-12
3831,6056,Family,2018-05-19
3832,4938,Family,2018-08-12
3832,9017,Group,2020-01-29
3832,6520,Family,2017-04-24
3832,8071,Co-Worker,2018-11-18
3833,5880,Family,2015-03-06
3833,9799,Friend,2015-08-04
3833,8482,Other,2019-10-02
3833,144,Group,2020-07-22
3834,28,Neighbor,2020-10-26
3835,9547,Group,2019-09-13
3835,3534,Group,2016-02-16
3836,9547,Group,2019-09-13
3836,3534,Group,2016-02-16
3837,742,Group,2017-01-06
3837,557,Co-Worker,2017-05-19
3838,2975,Family,2017-08-15
3838,215,Family,2020-04-13
3840,5784,Group,2019-01-05
3840,6456,Other,2020-03-09
3840,8630,Group,2015-09-07
3841,2379,Family,2020-06-26
3841,3964,Friend,2018-01-06
3843,5833,Friend,2019-09-12
3843,272,Other,2020-09-11
3843,4870,Neighbor,2016-07-18
3844,463,Neighbor,2016-01-28
3844,2380,Co-Worker,2018-11-17
3844,3154,Friend,2016-01-14
3844,7618,Neighbor,2016-09-11
3845,463,Neighbor,2016-01-28
3845,2380,Co-Worker,2018-11-17
3845,3154,Friend,2016-01-14
3845,7618,Neighbor,2016-09-11
3846,8301,Co-Worker,2016-01-13
3846,6625,Friend,2018-03-04
3846,6636,Neighbor,2018-05-05
3846,1464,Other,2019-02-11
3847,4759,Co-Worker,2019-08-20
3848,8773,Family,2016-03-31
3848,214,Group,2016-02-11
3849,3342,Family,2018-06-28
3849,8928,Group,2019-08-07
3849,9666,Family,2017-11-11
3850,5571,Other,2020-08-04
3850,372,Family,2015-07-10
3850,8516,Other,2015-11-18
3850,1740,Friend,2020-12-02
3851,9049,Neighbor,2015-11-25
3851,4609,Family,2017-02-20
3852,7847,Friend,2019-08-02
3852,5651,Friend,2015-12-16
3852,4976,Co-Worker,2017-02-03
3852,9380,Other,2019-07-25
3853,4484,Family,2017-01-21
3853,5992,Family,2017-02-26
3853,7757,Group,2019-06-21
3854,8943,Group,2017-08-07
3854,9944,Group,2018-01-13
3854,6771,Friend,2015-06-28
3856,1533,Other,2016-03-12
3856,5516,Other,2017-08-14
3856,9931,Family,2018-12-12
3857,1533,Other,2016-03-12
3857,5516,Other,2017-08-14
3857,9931,Family,2018-12-12
3858,7230,Group,2016-06-17
3859,7938,Group,2018-08-11
3859,3300,Group,2020-03-31
3859,3570,Co-Worker,2020-08-17
3859,1181,Friend,2019-08-16
3860,977,Friend,2017-10-23
3861,977,Friend,2017-10-23
3862,1736,Neighbor,2016-06-04
3862,4958,Family,2016-02-08
3862,4722,Other,2016-09-28
3863,1736,Neighbor,2016-06-04
3863,4958,Family,2016-02-08
3863,4722,Other,2016-09-28
3864,869,Co-Worker,2016-07-25
3864,3276,Family,2016-01-17
3864,3155,Co-Worker,2019-10-26
3865,7130,Neighbor,2019-07-04
3865,3024,Group,2017-06-01
3865,7657,Family,2018-12-01
3866,7130,Neighbor,2019-07-04
3866,3024,Group,2017-06-01
3866,7657,Family,2018-12-01
3868,8450,Other,2016-11-29
3868,9808,Family,2018-12-30
3871,5276,Group,2020-02-19
3871,3358,Co-Worker,2015-03-31
3872,9834,Group,2020-01-26
3872,6583,Neighbor,2016-02-27
3873,5980,Group,2017-03-04
3874,5980,Group,2017-03-04
3875,5340,Other,2016-11-29
3875,2971,Group,2017-12-29
3877,4660,Family,2015-08-09
3877,6289,Neighbor,2016-05-24
3877,3999,Other,2019-12-28
3878,2409,Co-Worker,2018-12-12
3878,3216,Other,2018-12-24
3878,4338,Group,2016-01-08
3880,9153,Group,2017-08-03
3880,8485,Group,2020-02-24
3880,1068,Co-Worker,2016-10-16
3881,3474,Group,2018-06-04
3881,1609,Family,2018-03-15
3881,2296,Family,2018-10-10
3882,7267,Co-Worker,2016-01-22
3882,8593,Group,2018-03-09
3884,2104,Co-Worker,2019-10-08
3884,9319,Group,2015-12-25
3884,6096,Co-Worker,2017-01-13
3884,9906,Friend,2017-02-14
3885,2104,Co-Worker,2019-10-08
3885,9319,Group,2015-12-25
3885,6096,Co-Worker,2017-01-13
3885,9906,Friend,2017-02-14
3886,1640,Group,2020-07-28
3887,1640,Group,2020-07-28
3888,4891,Friend,2015-05-18
3888,9249,Co-Worker,2018-03-22
3889,4891,Friend,2015-05-18
3889,9249,Co-Worker,2018-03-22
3891,7170,Co-Worker,2017-08-11
3891,95,Group,2020-04-22
3891,3223,Co-Worker,2016-10-06
3891,3932,Group,2017-11-02
3892,7027,Group,2017-07-28
3892,4398,Other,2018-03-21
3892,7239,Group,2019-01-23
3893,9281,Group,2018-06-09
3893,9611,Group,2016-01-13
3894,4199,Other,2015-02-08
3895,6940,Group,2017-09-16
3895,8497,Family,2020-08-31
3895,301,Co-Worker,2019-10-20
3896,4966,Group,2016-10-24
3896,6551,Group,2019-11-14
3897,8664,Co-Worker,2020-07-08
3897,4398,Co-Worker,2015-06-06
3898,2519,Group,2015-07-10
3899,4563,Family,2020-11-13
3899,2184,Other,2015-12-18
3899,8274,Family,2016-07-14
3900,2751,Co-Worker,2019-06-24
3900,5683,Co-Worker,2015-12-17
3901,8245,Family,2018-12-14
3901,9868,Group,2016-11-22
3901,3180,Group,2018-08-31
3902,5753,Family,2020-06-04
3903,6103,Group,2018-07-01
3904,8961,Neighbor,2017-05-16
3904,570,Family,2016-03-14
3904,4902,Group,2017-07-24
3905,7202,Neighbor,2015-08-05
3905,2010,Group,2016-08-12
3906,3714,Family,2016-06-02
3907,8906,Friend,2018-12-31
3907,2378,Group,2018-07-23
3907,9302,Family,2016-02-02
3908,3116,Family,2020-10-23
3910,4594,Group,2020-08-11
3910,7325,Neighbor,2016-11-20
3910,3819,Neighbor,2015-03-11
3911,447,Family,2019-06-26
3911,4725,Group,2015-08-26
3911,8241,Co-Worker,2015-01-31
3912,9528,Co-Worker,2015-02-09
3913,6985,Co-Worker,2015-12-21
3915,7744,Group,2016-08-26
3916,7744,Group,2016-08-26
3918,8005,Other,2019-01-12
3918,4905,Family,2018-10-01
3918,529,Friend,2020-01-31
3919,8005,Other,2019-01-12
3919,4905,Family,2018-10-01
3919,529,Friend,2020-01-31
3920,9203,Family,2016-03-21
3920,5134,Other,2017-03-29
3920,4814,Family,2019-08-04
