ua_id,user_agent,browser,browser_ver,device,device_os,device_osver,device_type,device_brand,device_model
1416,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; CMDTDF; .NET4.0C; .NET4.0E; GWX:QUALIFIED),IE,11-0-None,Other,Windows,7-None-None,Computer,None,None
1417,Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML like Gecko) CriOS/45.0.2454.68 Mobile/11D257 Safari/9537.53,Chrome Mobile iOS,45-0-2454,iPad,iOS,7/1/02,Tablet,Apple,iPad
1418,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0,Firefox,37-0-None,Other,Windows,8-1-None,Computer,None,None
1419,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Maxthon/4.4.6.1000 Chrome/30.0.1599.101 Safari/537.36,Maxthon,4/4/06,Other,Windows,8-1-None,Computer,None,None
1420,Mozilla/5.0 (Linux; Android 4.4.2; GT-P5210 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung GT-P5210,Android,4/4/02,Tablet,Samsung,GT-P5210
1421,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/39.0.2171.99 Safari/537.36,Chrome,39-0-2171,Other,Windows,7-None-None,Computer,None,None
1422,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML like Gecko) Chrome/44.0.2403.155 Safari/537.36,Chrome,44-0-2403,Mac,Mac OS X,10/7/05,Computer,Apple,Mac
1423,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0,Firefox,38-0-None,Other,Windows,10-None-None,Computer,None,None
1424,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDSJS; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,7-None-None,Computer,None,None
1425,Mozilla/5.0 (Linux; Android 4.4.2; QTAQZ3 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,QTAQZ3,Android,4/4/02,Tablet,Generic_Android_Tablet,QTAQZ3
1426,Mozilla/5.0 (Linux; Android 4.4.2; QMV7B Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,QMV7B,Android,4/4/02,Tablet,Generic_Android_Tablet,QMV7B
1427,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/44.0.2403.130 Safari/537.36,Chrome,44-0-2403,Other,Windows,7-None-None,Computer,None,None
1428,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MATBJS; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,7-None-None,Computer,None,None
1429,Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) GSA/6.0.51363 Mobile/12H321 Safari/600.1.4,Google,6-0-51363,iPad,iOS,8/4/01,Tablet,Apple,iPad
1430,Mozilla/5.0 (iPad; CPU OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) Version/8.0 Mobile/12B436 Safari/600.1.4,Mobile Safari,8-0-None,iPad,iOS,8/1/01,Tablet,Apple,iPad
1431,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/34.0.1847.116 Safari/537.36,Chrome,34-0-1847,Other,Windows,7-None-None,Computer,None,None
1432,Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN) AppleWebKit/530.19.2 (KHTML like Gecko) Version/4.0.2 Safari/530.19.1,Safari,4-0-2,Other,Windows,XP-None-None,Computer,None,None
1433,Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) Mobile/12H321,Mobile Safari UI/WKWebView,None-None-None,iPhone,iOS,8/4/01,Phone,Apple,iPhone
1434,Mozilla/5.0 (Linux; U; Android 4.0.3; en-ca; KFTT Build/IML74K) AppleWebKit/537.36 (KHTML like Gecko) Silk/3.68 like Chrome/39.0.2171.93 Safari/537.36,Amazon Silk,3-68-None,Kindle Fire HD,Android,4-0-3,Computer,Amazon,"KindleFireHD7"""
1435,Mozilla/5.0 (Windows NT 5.1; rv:30.0) Gecko/20100101 Firefox/30.0,Firefox,30-0-None,Other,Windows,XP-None-None,Computer,None,None
1436,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/43.0.2357.130 Safari/537.36,Chrome,43-0-2357,Other,Windows,7-None-None,Computer,None,None
1437,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:40.0) Gecko/20100101 Firefox/40.0.2 Waterfox/40.0.2,Waterfox,40-0-2,Other,Windows,10-None-None,Computer,None,None
1438,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:38.0) Gecko/20100101 Firefox/38.0,Firefox,38-0-None,Mac,Mac OS X,10-6-None,Computer,Apple,Mac
1439,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; LCJB; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,8-1-None,Computer,None,None
1440,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; NISSC; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,7-None-None,Computer,None,None
1441,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/38.0.2125.111 Safari/537.36,Chrome,38-0-2125,Other,Windows,8-1-None,Computer,None,None
1442,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/41.0.2272.118 Safari/537.36,Chrome,41-0-2272,Other,Windows,7-None-None,Computer,None,None
1443,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/39.0.2171.71 Safari/537.36,Chrome,39-0-2171,Other,Windows,8-1-None,Computer,None,None
1444,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9) AppleWebKit/537.71 (KHTML like Gecko) Version/7.0 Safari/537.71,Safari,7-0-None,Mac,Mac OS X,10-9-None,Computer,Apple,Mac
1445,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/44.0.2403.125 Safari/537.36,Chrome,44-0-2403,Other,Windows,7-None-None,Computer,None,None
1446,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; MALC; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,7-None-None,Computer,None,None
1447,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML like Gecko) Chrome/44.0.2403.155 Safari/537.36,Chrome,44-0-2403,Mac,Mac OS X,10/8/05,Computer,Apple,Mac
1448,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/43.0.2357.132 Safari/537.36,Chrome,43-0-2357,Other,Windows,8-1-None,Computer,None,None
1449,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/42.0.0.9895 Safari/537.36,Chrome,42-0-0,Other,Windows,7-None-None,Computer,None,None
1450,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MSBrowserIE; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,7-None-None,Computer,None,None
1451,Mozilla/5.0 (Linux; Android 5.0.1; SAMSUNG SM-N910V 4G Build/LRX22C) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36,Samsung Internet,2-1-None,Samsung SM-N910V 4G,Android,5-0-1,Tablet,Samsung,SM-N910V4G
1452,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/29.0.1547.76 Safari/537.36,Chrome,29-0-1547,Other,Windows,7-None-None,Computer,None,None
1453,Mozilla/5.0 (Windows NT 6.2; rv:40.0) Gecko/20100101 Firefox/40.0,Firefox,40-0-None,Other,Windows,8-None-None,Computer,None,None
1454,Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG SM-T530NU Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/3.2 Chrome/38.0.2125.102 Safari/537.36,Samsung Internet,3-2-None,Samsung SM-T530NU,Android,5-0-2,Tablet,Samsung,SM-T530NU
1455,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/41.0.2272.89 Safari/537.36,Chrome,41-0-2272,Other,Windows,7-None-None,Computer,None,None
1456,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/43.0.2357.65 Safari/537.36,Chrome,43-0-2357,Other,Windows,7-None-None,Computer,None,None
1457,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/43.0.2357.124 Safari/537.36,Chrome,43-0-2357,Other,Windows,7-None-None,Computer,None,None
1458,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; LCJB; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,10-None-None,Computer,None,None
1459,Mozilla/5.0 (Windows NT 6.0; rv:39.0) Gecko/20100101 Firefox/39.0,Firefox,39-0-None,Other,Windows,Vista-None-None,Computer,None,None
1460,Mozilla/5.0 (Linux; Android 5.0.2; SM-T700 Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T700,Android,5-0-2,Tablet,Samsung,SM-T700
1461,Mozilla/5.0 (Linux; Android 5.0.1; SAMSUNG-SM-N910A Build/LRX22C) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/2.1 Chrome/34.0.1847.76 Mobile Safari/537.36,Samsung Internet,2-1-None,Samsung SM-N910A,Android,5-0-1,Tablet,Samsung,SM-N910A
1462,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; ASU2JS; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,10-None-None,Computer,None,None
1463,Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:40.0) Gecko/20100101 Firefox/40.0,Firefox,40-0-None,Other,Fedora,None-None-None,Computer,None,None
1464,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,Firefox,28-0-None,Other,Windows,7-None-None,Computer,None,None
1465,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20120101 Firefox/29.0,Firefox,29-0-None,Other,Windows,7-None-None,Computer,None,None
1466,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML like Gecko) Chrome/44.0.2403.155 Safari/537.36,Chrome,44-0-2403,Mac,Mac OS X,10/6/08,Computer,Apple,Mac
1467,Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9.0.8) Gecko/2009032609 Firefox/3.0.8 (.NET CLR 3.5.30729),Firefox,3-0-8,Other,Windows,XP-None-None,Computer,None,None
1468,Mozilla/5.0 (X11; CrOS x86_64 7077.95.0) AppleWebKit/537.36 (KHTML like Gecko) Chrome/44.0.2403.90 Safari/537.36,Chrome,44-0-2403,Other,Chrome OS,7077-95-0,Computer,None,None
1469,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Maxthon/4.4.6.1000 Chrome/30.0.1599.101 Safari/537.36,Maxthon,4/4/06,Other,Windows,7-None-None,Computer,None,None
1470,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML like Gecko) Chrome/44.0.2403.130 Safari/537.36,Chrome,44-0-2403,Mac,Mac OS X,10/10/03,Computer,Apple,Mac
1471,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/42.0.2311.152 Safari/537.36 LBBROWSER,Chrome,42-0-2311,Other,Windows,7-None-None,Computer,None,None
1472,Mozilla/5.0 (Windows NT 6.1; rv:36.0) Gecko/20100101 Firefox/36.0,Firefox,36-0-None,Other,Windows,7-None-None,Computer,None,None
1473,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/44.0.2403.130 Safari/537.36,Chrome,44-0-2403,Other,Windows,10-None-None,Computer,None,None
1474,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/7.0),IE,11-0-None,Other,Windows,7-None-None,Computer,None,None
1475,Mozilla/5.0 (iPad; CPU OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) CriOS/45.0.2454.68 Mobile/12B466 Safari/600.1.4,Chrome Mobile iOS,45-0-2454,iPad,iOS,8/1/03,Tablet,Apple,iPad
1476,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML like Gecko) Chrome/44.0.2403.125 Safari/537.36,Chrome,44-0-2403,Mac,Mac OS X,10/10/04,Computer,Apple,Mac
1477,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; Win64; x64; Trident/6.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET CLR 2.0.50727),IE,10-0-None,Other,Windows,8-None-None,Computer,None,None
1478,Mozilla/5.0 (Linux; Android 5.0.2; VK810 4G Build/LRX22G) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,VK810 4G,Android,5-0-2,Tablet,Generic_Android_Tablet,VK8104G
1479,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.76.4 (KHTML like Gecko) Version/7.0.4 Safari/537.76.4,Safari,7-0-4,Mac,Mac OS X,10/9/03,Computer,Apple,Mac
1480,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/43.0.2357.132 Safari/537.36,Chrome,43-0-2357,Other,Windows,7-None-None,Computer,None,None
1481,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:40.0) Gecko/20100101 Firefox/40.0,Firefox,40-0-None,Mac,Mac OS X,10-11-None,Computer,Apple,Mac
1482,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/36.0.1985.125 Safari/537.36,Chrome,36-0-1985,Other,Windows,7-None-None,Computer,None,None
1483,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; SMJB; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,8-1-None,Computer,None,None
1484,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; MDDCJS; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,8-1-None,Computer,None,None
1485,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/34.0.1847.131 Safari/537.36,Chrome,34-0-1847,Other,Windows,7-None-None,Computer,None,None
1486,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; BOIE9;ENUS; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,7-None-None,Computer,None,None
1487,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/35.0.1916.153 Safari/537.36 SE 2.X MetaSr 1.0,Sogou Explorer,1-0-None,Other,Windows,XP-None-None,Computer,None,None
1488,Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) GSA/6.0.51363 Mobile/12H143 Safari/600.1.4,Google,6-0-51363,iPad,iOS,8-4-None,Tablet,Apple,iPad
1489,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:38.0) Gecko/20100101 Firefox/38.0,Firefox,38-0-None,Mac,Mac OS X,10-8-None,Computer,Apple,Mac
1490,Mozilla/5.0 (Windows NT 5.1; rv:41.0) Gecko/20100101 Firefox/41.0,Firefox,41-0-None,Other,Windows,XP-None-None,Computer,None,None
1491,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3),IE,10-0-None,Other,Windows,7-None-None,Computer,None,None
1492,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/41.0.2272.76 Safari/537.36,Chrome,41-0-2272,Other,Windows,7-None-None,Computer,None,None
1493,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2503.0 Safari/537.36,Chrome,47-0-2503,Other,Windows,7-None-None,Computer,None,None
1494,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.50 (KHTML like Gecko) Version/9.0 Safari/601.1.50,Safari,9-0-None,Mac,Mac OS X,10-11-None,Computer,Apple,Mac
1495,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; GWX:RESERVED),IE,11-0-None,Other,Windows,7-None-None,Computer,None,None
1496,Mozilla/5.0 (iPad; CPU OS 6_1 like Mac OS X) AppleWebKit/536.26 (KHTML like Gecko) Version/6.0 Mobile/10B141 Safari/8536.25,Mobile Safari,6-0-None,iPad,iOS,6-1-None,Tablet,Apple,iPad
1497,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.1.56 (KHTML like Gecko) Version/9.0 Safari/601.1.56,Safari,9-0-None,Mac,Mac OS X,10/10/05,Computer,Apple,Mac
1498,Mozilla/5.0 (Linux; Android 5.1.1; Nexus 7 Build/LMY47V) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Asus Nexus 7,Android,5/1/01,Tablet,Asus,Nexus7
1499,Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) CriOS/45.0.2454.68 Mobile/12B440 Safari/600.1.4,Chrome Mobile iOS,45-0-2454,iPad,iOS,8/1/02,Tablet,Apple,iPad
1500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML like Gecko) Chrome/44.0.2403.125 Safari/537.36,Chrome,44-0-2403,Mac,Mac OS X,10/9/05,Computer,Apple,Mac
1501,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML like Gecko) MsnBot-Media /1.0b,MsnBot,None-None-None,Spider,Windows,7-None-None,Computer,Spider,Desktop
1502,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/7.0),IE,11-0-None,Other,Windows,7-None-None,Computer,None,None
1503,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/35.0.1916.153 Safari/537.36,Chrome,35-0-1916,Other,Windows,8-1-None,Computer,None,None
1504,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.3; WOW64; Trident/7.0),IE,11-0-None,Other,Windows,8-1-None,Computer,None,None
1505,Mozilla/5.0 (Linux; Android 5.1.1; SM-G920V Build/LMY47X) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36,Chrome Mobile,45-0-2454,Samsung SM-G920V,Android,5/1/01,Tablet,Samsung,SM-G920V
1506,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; ASU2JS; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,8-1-None,Computer,None,None
1507,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.85 Safari/537.36,Chrome,45-0-2454,Mac,Mac OS X,10/9/03,Computer,Apple,Mac
1508,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML like Gecko) Chrome/37.0.2062.94 AOL/9.7 AOLBuild/4343.4049.US Safari/537.36,Chrome,37-0-2062,Other,Windows,Vista-None-None,Computer,None,None
1509,Mozilla/5.0 (X11; CrOS x86_64 6680.78.0) AppleWebKit/537.36 (KHTML like Gecko) Chrome/41.0.2272.102 Safari/537.36,Chrome,41-0-2272,Other,Chrome OS,6680-78-0,Computer,None,None
1510,Mozilla/5.0 (Linux; Android 4.4.2; SM-T520 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T520,Android,4/4/02,Tablet,Samsung,SM-T520
1511,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/31.0.1650.59 Safari/537.36,Chrome,31-0-1650,Other,Windows,7-None-None,Computer,None,None
1512,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Maxthon/4.4.6.2000 Chrome/30.0.1599.101 Safari/537.36,Maxthon,4/4/06,Other,Windows,8-1-None,Computer,None,None
1513,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML like Gecko) Chrome/43.0.2357.134 Safari/537.36,Chrome,43-0-2357,Mac,Mac OS X,10/10/04,Computer,Apple,Mac
1514,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/40.0.2214.111 Safari/537.36,Chrome,40-0-2214,Other,Windows,7-None-None,Computer,None,None
1515,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; MAARJS; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,8-1-None,Computer,None,None
1516,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/44.0.2403.125 Safari/537.36,Chrome,44-0-2403,Other,Windows,10-None-None,Computer,None,None
1517,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; MALNJS; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,10-None-None,Computer,None,None
1518,Mozilla/5.0 (Linux; Android 4.4.2; SM-T900 Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung SM-T900,Android,4/4/02,Tablet,Samsung,SM-T900
1519,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML like Gecko) Chrome/43.0.2357.134 Safari/537.36,Chrome,43-0-2357,Mac,Mac OS X,10/9/05,Computer,Apple,Mac
1520,Mozilla/5.0 (Windows; U; MSIE 9.0; Windows NT 9.0; en-US),IE,9-0-None,Other,Windows,NT-None-None,Computer,None,None
1521,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0,Firefox,39-0-None,Other,Windows,8-None-None,Computer,None,None
1522,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/40.0.2214.94 Safari/537.36,Chrome,40-0-2214,Other,Windows,7-None-None,Computer,None,None
1523,Mozilla/5.0 (iPad; CPU OS 8_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) CriOS/45.0.2454.68 Mobile/12D508 Safari/600.1.4,Chrome Mobile iOS,45-0-2454,iPad,iOS,8-2-None,Tablet,Apple,iPad
1524,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:36.0) Gecko/20100101 Firefox/36.0,Firefox,36-0-None,Mac,Mac OS X,10-10-None,Computer,Apple,Mac
1525,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2503.0 Safari/537.36,Chrome,47-0-2503,Other,Windows,10-None-None,Computer,None,None
1526,Mozilla/5.0 (Linux; Android 4.1.2; GT-N8013 Build/JZO54K) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Safari/537.36,Chrome,45-0-2454,Samsung GT-N8013,Android,4/1/02,Tablet,Samsung,GT-N8013
1527,Mozilla/5.0 (Linux; U; Android 4.4.3; en-us; KFAPWA Build/KTU84M) AppleWebKit/537.36 (KHTML like Gecko) Silk/3.68 like Chrome/39.0.2171.93 Safari/537.36,Amazon Silk,3-68-None,"Kindle Fire HDX 8.9"" 4G",Android,4/4/03,Computer,Amazon,"KindleFireHDX8.9""4G"
1528,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/43.0.2357.134 Safari/537.36,Chrome,43-0-2357,Other,Windows,10-None-None,Computer,None,None
1529,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3),IE,9-0-None,Other,Windows,7-None-None,Computer,None,None
1530,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:38.0) Gecko/20100101 Firefox/38.0,Firefox,38-0-None,Mac,Mac OS X,10-7-None,Computer,Apple,Mac
1531,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MALCJS; rv:11.0) like Gecko,IE,11-0-None,Other,Windows,8-1-None,Computer,None,None
1532,Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0,Firefox,30-0-None,Other,Windows,7-None-None,Computer,None,None
1533,Mozilla/5.0 (Linux; Android 5.0.1; SM-N910V Build/LRX22C) AppleWebKit/537.36 (KHTML like Gecko) Chrome/45.0.2454.84 Mobile Safari/537.36,Chrome Mobile,45-0-2454,Samsung SM-N910V,Android,5-0-1,Tablet,Samsung,SM-N910V
1534,Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/32.0.1667.0 Safari/537.36,Chrome,32-0-1667,Other,Windows,8-None-None,Computer,None,None
1535,Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) Version/8.0 Mobile/12B436 Safari/600.1.4,Mobile Safari,8-0-None,iPhone,iOS,8/1/01,Phone,Apple,iPhone
1536,Mozilla/5.0 (iPad; CPU OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) GSA/7.0.55539 Mobile/12B466 Safari/600.1.4,Google,7-0-55539,iPad,iOS,8/1/03,Tablet,Apple,iPad
1537,Mozilla/5.0 (iPhone; CPU iPhone OS 8_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) Version/8.0 Mobile/12A405 Safari/600.1.4,Mobile Safari,8-0-None,iPhone,iOS,8-0-2,Phone,Apple,iPhone
1538,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/31.0.1650.59 Safari/537.36,Chrome,31-0-1650,Other,Windows,8-1-None,Computer,None,None
