customer_id,device
3154,006138-299032
3155,580481-178051
3155,006138-299032
3156,688336-215028
3156,748483-699057
3157,826007-554058
3158,107136-213076
3158,436256-124040
3158,400057-342038
3158,621251-513036
3159,021535-366018
3159,516149-182020
3159,868254-751093
3159,020097-663080
3160,375236-525064
3160,882391-652026
3160,899022-141042
3161,464132-676046
3162,464132-676046
3165,476080-627024
3165,726055-458060
3165,461300-262054
3165,181342-766106
3166,660408-391000
3166,245310-522109
3166,497341-523101
3168,042117-440025
3168,645340-192075
3168,303243-174035
3168,492107-698027
3169,574092-633037
3169,926063-729074
3169,406346-624075
3169,376007-605067
3170,161360-258008
3171,757166-150100
3173,493257-550102
3173,425517-177077
3173,533351-682066
3174,857270-257010
3175,948449-636100
3177,953096-535048
3178,387033-600017
3178,992348-174013
3178,767044-372082
3179,346188-141003
3180,495368-329066
3180,902517-455039
3181,554047-601064
3181,165209-764050
3181,732523-686091
3181,245393-699099
3182,476317-167102
3182,934315-304064
3182,763506-270008
3182,768144-207013
3183,150308-428013
3183,446468-631110
3183,663075-197032
3186,721120-544040
3187,764211-356052
3187,549382-152079
3190,743401-379100
3190,149295-600012
3190,500283-550030
3191,512209-630071
3191,647072-455028
3192,018302-354009
3192,608492-713101
3192,726029-212096
3192,536476-519050
3193,646496-262004
3193,676076-756041
3197,893263-361081
3198,477343-412004
3199,493297-610089
3199,493416-301094
3199,904308-227099
3200,740098-337046
3200,794134-692022
3201,092413-350074
3201,486255-515093
3202,607222-318073
3202,597346-346008
3202,457410-577011
3202,896180-761079
3203,077419-506025
3203,536215-376003
3203,120465-413073
3203,252307-620105
3204,230095-596030
3204,488336-542095
3204,827026-385019
3204,653529-479075
3205,506222-256001
3205,951221-315081
3205,479403-674103
3205,161360-258008
3206,506222-256001
3206,951221-315081
3206,479403-674103
3206,161360-258008
3207,221441-261020
3207,374122-417071
3208,525078-418092
3208,568402-291069
3209,014497-526052
3209,683480-199100
3209,781507-176102
3210,974249-570064
3210,764468-227025
3210,801044-468067
3210,005522-309080
3211,708191-150055
3211,290255-593016
3212,754471-550050
3212,918169-226077
3212,734115-773027
3212,681360-503015
3214,841470-739032
3215,958248-117069
3215,836058-517022
3215,532347-264020
3215,016514-437092
3217,954183-639084
3217,020239-712021
3217,964348-151083
3218,568218-660096
3219,882494-700090
3219,037114-618104
3220,638543-499110
3220,928506-471089
3220,726267-150002
3220,578427-458063
3222,110162-322108
3223,073057-729108
3223,712437-394050
3223,758454-613064
3224,946201-643072
3224,851447-727042
3224,251417-214109
3226,807428-185099
3226,587195-763023
3227,016466-444028
3229,789155-132075
3229,870226-748041
3229,040176-544062
3230,082164-616083
3230,270241-333092
3230,186321-367104
3230,889254-592024
3231,160237-642087
3232,387329-450018
3232,463065-689024
3232,275494-276050
3232,695540-145011
3233,290329-285088
3233,588465-311063
3233,092194-573044
3234,991047-378022
3234,732243-182061
3234,353037-203032
3234,130356-354029
3236,707292-750080
3236,489463-126026
3237,914479-286081
3237,298215-728034
3237,160049-267009
3239,111469-286059
3240,379420-133057
3240,781101-758098
3240,600546-470050
3240,581266-707032
3241,711321-256067
3242,657222-301019
3242,666155-166101
3242,261246-572017
3243,865195-604074
3243,527076-683064
3244,045319-632009
3244,423361-596048
3244,160176-276037
3246,587525-758108
3248,193050-455073
3248,378402-496041
3249,587133-122040
3250,587133-122040
3251,502174-220046
3252,473364-250098
3253,473364-250098
3254,226455-337110
3254,458125-143007
3254,003107-191052
3255,400135-683095
3255,978463-504034
3256,794260-730012
3256,995194-361004
3257,608390-166092
3257,976529-252003
3257,687219-708103
3258,619059-131010
3258,536133-570107
3258,714074-493060
3259,370298-255014
3259,645066-413036
3259,719002-746050
3260,857227-390062
3260,709284-137027
3261,857227-390062
3261,709284-137027
3262,731371-349076
3264,477098-140009
3265,533351-682066
3265,410533-756041
3265,843472-215059
3265,797066-132089
3266,046444-205010
3266,073527-759048
3266,978191-200090
3266,865292-403106
3267,201276-684084
3268,201276-684084
3269,456076-444041
3269,111264-500090
3270,747088-273025
3270,886055-473021
3271,424404-341072
3271,385211-655016
3271,223347-114005
3272,953230-586032
3273,707546-661080
3274,707546-661080
3275,339446-393102
3275,853448-762096
3275,007482-470105
3276,365333-219064
3276,105029-559106
3276,899543-233030
3276,685005-496093
3277,486069-575061
3277,502174-220046
3277,219430-205071
3277,236279-459066
3278,486069-575061
3278,502174-220046
3278,219430-205071
3278,236279-459066
3279,733322-127061
3280,502174-220046
3280,549526-206007
3280,344106-696023
3281,833388-145023
3281,258314-543049
3281,294111-387020
3282,505060-191012
3282,661325-317066
3282,370109-739029
3283,181156-141091
3283,427132-511110
3283,826279-114074
3283,072236-121024
3284,181156-141091
3284,427132-511110
3284,826279-114074
3284,072236-121024
3287,740098-337046
3288,654299-613031
3289,654299-613031
3290,922234-498092
3290,127490-724017
3293,673517-379083
3294,196148-450000
3294,633382-752062
3294,708035-300097
3294,200500-664017
3295,268283-670076
3295,557378-617063
3295,733322-127061
3295,552158-348070
3296,492130-327101
3297,286235-187057
3297,343388-456096
3298,286235-187057
3298,343388-456096
3299,190418-258046
3299,105431-601104
3299,342123-673054
3300,190418-258046
3300,105431-601104
3300,342123-673054
3301,029487-212078
3301,063409-297048
3301,314360-446102
3302,361303-584066
3302,491306-720082
3302,013188-581009
3302,488073-310033
3304,562367-262016
3304,715483-604004
3304,866178-225057
3304,043315-147047
3305,744236-685096
3305,354063-598006
3306,860073-326087
3307,860073-326087
3308,815358-188004
3309,707070-743039
3309,944043-599067
3310,796180-389048
3310,113476-581104
3310,219035-712019
3311,046046-440060
3311,689533-235021
3314,174441-609073
3315,174441-609073
3316,978191-200090
3316,131023-709058
3316,743019-712027
3316,731237-657026
3317,743319-709041
3317,279289-767056
3317,994175-114018
3317,326408-111107
3318,434439-115073
3318,346437-717022
3318,959477-735103
3318,659196-301004
3319,328521-732019
3320,328521-732019
3321,951221-315081
3321,390509-666057
3322,319199-716035
3322,347456-276105
3322,695540-145011
3323,565398-293070
3323,161360-258008
3323,332004-638073
3324,565398-293070
3324,161360-258008
3324,332004-638073
3326,079115-404061
3327,855400-396019
3327,496264-381029
3328,855400-396019
3328,496264-381029
3330,967126-288029
3331,236111-474028
3331,074217-452023
3331,585435-679047
3331,882300-136090
3332,109540-158061
3332,606548-617048
3332,717537-668003
3333,882309-276056
3333,246185-596095
3333,472378-448075
3333,723360-224102
3334,269354-752084
3335,487471-635012
3335,822276-706043
3335,412466-370064
3336,506411-375109
3336,358474-310019
3336,658330-180018
3338,604363-718009
3338,715402-484063
3338,879507-185080
3339,604363-718009
3339,715402-484063
3339,879507-185080
3340,570113-584056
3340,903348-353063
3341,570113-584056
3341,903348-353063
3344,211232-285042
3344,771289-223029
3345,323517-343040
3345,155226-714023
3345,686061-737107
3346,657554-165104
3346,715544-515092
3346,925277-638032
3346,054274-457051
3347,959320-656002
3347,456041-769106
3347,909304-422087
3347,244269-126037
3348,959320-656002
3348,456041-769106
3348,909304-422087
3348,244269-126037
3349,754257-361061
3349,763542-372025
3350,754257-361061
3350,763542-372025
3351,013310-209100
3352,850383-634020
3352,554457-673084
3352,129487-723064
3352,148414-116027
3354,352354-761032
3354,110529-467100
3354,534435-502066
3354,991058-519098
3355,352354-761032
3355,110529-467100
3355,534435-502066
3355,991058-519098
3357,227491-184087
3357,154528-218003
3357,019012-167097
3357,189419-153037
3358,212026-332012
3358,794228-334028
3358,814477-311048
3359,212026-332012
3359,794228-334028
3359,814477-311048
3360,120150-337054
3361,052513-515013
3361,887335-748069
3362,948211-424109
3362,145367-655028
3363,948211-424109
3363,145367-655028
3365,619529-640043
3365,968509-497031
3365,647539-649004
3366,537000-434063
3366,868200-709052
3366,687219-708103
3368,871191-132045
3368,569460-153024
3368,701129-569103
3369,339528-679081
3369,025513-766011
3370,227463-548069
3370,262376-362044
3370,765326-509057
3370,460164-314015
3371,409428-712047
3371,893263-361081
3371,675045-372027
3371,770523-140067
3372,409428-712047
3372,893263-361081
3372,675045-372027
3372,770523-140067
3373,768164-404087
3373,728207-592096
3374,768164-404087
3374,728207-592096
3375,619137-174097
3375,355273-771102
3376,086370-248098
3376,036468-374090
3376,946227-592085
3376,833388-145023
3378,667296-138086
3378,073057-729108
3378,790036-559055
3378,487471-635012
3383,469021-770022
3383,822069-163096
3384,469021-770022
3384,822069-163096
3385,068356-685081
3385,208530-184036
3386,698038-176043
3386,647072-455028
3387,890446-675071
3388,890446-675071
3393,471038-321082
3393,123035-309081
3393,314258-669069
3394,475522-219026
3394,585474-638066
3394,401128-510062
3394,721320-191053
3395,475522-219026
3395,585474-638066
3395,401128-510062
3395,721320-191053
3396,276267-232008
3396,455088-343056
3396,507337-175045
3396,515395-636033
3398,225038-567071
3399,730459-132049
3399,282421-120056
3399,048011-172106
3400,730459-132049
3400,282421-120056
3400,048011-172106
3401,908545-382058
3402,908545-382058
3403,181110-167075
3403,630379-377094
3403,659196-301004
3404,338452-187078
3404,986423-456040
3405,338452-187078
3405,986423-456040
3406,161109-549046
3406,683478-613024
3406,349022-503106
3406,573225-394054
3407,115307-735074
3407,715192-255030
3407,491306-720082
3407,171052-111028
3408,936040-668004
3408,825549-390041
3411,745545-230034
3411,868456-495067
3411,597524-184021
3411,848342-329071
3412,745545-230034
3412,868456-495067
3412,597524-184021
3412,848342-329071
3413,167202-739019
3414,015444-699041
3414,624287-761036
3414,944014-687057
3414,222477-514070
3415,015444-699041
3415,624287-761036
3415,944014-687057
3415,222477-514070
3416,192540-475038
3417,071386-306089
3417,935133-281002
3418,071386-306089
3418,935133-281002
3419,102522-508083
3419,737283-690063
3419,785398-209003
3419,061307-496070
3420,355461-605074
3420,589005-526059
3420,029300-706049
3420,272169-636083
3421,365374-190031
3421,252313-681099
3421,232479-164101
3422,365374-190031
3422,252313-681099
3422,232479-164101
3423,809347-533002
3423,107182-216078
3423,369245-645088
3424,921451-426103
3424,629265-593009
3425,910155-372095
3425,209192-740091
3426,910155-372095
3426,209192-740091
3427,349035-373068
3427,002026-497097
3427,092166-563003
3428,438488-446029
3428,596228-493017
3428,688336-215028
3428,831431-292034
3429,438488-446029
3429,596228-493017
3429,688336-215028
3429,831431-292034
3431,060552-513011
3431,055308-317061
3431,868122-762104
3431,760067-533103
3432,060552-513011
3432,055308-317061
3432,868122-762104
3432,760067-533103
3433,507364-394082
3433,151414-158089
3433,081300-137017
3433,878356-439019
3434,629240-185019
3434,031251-450001
3434,677346-146021
3434,174461-411049
3435,914013-128008
3435,971306-503031
3435,594269-246065
3435,668286-498040
3436,660408-391000
3436,568453-599009
3436,981429-772100
3437,502445-717048
3437,535051-370068
3437,674548-682073
3438,382102-488020
3439,382102-488020
3440,752503-301027
3442,702089-177023
3442,090281-762025
3443,016466-444028
3443,320012-757108
3443,794134-692022
3444,945294-690011
3444,877006-475046
3445,825381-507106
3445,012186-413007
3447,423361-596048
3449,940022-743095
3449,259222-186051
3449,927437-495071
3450,940022-743095
3450,259222-186051
3450,927437-495071
3451,716357-284020
3451,703122-602070
3451,572346-594103
3451,731258-543058
3452,724095-725081
3453,389361-765011
3454,798255-185103
3456,836481-547098
3456,258430-672038
3456,924297-585062
3457,836481-547098
3457,258430-672038
3457,924297-585062
3458,506527-121074
3459,886528-503104
3459,542429-523077
3459,509051-422108
3460,960285-539014
3460,345115-603108
3460,968296-725079
3460,664183-482020
3461,804009-140033
3461,432054-525096
3461,422531-244000
3462,048422-485062
3462,319268-300037
3462,829375-363060
3464,820530-208061
3465,488073-310033
3465,642368-298017
3465,281402-476064
3465,038392-638036
3466,819431-574010
3466,018506-315008
3468,135353-720098
3468,314237-361065
3468,567336-151016
3469,135353-720098
3469,314237-361065
3469,567336-151016
3470,711044-534078
3470,896287-239072
3470,665243-367058
3470,263119-354043
3472,103159-598061
3473,281512-302042
3473,245073-131107
3473,851374-401061
3474,266202-559070
3474,740530-464055
3474,273164-419012
3474,147449-702047
3475,249260-220077
3476,525148-484109
3476,114389-662106
3477,026119-583072
3477,853295-139047
3477,840289-477061
3478,802077-741025
3478,234238-127087
3479,802077-741025
3479,234238-127087
3480,301349-316006
3480,916251-337100
3481,079544-431076
3481,991369-237085
3481,127063-690009
3481,208089-429038
3482,079544-431076
3482,991369-237085
3482,127063-690009
3482,208089-429038
3483,351551-268105
3484,494514-545035
3484,634352-335034
3484,613175-158101
3485,163332-495102
3485,495098-196089
3485,991369-237085
3485,797066-132089
3486,017411-488044
3486,607370-699095
3486,995343-317061
3486,289449-419066
3487,324238-261090
3488,159297-461055
3488,258518-762028
3488,948548-664006
3488,462024-537093
3489,339192-358040
3489,751394-154066
3489,552212-229054
3489,980116-693034
3490,339192-358040
3490,751394-154066
3490,552212-229054
3490,980116-693034
3491,960120-393070
3491,036440-688070
3492,960120-393070
3492,036440-688070
3493,845501-361108
3493,240007-562018
3494,192225-179086
3494,838099-754086
3495,276483-404088
3496,316292-546054
3496,205109-716083
3497,064390-125054
3498,101274-568087
3498,255389-195041
3498,563343-595050
3498,186003-297060
3500,190418-258046
3502,516399-538028
3502,519094-618107
3502,593417-425029
3502,332339-156031
3503,993508-171096
3504,995343-317061
3504,564421-445108
3505,061207-654047
3505,650189-564056
3505,396534-388077
3505,372162-179093
3506,771276-679093
3506,584333-637057
3506,295255-539101
3506,887114-560082
3507,747213-384084
3507,087080-118103
3508,015199-404003
3508,664309-606043
3511,572003-466015
3511,280095-315059
3513,732436-379102
3513,880012-729081
3515,328405-197020
3515,412513-639056
3516,638451-197094
3517,843427-775043
3517,872056-582081
3517,385060-525075
3518,331336-395021
3518,151350-302003
3519,253158-161080
3519,141371-761082
3522,232145-264037
3522,460546-313108
3522,090489-454010
3522,674146-490005
3523,657287-385035
3523,081077-729063
3523,561117-707062
3523,214349-622010
3524,984360-308107
3524,386001-414024
3524,782344-563018
3525,338269-279086
3525,846481-244109
3525,024421-331088
3525,238026-235079
3526,372450-433088
3526,014251-697050
3526,609418-146068
3526,851419-732028
3527,569057-640044
3528,267399-443024
3528,889254-592024
3528,470358-352109
3528,032099-310032
3529,997140-478076
3529,604391-512106
3529,200127-391008
3530,652425-157044
3530,741410-152019
3530,299544-552055
3530,362515-686009
3531,652425-157044
3531,741410-152019
3531,299544-552055
3531,362515-686009
3532,125432-319087
3532,123035-309081
3532,083235-596001
3533,417436-292071
3533,232479-164101
3533,995469-644083
3535,735314-244018
3535,882300-136090
3537,187274-733027
3537,909304-422087
3537,892379-576087
3537,353489-496062
3538,986389-391029
3538,587133-122040
3538,780107-183007
3539,685530-442063
3539,994175-114018
3539,671529-338049
3540,685530-442063
3540,994175-114018
3540,671529-338049
3541,205085-728098
3542,388244-148098
3543,869080-720055
3543,165294-650045
3543,332384-724070
3543,988355-705032
3545,486030-123084
3545,250275-374007
3545,032449-703075
3546,601326-370093
3547,147323-220098
3547,888114-417099
3547,067078-750022
3548,536318-742072
3549,936144-535076
3550,455088-343056
3550,275531-212018
3550,579291-184007
3550,443236-128060
3551,167139-341059
3552,167139-341059
3553,724439-653083
3553,771088-649005
3553,719015-216080
3555,232244-730014
3556,283206-542105
3557,135520-560033
3557,468152-396100
3557,792374-137020
3559,748036-545066
3559,275494-276050
3559,463077-159008
3560,459089-592014
3560,179472-412101
3560,326518-640072
3560,031298-169086
3561,680114-616071
3561,840151-347039
3561,539192-236038
3561,023461-286032
3562,011415-648042
3562,094278-744108
3562,764164-226052
3562,972424-575100
3563,144321-259056
3563,011134-404076
3564,313542-475045
3565,546411-544011
3565,372403-312034
3565,462142-370067
3566,484378-481105
3566,584238-285055
3566,782210-131108
3567,903348-353063
3567,563267-682067
3567,268093-545110
3567,884416-726093
3568,179472-412101
3568,843284-256015
3568,564514-600056
3568,238013-136009
3570,352322-217000
3570,771116-267027
3570,205343-257004
3570,625122-292040
3571,328521-732019
3571,517327-712064
3571,178230-713039
3572,114389-662106
3573,114389-662106
3574,244507-329092
3574,899543-462025
3574,848074-758006
3576,589258-259066
3576,522248-634027
3576,533313-455003
3577,997140-478076
3577,220158-558035
3577,245169-221072
3577,543115-770058
3578,463243-581031
3578,862307-176039
3578,940289-116028
3579,330114-190009
3579,812016-161097
3579,909449-358024
3580,603113-696088
3580,971306-503031
3581,819262-258072
3582,976234-430009
3582,046078-756099
3582,597010-159047
3582,114402-262076
3584,390190-385066
3584,291124-588005
3584,046425-214044
3584,413369-601108
3585,566058-681008
3585,937205-292105
3585,828282-701091
3586,566058-681008
3586,937205-292105
3586,828282-701091
3587,418225-740075
3588,801434-644003
3588,194087-124072
3588,656166-734049
3588,409419-457040
3589,527468-697052
3589,917125-530042
3590,527468-697052
3590,917125-530042
3591,287013-725073
3591,052464-492043
3592,827315-690077
3592,406530-457035
3592,373170-735000
3592,799481-660026
3593,653016-217095
3593,739265-317037
3594,164246-120044
3594,406126-323054
3594,996314-389035
3594,537168-128101
3595,603195-436042
3595,735314-244018
3595,333350-297015
3595,002030-488089
3596,061509-666066
3596,324209-478064
3596,960289-441047
3596,863456-675028
3597,614518-356015
3597,380286-699002
3597,781110-631094
3597,868326-420052
3598,745031-628028
3598,528344-445027
3600,434462-599097
3600,653256-712013
3600,428105-242029
3602,517428-207093
3602,073057-729108
3603,882144-128048
3603,400500-319077
3604,735164-263039
3604,296539-146066
3604,353253-453025
3605,079544-431076
3607,939432-389091
3608,832220-243000
3608,323517-343040
3608,711107-376029
3608,625122-727040
3609,832220-243000
3609,323517-343040
3609,711107-376029
3609,625122-727040
3611,724172-538055
3611,344516-305058
3611,993440-187013
3611,538266-718052
3612,611371-569107
3612,979125-260047
3612,361223-311072
3612,525078-418092
3614,262159-629104
3614,148364-686082
3615,106281-323051
3615,908242-397101
3617,316190-212019
3619,573179-411005
3619,702235-580026
3623,764462-301017
3624,764462-301017
3626,254054-161065
3626,570310-650001
3627,702319-756068
3627,102328-207094
3628,424087-541086
3628,826007-554058
3629,348320-212087
3629,071459-725103
3629,658441-258100
3630,348320-212087
3630,071459-725103
3630,658441-258100
3631,373284-660052
3631,463200-260075
3631,364221-746085
3631,193050-455073
3632,395487-565014
3632,508545-374015
3632,032024-706024
3632,147097-587052
3633,452133-376034
3633,493184-701089
3633,524440-401043
3634,053396-146063
3634,266102-385072
3634,815465-357039
3635,546121-536000
3638,495157-368079
3638,654023-332097
3638,535449-725106
3638,767174-259090
3639,759192-565068
3639,386438-736097
3639,751123-473091
3639,694018-469069
3640,675266-341022
3640,598338-262095
3640,457448-267018
3641,675266-341022
3641,598338-262095
3641,457448-267018
3643,714074-493060
3643,255088-567100
3644,589151-731008
3644,075012-775054
3644,687219-708103
3644,017487-532036
3646,497522-120046
3646,112021-485076
3646,748483-699057
3649,304039-137009
3649,270522-630070
3649,394225-610007
3649,412070-700046
3651,927437-495071
3651,114213-443064
3652,585327-719036
3652,664097-424044
3653,585327-719036
3653,664097-424044
3654,610439-750098
3654,237318-581099
3655,785396-294097
3655,593072-384090
3655,976529-252003
3656,029517-772057
3656,792120-274016
3656,015335-490087
3658,971240-208015
3658,588220-452051
3658,869370-375041
3659,971240-208015
3659,588220-452051
3659,869370-375041
3661,562216-690076
3661,935368-498019
3662,441293-361108
3663,443318-119048
3663,943532-180034
3664,602432-608100
3664,545281-388068
3666,477343-412004
3666,667186-708105
3666,340243-533026
3666,374407-184034
3667,003293-351089
3667,414102-487082
3667,793323-140050
3667,211042-537046
3668,080513-232096
3668,735125-564041
3668,246462-545032
3669,881379-561044
3670,157458-329055
3671,872358-653056
3672,259451-350077
3672,351551-268105
3674,187405-697057
3674,111121-214108
3674,397088-630026
3674,543072-640029
3675,759538-645008
3676,890289-237074
3676,909178-644051
3676,102546-541001
3676,230524-622108
3677,169362-195103
3680,543220-328035
3681,177277-245020
3681,573172-284012
3682,128466-281048
3683,128466-281048
3686,783385-440043
3687,468534-476030
3687,346418-711066
3688,468534-476030
3688,346418-711066
3689,187405-697057
3690,633216-135066
3691,633216-135066
3693,798208-550110
3693,583228-494051
3693,962001-546046
3694,291124-588005
3694,144321-259056
3694,665135-512025
3694,530209-338015
3695,405306-488033
3695,723185-487079
3695,014423-532000
3695,966459-175102
3697,619137-174097
3700,927552-750069
3700,749275-337027
3703,095504-134041
3703,882221-604026
3703,637202-476058
3705,522414-245050
3705,421217-745048
3705,143314-174056
3705,201518-235044
3706,120427-366020
3706,901027-506058
3707,344149-379054
3707,645309-578070
3707,668554-412013
3709,956260-637026
3709,904291-353086
3709,309037-486067
3709,698285-202017
3710,469263-498043
3711,176433-189004
3711,431072-709108
3711,677001-663089
3712,607199-648051
3712,426535-320078
3712,774271-470055
3713,297119-667106
3713,016003-341100
3714,908259-540017
3714,864191-570101
3715,196207-310068
3715,600040-489036
3715,543025-623068
3716,196207-310068
3716,600040-489036
3716,543025-623068
3717,019281-139050
3718,281435-673033
3718,189459-177108
3719,441421-486087
3719,109355-476032
3719,858325-489098
3720,441421-486087
3720,109355-476032
3720,858325-489098
3721,729140-361014
3724,927089-240026
3725,927089-240026
3726,268248-355018
3726,498440-458051
3726,618434-773078
3727,253326-567029
3727,494508-264082
3728,253326-567029
3728,494508-264082
3729,737392-520058
3729,067071-366012
3731,991037-761009
3732,665176-203072
3732,660287-331102
3732,191495-474049
3732,771490-340051
3733,650055-402061
3733,688336-215028
3733,410424-230008
3733,921302-225009
3734,650055-402061
3734,688336-215028
3734,410424-230008
3734,921302-225009
3735,906138-134061
3735,831278-597018
3737,652410-215002
3737,228324-687039
3737,688286-532079
3737,745031-628028
3739,613373-547088
3740,424341-228014
3741,634074-690074
3741,408347-215006
3742,212388-254024
3742,569139-368033
3742,958529-154029
3742,365150-229010
3743,245016-349029
3743,477120-416084
3743,959310-152022
3743,243526-567059
3744,245016-349029
3744,477120-416084
3744,959310-152022
3744,243526-567059
3745,391084-436095
3746,732427-755030
3746,842211-375000
3746,666204-149032
3750,344516-305058
3750,580225-210056
3750,218448-753110
3750,705061-201002
3751,279432-284060
3752,279432-284060
3753,801320-372049
3753,417240-613021
3754,654299-613031
3754,685005-496093
3754,570093-505001
3754,531346-362094
3756,126510-627043
3757,509058-647092
3757,811058-659033
3757,452082-285042
3757,101446-775095
3758,123035-309081
3758,382310-152007
3759,699322-652019
3759,787073-215061
3760,197234-710008
3760,670318-564014
3760,101274-568087
3760,401348-713065
3761,825381-507106
3761,007449-299099
3762,164096-212008
3762,629473-276016
3763,311380-516107
3763,740530-464055
3766,328015-327034
3767,275277-611099
3767,562302-749087
3768,669276-513080
3769,669276-513080
3770,967161-435062
3771,281082-456014
3771,114389-662106
3772,140424-355092
3772,314105-450091
3772,822275-605102
3773,436542-329025
3774,193084-539104
3774,007127-753024
3775,328226-756075
3777,478345-277094
3777,997212-653056
3778,003107-191052
3778,268248-355018
3778,141333-485014
3779,098160-465066
3779,502401-748067
3779,197234-710008
3781,995103-659059
3781,610439-750098
3782,208253-741080
3782,854363-131106
3783,350298-125086
3783,147507-526084
3783,122005-287104
3783,325033-264098
3784,350298-125086
3784,147507-526084
3784,122005-287104
3784,325033-264098
3785,827331-209018
3785,539424-190069
3785,684073-770004
3785,958515-719043
3786,086385-692006
3786,952157-231025
3787,628165-708103
3787,541354-485108
3787,238385-648065
3788,353343-205006
3788,137215-655089
3788,172445-774079
3789,353343-205006
3789,137215-655089
3789,172445-774079
3790,293140-246046
3790,722397-599034
3790,178165-682096
3791,293140-246046
3791,722397-599034
3791,178165-682096
3792,502445-717048
3793,374122-417071
3794,251530-515059
3795,235500-360033
3795,986423-456040
3795,599333-751057
3795,553338-129081
3796,381093-294025
3796,259065-153083
3796,390200-600046
3796,375410-657015
3797,111056-182099
3797,613146-141012
3798,492080-341109
3798,806357-770020
3799,617369-451097
3800,893350-760000
3800,049206-725065
3800,313132-202096
3804,424146-477076
3804,101446-775095
3805,424146-477076
3805,101446-775095
3806,491226-636032
3806,549127-330050
3806,623087-421026
3806,880012-729081
3807,407016-423006
3808,291012-650105
3809,194120-602079
3810,117300-485104
3810,585267-148060
3810,227321-198045
3811,117300-485104
3811,585267-148060
3811,227321-198045
3812,677001-663089
3812,654453-704025
3812,530438-740020
3813,677001-663089
3813,654453-704025
3813,530438-740020
3814,559016-404001
3815,559016-404001
3816,817056-708107
3816,431072-709108
3816,718241-535075
3816,779174-458086
3817,044276-118003
3817,493246-438089
3818,195457-461039
3819,427111-707020
3819,447241-178022
3819,021204-759028
3819,138348-466093
3820,025036-263087
3820,041547-755059
3821,160457-431000
3822,783041-347019
3822,783344-328099
3822,975392-349020
3823,634534-448009
3824,613151-260006
3824,911201-663026
3824,074502-199102
3825,209014-450019
3827,522414-245050
3827,352482-598051
3828,663359-727055
3828,428104-271001
3828,073106-674025
3828,053534-351040
3833,456460-764021
3833,958100-659055
3833,280136-323081
3835,060005-572039
3835,756045-366045
3835,457410-577011
3835,573135-447084
3836,060005-572039
3836,756045-366045
3836,457410-577011
3836,573135-447084
3837,432363-753008
3837,720477-557064
3837,251154-515024
3837,655414-476005
3838,881436-133081
3838,908414-155023
3838,452191-334088
3840,460164-314015
3841,546411-544011
3841,157070-173060
3841,843427-775043
3841,736384-385057
3842,974249-570064
3842,848074-758006
3842,936353-140006
3843,712145-436078
3843,428394-640059
3844,963388-380027
3844,226390-442036
3844,025036-263087
3845,963388-380027
3845,226390-442036
3845,025036-263087
3846,107182-216078
3846,657222-301019
3847,825395-154005
3847,916098-181075
3847,887310-584041
3847,613445-154034
3848,907255-189068
3848,334173-608098
3848,582320-397099
3848,761374-444026
3849,348128-693107
3850,937278-657019
3850,464293-530108
3851,939148-418107
3851,645238-637094
3851,028386-175104
3851,214439-337097
3852,985089-585039
3852,026277-180040
3852,793323-140050
3853,246185-596095
3853,480375-513104
3853,128285-709049
3854,975392-349020
3854,440217-678105
3855,723539-377059
3856,589308-661080
3856,321099-417057
3856,668200-719103
3857,589308-661080
3857,321099-417057
3857,668200-719103
3858,544527-605038
3858,679135-464030
3859,934074-219070
3859,868200-709052
3860,087046-319095
3860,905286-491068
3860,794201-643008
3861,087046-319095
3861,905286-491068
3861,794201-643008
3862,635502-671041
3862,731067-249096
3862,069034-340090
3862,922435-372061
3863,635502-671041
3863,731067-249096
3863,069034-340090
3863,922435-372061
3864,870416-489089
3864,290511-184081
3864,144442-763022
3865,556123-193037
3866,556123-193037
3867,910155-372095
3868,745394-126101
3868,232244-730014
3868,170239-164082
3868,346537-770042
3869,199142-545071
3869,810028-233002
3870,718417-226009
3870,816390-183065
3870,446468-631110
3870,692500-144007
3872,554047-601064
3873,052287-639024
3873,796126-384110
3874,052287-639024
3874,796126-384110
3875,103508-427050
3875,584321-422060
3876,191125-177075
3876,876204-671096
3877,273305-242066
3877,819269-464033
3878,261404-724078
3880,092194-573044
3880,634352-335034
3880,902239-728028
3881,109281-324093
3882,996546-666048
3882,801220-173024
3883,769117-573037
3884,080450-510030
3884,335307-168014
3885,080450-510030
3885,335307-168014
3890,159243-289064
3890,152500-595107
3891,555554-722073
3891,753267-132037
3892,078038-322075
3893,462024-537093
3893,442028-699089
3893,719035-413054
3893,270278-618020
3894,846481-244109
3894,110162-322108
3894,699437-462080
3894,549096-150063
3895,179319-606057
3895,734033-716059
3898,209115-774013
3898,542324-553108
3898,272117-276096
3902,354388-418005
3902,735164-263039
3902,569164-660037
3903,370494-396091
3903,027409-689011
3904,739214-370089
3904,411094-179085
3904,508294-673048
3905,085173-579093
3905,201391-421036
3905,643132-771038
3905,563274-261073
3906,222477-737106
3906,144321-259056
3907,910354-596027
3907,794205-401103
3908,208532-460038
3908,262159-629104
3908,054086-528082
3909,996162-260026
3909,848342-329071
3910,444336-404073
3910,574092-633037
3910,157352-683018
3911,861310-177098
3911,194087-124072
3912,825438-418034
3913,514180-493052
3913,953329-214045
3914,637275-167058
3914,318227-215067
3915,210319-458097
3915,754149-642085
3915,258203-698079
3915,398425-383085
