ss_sold_date_sk,ss_sold_time_sk,ss_item_sk,ss_customer_sk,ss_cdemo_sk,ss_hdemo_sk,ss_addr_sk,ss_store_sk,ss_promo_sk,ss_ticket_number,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_discount_amt,ss_ext_sales_price,ss_ext_wholesale_cost,ss_ext_list_price,ss_ext_tax,ss_coupon_amt,ss_net_paid,ss_net_paid_inc_tax,ss_net_profit
NULL,69199,33,3589,NULL,3000,NULL,NULL,97,29782,NULL,37.64,NULL,19.38,0.00,NULL,526.96,542.64,NULL,0.00,NULL,274.03,-255.64
2452596,56836,33,86047,1078688,3329,36723,7,19,30095,43,37.05,46.68,21.00,0.00,903.00,1593.15,2007.24,54.18,0.00,903.00,957.18,-690.15
2452369,35136,33,72638,772663,4241,43419,2,102,31991,74,82.06,144.42,77.98,57.70,5770.52,6072.44,10687.08,0.00,57.70,5712.82,5712.82,-359.62
2452146,40956,33,20861,1488867,4073,9679,1,41,34423,100,74.00,128.02,6.40,0.00,640.00,7400.00,12802.00,19.20,0.00,640.00,659.20,-6760.00
2452625,68897,33,63702,1323151,4553,20402,8,264,35434,37,15.01,24.76,7.18,0.00,265.66,555.37,916.12,2.65,0.00,265.66,268.31,-289.71
2452503,56894,33,29578,1375942,3459,30176,8,130,36353,21,28.17,31.26,27.19,508.18,570.99,591.57,656.46,1.88,508.18,62.81,64.69,-528.76
2452490,37457,33,74631,1612401,6971,48741,4,10,40334,24,40.70,52.09,12.50,0.00,300.00,976.80,1250.16,21.00,0.00,300.00,321.00,-676.80
2452068,69094,33,86670,737483,743,9556,8,270,41620,55,64.91,128.52,82.25,0.00,4523.75,3570.05,7068.60,0.00,0.00,4523.75,4523.75,953.70
2452275,67370,33,41082,1833103,3524,15545,10,88,42982,30,92.22,123.57,65.49,0.00,1964.70,2766.60,3707.10,58.94,0.00,1964.70,2023.64,-801.90
2452183,31278,33,23015,979322,2476,29630,8,149,47807,30,10.31,16.90,15.37,0.00,461.10,309.30,507.00,27.66,0.00,461.10,488.76,151.80
2452640,33126,33,72884,328361,191,18068,10,278,49094,92,48.35,94.76,24.63,67.97,2265.96,4448.20,8717.92,21.97,67.97,2197.99,2219.96,-2250.21
2452199,72221,33,36199,697292,1232,12372,4,202,50088,19,96.97,128.97,78.67,0.00,1494.73,1842.43,2450.43,74.73,0.00,1494.73,1569.46,-347.70
2452194,67698,33,7727,1260001,6675,42149,1,274,52902,14,55.87,83.24,54.93,0.00,769.02,782.18,1165.36,38.45,0.00,769.02,807.47,-13.16
2452322,43906,33,78951,1003043,3488,16380,2,213,54263,95,7.36,13.39,12.72,0.00,1208.40,699.20,1272.05,24.16,0.00,1208.40,1232.56,509.20
2452488,62360,33,8308,1894157,6,39102,1,98,54415,65,32.61,33.58,12.42,16.14,807.30,2119.65,2182.70,39.55,16.14,791.16,830.71,-1328.49
2452085,61945,33,81695,1142330,5012,45647,2,243,55728,15,61.64,101.70,36.61,0.00,549.15,924.60,1525.50,10.98,0.00,549.15,560.13,-375.45
2452155,36361,33,16633,1730568,2550,48132,4,144,58405,78,26.53,37.14,8.17,0.00,637.26,2069.34,2896.92,19.11,0.00,637.26,656.37,-1432.08
2452242,54243,33,26513,1851165,5417,9269,8,11,59493,66,77.44,144.03,79.21,0.00,5227.86,5111.04,9505.98,261.39,0.00,5227.86,5489.25,116.82
2452275,38255,33,19423,303033,596,44206,8,121,60202,53,78.65,103.03,16.48,0.00,873.44,4168.45,5460.59,69.87,0.00,873.44,943.31,-3295.01
2452609,50605,33,48094,808281,915,25949,4,280,61740,20,51.68,62.01,1.86,0.00,37.20,1033.60,1240.20,2.60,0.00,37.20,39.80,-996.40
2452572,43052,33,3227,259999,6371,41143,4,76,64245,54,93.88,150.20,73.59,0.00,3973.86,5069.52,8110.80,119.21,0.00,3973.86,4093.07,-1095.66
2452614,65701,33,60592,96679,3966,37300,1,28,65652,24,58.34,60.09,43.86,431.58,1052.64,1400.16,1442.16,55.89,431.58,621.06,676.95,-779.10
2452629,29045,33,28966,1900078,1143,49455,2,149,65994,2,21.77,36.35,3.63,0.00,7.26,43.54,72.70,0.58,0.00,7.26,7.84,-36.28
2452349,49577,33,94177,337093,3209,16925,7,166,67436,19,53.24,100.62,63.39,698.55,1204.41,1011.56,1911.78,5.05,698.55,505.86,510.91,-505.70
2452044,43506,33,65338,1381626,6714,16602,4,197,67453,50,91.90,155.31,135.11,6215.06,6755.50,4595.00,7765.50,48.63,6215.06,540.44,589.07,-4054.56
2452641,69006,33,73729,17602,675,40148,10,227,69113,68,75.89,95.62,61.19,0.00,4160.92,5160.52,6502.16,249.65,0.00,4160.92,4410.57,-999.60
2452223,39172,33,81797,252783,1369,14355,8,226,70488,76,69.47,101.42,31.44,0.00,2389.44,5279.72,7707.92,119.47,0.00,2389.44,2508.91,-2890.28
2452345,43747,33,86607,146801,1748,2295,8,118,72782,79,48.42,68.27,23.89,0.00,1887.31,3825.18,5393.33,37.74,0.00,1887.31,1925.05,-1937.87
2452065,73317,33,60560,1601305,3650,44748,8,28,74351,21,74.50,116.22,16.27,0.00,341.67,1564.50,2440.62,20.50,0.00,341.67,362.17,-1222.83
2451947,38738,33,23527,1807447,6920,35640,1,61,75471,84,87.72,92.10,38.68,0.00,3249.12,7368.48,7736.40,292.42,0.00,3249.12,3541.54,-4119.36
2451957,51991,33,68428,47597,2766,37935,7,39,76922,19,80.18,84.99,18.69,0.00,355.11,1523.42,1614.81,31.95,0.00,355.11,387.06,-1168.31
2452592,61270,33,83466,618822,578,37134,4,118,83995,9,18.72,30.88,13.58,0.00,122.22,168.48,277.92,0.00,0.00,122.22,122.22,-46.26
2452605,66263,33,30007,816609,3564,44919,1,113,84005,92,86.23,147.45,79.62,4468.27,7325.04,7933.16,13565.40,199.97,4468.27,2856.77,3056.74,-5076.39
2452135,36534,33,93877,140,6756,9372,8,47,84847,5,38.94,44.00,23.76,0.00,118.80,194.70,220.00,3.56,0.00,118.80,122.36,-75.90
2452224,40895,33,51596,1081342,1488,39634,7,131,85075,38,83.17,88.16,26.44,0.00,1004.72,3160.46,3350.08,70.33,0.00,1004.72,1075.05,-2155.74
2452059,71403,33,39351,683650,749,28648,1,130,85308,44,26.04,37.75,17.74,0.00,780.56,1145.76,1661.00,46.83,0.00,780.56,827.39,-365.20
2452604,44529,33,33713,1388367,5421,46075,1,173,90343,12,84.32,127.32,5.09,0.00,61.08,1011.84,1527.84,0.61,0.00,61.08,61.69,-950.76
2452157,51651,33,94172,1820437,2349,10261,8,39,92648,65,83.33,149.16,96.95,0.00,6301.75,5416.45,9695.40,252.07,0.00,6301.75,6553.82,885.30
2452131,71674,33,37770,1903087,6804,18968,1,25,94671,63,56.76,64.70,25.88,0.00,1630.44,3575.88,4076.10,65.21,0.00,1630.44,1695.65,-1945.44
2452248,46474,33,64812,1907009,4759,35756,10,222,99875,26,44.91,80.83,12.93,0.00,336.18,1167.66,2101.58,30.25,0.00,336.18,366.43,-831.48
2452556,36880,33,71647,345483,919,12755,8,126,99933,33,18.68,26.71,21.36,0.00,704.88,616.44,881.43,0.00,0.00,704.88,704.88,88.44
2452616,51314,33,56160,271815,4717,21572,7,280,100553,95,98.99,123.73,61.86,822.73,5876.70,9404.05,11754.35,353.77,822.73,5053.97,5407.74,-4350.08
2452235,39831,33,97089,715723,4757,6238,2,271,104139,78,7.64,13.14,1.83,14.27,142.74,595.92,1024.92,1.28,14.27,128.47,129.75,-467.45
2452319,71230,33,NULL,NULL,7050,11847,4,NULL,106097,68,NULL,53.20,NULL,NULL,397.80,2783.24,3617.60,NULL,NULL,NULL,NULL,-2385.44
2452170,69442,33,91456,687649,1889,11682,7,150,106657,93,77.22,149.03,143.06,7583.61,13304.58,7181.46,13859.79,0.00,7583.61,5720.97,5720.97,-1460.49
2452545,41056,33,NULL,NULL,1766,29604,7,191,110537,6,NULL,NULL,NULL,NULL,25.44,NULL,NULL,NULL,NULL,25.44,NULL,NULL
2452590,53167,33,22399,1355535,3518,3454,10,276,110616,79,35.96,54.29,0.54,0.00,42.66,2840.84,4288.91,0.00,0.00,42.66,42.66,-2798.18
2452235,70081,33,22133,1160756,7026,16096,4,151,112166,20,8.54,14.51,13.05,0.00,261.00,170.80,290.20,10.44,0.00,261.00,271.44,90.20
NULL,NULL,33,NULL,NULL,5033,NULL,8,28,112732,91,NULL,NULL,3.56,NULL,323.96,1070.16,NULL,NULL,NULL,NULL,NULL,NULL
2452595,38074,33,15448,617392,6183,5374,10,293,115158,92,81.49,154.01,135.52,0.00,12467.84,7497.08,14168.92,124.67,0.00,12467.84,12592.51,4970.76
2452385,51800,33,69078,799701,2324,46900,1,22,116021,7,96.25,106.83,88.66,0.00,620.62,673.75,747.81,31.03,0.00,620.62,651.65,-53.13
2452567,74344,33,17186,281721,1456,48344,4,192,118417,87,9.25,10.36,1.96,0.00,170.52,804.75,901.32,15.34,0.00,170.52,185.86,-634.23
2452143,39652,33,70424,413840,9,6225,4,265,118805,7,78.64,150.20,54.07,0.00,378.49,550.48,1051.40,11.35,0.00,378.49,389.84,-171.99
2451965,33926,33,30319,408225,3284,36790,4,181,119540,29,93.12,130.36,71.69,0.00,2079.01,2700.48,3780.44,103.95,0.00,2079.01,2182.96,-621.47
2452290,68754,33,84797,12784,1124,23064,8,119,119952,77,72.70,101.05,29.30,383.53,2256.10,5597.90,7780.85,112.35,383.53,1872.57,1984.92,-3725.33
2452268,63140,33,75555,143054,2200,28099,8,177,125298,65,15.27,24.89,21.65,0.00,1407.25,992.55,1617.85,56.29,0.00,1407.25,1463.54,414.70
2452260,33046,33,13554,1410850,146,43442,10,84,125364,34,68.45,113.62,42.03,0.00,1429.02,2327.30,3863.08,0.00,0.00,1429.02,1429.02,-898.28
2452267,67831,33,74203,673544,5685,13026,1,214,125542,49,10.56,16.79,8.56,0.00,419.44,517.44,822.71,33.55,0.00,419.44,452.99,-98.00
2452170,46742,33,30335,1440365,2842,33272,8,262,126849,53,51.17,75.21,2.25,0.00,119.25,2712.01,3986.13,7.15,0.00,119.25,126.40,-2592.76
2452244,63933,33,45558,776653,6148,18443,7,14,127228,85,47.26,64.27,19.28,0.00,1638.80,4017.10,5462.95,114.71,0.00,1638.80,1753.51,-2378.30
2452039,69213,33,86908,1686164,3020,3876,10,167,127907,72,39.01,48.76,1.46,0.00,105.12,2808.72,3510.72,6.30,0.00,105.12,111.42,-2703.60
2452499,31329,33,52427,413643,2059,49228,2,188,128536,51,56.21,100.05,92.04,0.00,4694.04,2866.71,5102.55,422.46,0.00,4694.04,5116.50,1827.33
2452234,37442,33,29698,998334,2970,14006,10,144,128854,41,71.97,85.64,35.96,0.00,1474.36,2950.77,3511.24,103.20,0.00,1474.36,1577.56,-1476.41
2452050,44179,33,92583,1486056,7176,29896,1,25,131976,98,63.42,98.30,21.62,847.50,2118.76,6215.16,9633.40,38.13,847.50,1271.26,1309.39,-4943.90
2452289,72605,33,87061,1094310,4312,35114,1,261,134579,92,23.54,45.43,27.71,0.00,2549.32,2165.68,4179.56,203.94,0.00,2549.32,2753.26,383.64
2451943,44464,33,4677,1167744,411,45878,8,246,135644,36,56.44,82.40,73.33,0.00,2639.88,2031.84,2966.40,0.00,0.00,2639.88,2639.88,608.04
2451986,33509,33,NULL,702258,NULL,655,8,NULL,138375,94,15.03,NULL,NULL,1416.62,1666.62,1412.82,NULL,5.00,1416.62,NULL,NULL,-1162.82
2452406,45979,33,3605,1061154,2703,44652,4,196,143116,63,43.89,82.51,34.65,0.00,2182.95,2765.07,5198.13,196.46,0.00,2182.95,2379.41,-582.12
2452344,62781,33,37008,786960,912,49264,1,135,144561,60,31.61,35.08,9.12,0.00,547.20,1896.60,2104.80,27.36,0.00,547.20,574.56,-1349.40
2452155,31560,33,91658,862662,4066,15870,2,263,145293,86,37.26,59.61,12.51,0.00,1075.86,3204.36,5126.46,21.51,0.00,1075.86,1097.37,-2128.50
2452143,52850,33,80730,1106553,6423,9493,2,42,145331,95,93.78,101.28,89.12,0.00,8466.40,8909.10,9621.60,0.00,0.00,8466.40,8466.40,-442.70
2452620,34639,33,671,656243,5062,48634,10,145,150478,6,50.07,57.07,1.71,0.00,10.26,300.42,342.42,0.30,0.00,10.26,10.56,-290.16
2452280,44412,33,56724,1540947,4370,23840,8,141,153485,87,97.45,177.35,92.22,0.00,8023.14,8478.15,15429.45,240.69,0.00,8023.14,8263.83,-455.01
2452589,NULL,33,NULL,NULL,6594,NULL,NULL,107,153690,NULL,NULL,168.96,131.78,NULL,NULL,NULL,NULL,218.75,NULL,NULL,NULL,3633.74
2452234,36801,33,56578,478751,5277,34203,8,266,155084,94,45.28,62.03,35.35,0.00,3322.90,4256.32,5830.82,132.91,0.00,3322.90,3455.81,-933.42
2452400,51717,33,17657,447254,3698,4495,4,11,159973,58,12.53,15.66,0.78,0.00,45.24,726.74,908.28,3.16,0.00,45.24,48.40,-681.50
2452503,34002,33,21784,840110,5636,42715,8,223,160586,33,60.19,86.67,78.86,0.00,2602.38,1986.27,2860.11,0.00,0.00,2602.38,2602.38,616.11
2452248,53326,33,2536,29619,5502,9385,4,8,160943,18,61.97,74.36,20.82,0.00,374.76,1115.46,1338.48,33.72,0.00,374.76,408.48,-740.70
2452547,71086,33,10316,955216,6869,45769,1,238,162889,71,70.83,84.99,50.14,0.00,3559.94,5028.93,6034.29,106.79,0.00,3559.94,3666.73,-1468.99
2452226,60415,33,31203,581743,5083,18023,7,220,166557,41,29.21,40.60,36.94,0.00,1514.54,1197.61,1664.60,0.00,0.00,1514.54,1514.54,316.93
2452633,58599,33,56624,191988,952,35069,4,103,166728,90,16.68,30.02,6.30,0.00,567.00,1501.20,2701.80,45.36,0.00,567.00,612.36,-934.20
2451930,48980,33,92583,249703,4776,9896,7,260,166742,24,91.48,108.86,91.44,0.00,2194.56,2195.52,2612.64,87.78,0.00,2194.56,2282.34,-0.96
2452574,64864,33,56838,1049817,2796,22222,1,135,167581,67,12.43,18.02,0.90,16.88,60.30,832.81,1207.34,2.17,16.88,43.42,45.59,-789.39
2452196,43578,33,18515,1056968,4221,6274,4,11,172019,10,45.66,89.03,0.00,0.00,0.00,456.60,890.30,0.00,0.00,0.00,0.00,-456.60
2452637,34312,33,91908,304758,8,46858,7,73,172305,41,9.74,18.31,6.77,0.00,277.57,399.34,750.71,0.00,0.00,277.57,277.57,-121.77
2452277,63130,33,84518,163132,2546,26007,8,127,174727,39,39.45,54.04,13.51,0.00,526.89,1538.55,2107.56,42.15,0.00,526.89,569.04,-1011.66
2452218,64700,33,44959,1242815,1118,27421,1,104,175445,18,47.61,69.51,54.21,0.00,975.78,856.98,1251.18,0.00,0.00,975.78,975.78,118.80
NULL,NULL,33,71712,NULL,5063,NULL,NULL,NULL,175471,NULL,71.37,NULL,10.49,NULL,870.67,NULL,6219.19,NULL,NULL,870.67,NULL,-5053.04
2452299,53354,33,54349,1827788,6474,41960,2,283,177661,27,36.89,61.60,8.62,48.87,232.74,996.03,1663.20,5.51,48.87,183.87,189.38,-812.16
2452538,48197,33,62523,1330946,4969,3392,2,46,179192,11,89.11,156.83,56.45,0.00,620.95,980.21,1725.13,55.88,0.00,620.95,676.83,-359.26
2452078,44655,33,45991,519319,6247,40822,2,266,179447,53,37.52,63.40,57.69,0.00,3057.57,1988.56,3360.20,91.72,0.00,3057.57,3149.29,1069.01
2452118,44321,33,NULL,NULL,1083,24125,NULL,116,183257,NULL,NULL,NULL,62.48,NULL,1999.36,NULL,5261.76,NULL,NULL,NULL,NULL,NULL
2451978,57239,33,89237,1800465,4846,46827,8,170,185654,4,62.89,110.05,71.53,0.00,286.12,251.56,440.20,25.75,0.00,286.12,311.87,34.56
2452589,38028,33,42171,777491,5611,41284,7,207,190065,15,80.02,109.62,51.52,0.00,772.80,1200.30,1644.30,46.36,0.00,772.80,819.16,-427.50
2452128,45322,33,47745,20387,5029,14918,7,82,193396,83,79.15,104.47,57.45,0.00,4768.35,6569.45,8671.01,0.00,0.00,4768.35,4768.35,-1801.10
2452580,36246,33,47349,1477847,1945,15290,7,90,195060,3,29.61,56.85,46.61,0.00,139.83,88.83,170.55,9.78,0.00,139.83,149.61,51.00
2452504,55497,33,10872,232284,6496,22708,7,9,195069,9,69.28,129.55,24.61,181.62,221.49,623.52,1165.95,3.18,181.62,39.87,43.05,-583.65
2452315,36490,33,68545,1165476,5160,18044,2,297,196846,32,2.75,5.22,2.45,0.00,78.40,88.00,167.04,4.70,0.00,78.40,83.10,-9.60
2452041,64401,33,67894,888935,3576,48170,1,24,199038,58,29.29,33.68,2.69,0.00,156.02,1698.82,1953.44,0.00,0.00,156.02,156.02,-1542.80
2452410,65269,33,45953,751652,6151,37050,4,178,201797,53,72.76,116.41,66.35,210.99,3516.55,3856.28,6169.73,33.05,210.99,3305.56,3338.61,-550.72
2452081,36994,33,64232,930367,2549,33884,2,257,204735,70,80.32,101.20,62.74,0.00,4391.80,5622.40,7084.00,43.91,0.00,4391.80,4435.71,-1230.60
2452265,39513,33,29145,725028,2511,38794,4,279,205984,61,2.58,2.88,0.60,12.81,36.60,157.38,175.68,1.42,12.81,23.79,25.21,-133.59
2451937,69989,33,69461,1833063,7065,19067,8,250,206428,85,32.04,41.33,34.30,0.00,2915.50,2723.40,3513.05,262.39,0.00,2915.50,3177.89,192.10
2452125,56820,33,65343,1333282,3974,1913,1,9,206983,29,12.72,18.44,13.64,0.00,395.56,368.88,534.76,23.73,0.00,395.56,419.29,26.68
2452515,44085,33,63577,1473655,1780,42258,4,248,210626,83,55.46,80.97,55.05,0.00,4569.15,4603.18,6720.51,274.14,0.00,4569.15,4843.29,-34.03
2452381,74436,33,16079,887652,2072,5245,8,193,210716,46,49.53,96.08,79.74,0.00,3668.04,2278.38,4419.68,73.36,0.00,3668.04,3741.40,1389.66
2452232,52078,33,14663,402471,4326,26534,2,276,210833,63,58.75,95.17,29.50,0.00,1858.50,3701.25,5995.71,111.51,0.00,1858.50,1970.01,-1842.75
2452242,52071,33,70859,1365305,2504,34950,8,187,211724,3,61.47,67.00,22.78,0.00,68.34,184.41,201.00,0.68,0.00,68.34,69.02,-116.07
2452152,32925,33,57602,1862942,2682,35622,10,194,213108,47,81.62,137.93,89.65,0.00,4213.55,3836.14,6482.71,42.13,0.00,4213.55,4255.68,377.41
2452325,62590,33,46641,35070,652,13434,2,21,215135,7,60.50,113.13,101.81,0.00,712.67,423.50,791.91,49.88,0.00,712.67,762.55,289.17
2452356,47713,33,18184,280509,6834,7959,7,42,216181,56,53.43,68.39,54.71,0.00,3063.76,2992.08,3829.84,91.91,0.00,3063.76,3155.67,71.68
2452506,49644,33,54149,881890,2431,22125,10,265,219674,79,72.02,129.63,11.66,0.00,921.14,5689.58,10240.77,9.21,0.00,921.14,930.35,-4768.44
2452188,39464,33,90476,674048,6867,24839,10,299,220932,25,8.93,10.26,0.61,0.00,15.25,223.25,256.50,0.91,0.00,15.25,16.16,-208.00
2452626,68428,33,56157,373254,3151,43848,4,73,222110,49,55.57,107.25,79.36,1205.47,3888.64,2722.93,5255.25,53.66,1205.47,2683.17,2736.83,-39.76
2452025,36216,33,66801,1064149,4250,18798,4,94,224693,53,55.72,110.32,17.65,0.00,935.45,2953.16,5846.96,56.12,0.00,935.45,991.57,-2017.71
2451977,34498,33,86784,1677505,4673,32994,8,123,224963,14,67.50,124.87,108.63,0.00,1520.82,945.00,1748.18,15.20,0.00,1520.82,1536.02,575.82
2452641,66774,33,75466,1173274,7082,24090,8,81,225326,74,30.41,43.18,27.63,408.92,2044.62,2250.34,3195.32,114.49,408.92,1635.70,1750.19,-614.64
2452527,70832,33,49015,1777019,576,44933,4,80,225440,38,98.40,186.96,93.48,0.00,3552.24,3739.20,7104.48,284.17,0.00,3552.24,3836.41,-186.96
2452631,41092,33,35433,1427615,2197,43979,4,172,226112,47,37.40,51.61,36.12,0.00,1697.64,1757.80,2425.67,33.95,0.00,1697.64,1731.59,-60.16
2452151,34187,33,32790,1628125,2307,42042,4,171,229540,68,94.22,174.30,33.11,2161.42,2251.48,6406.96,11852.40,7.20,2161.42,90.06,97.26,-6316.90
2452615,39846,33,30891,526727,1763,24799,4,30,229606,2,84.71,132.14,27.74,0.00,55.48,169.42,264.28,3.88,0.00,55.48,59.36,-113.94
2452219,41036,33,85601,411701,3401,48348,7,95,230040,88,59.60,97.14,23.31,0.00,2051.28,5244.80,8548.32,164.10,0.00,2051.28,2215.38,-3193.52
2452038,33797,33,70731,108201,4518,26788,10,284,234042,25,58.11,88.32,68.00,1496.00,1700.00,1452.75,2208.00,16.32,1496.00,204.00,220.32,-1248.75
2452613,36714,33,38082,913550,3418,4486,4,39,235728,26,72.54,105.18,30.50,285.48,793.00,1886.04,2734.68,5.07,285.48,507.52,512.59,-1378.52
2452367,42036,33,66905,308507,1309,42911,2,73,235795,55,21.30,31.73,7.93,0.00,436.15,1171.50,1745.15,39.25,0.00,436.15,475.40,-735.35
2452407,54155,33,4409,595613,4770,37174,1,127,236836,26,48.20,53.98,4.31,0.00,112.06,1253.20,1403.48,3.36,0.00,112.06,115.42,-1141.14
2452129,65817,33,31624,1290793,362,34731,2,249,237475,59,29.89,30.78,4.30,223.25,253.70,1763.51,1816.02,0.00,223.25,30.45,30.45,-1733.06
2451914,67511,33,80451,543291,2484,37324,7,141,238443,14,27.64,45.88,17.43,0.00,244.02,386.96,642.32,12.20,0.00,244.02,256.22,-142.94
2452561,30543,33,22989,1227566,5296,7826,2,127,239328,76,32.90,56.58,19.23,0.00,1461.48,2500.40,4300.08,0.00,0.00,1461.48,1461.48,-1038.92
2452618,73802,33,32847,1387988,4376,46317,8,113,239375,78,57.62,87.00,1.74,0.00,135.72,4494.36,6786.00,4.07,0.00,135.72,139.79,-4358.64
2451014,36405,34,8833,843383,3086,13989,2,120,3934,52,69.43,113.17,82.61,0.00,4295.72,3610.36,5884.84,42.95,0.00,4295.72,4338.67,685.36
2451509,30040,34,88581,1153087,3546,2005,1,86,7733,84,14.59,27.86,15.60,0.00,1310.40,1225.56,2340.24,91.72,0.00,1310.40,1402.12,84.84
NULL,NULL,34,NULL,583001,5463,25478,2,172,8380,NULL,NULL,96.32,NULL,0.00,2015.95,2014.11,NULL,120.95,0.00,NULL,NULL,NULL
2451047,40389,34,77979,359230,4481,8932,2,194,11951,41,62.02,91.78,33.04,0.00,1354.64,2542.82,3762.98,27.09,0.00,1354.64,1381.73,-1188.18
2451219,48201,34,75422,1043559,4496,40986,8,201,12290,21,68.08,114.37,85.77,0.00,1801.17,1429.68,2401.77,144.09,0.00,1801.17,1945.26,371.49
2451487,69490,34,29698,1492030,5562,39894,2,196,13331,1,96.90,135.66,81.39,56.15,81.39,96.90,135.66,2.27,56.15,25.24,27.51,-71.66
2451303,52668,34,23368,546758,4195,22832,4,235,13732,55,38.83,67.17,15.44,0.00,849.20,2135.65,3694.35,76.42,0.00,849.20,925.62,-1286.45
2451402,52331,34,5961,610392,2023,32501,2,209,14060,9,93.33,166.12,34.88,0.00,313.92,839.97,1495.08,0.00,0.00,313.92,313.92,-526.05
2451454,62337,34,5550,404979,4761,24590,8,289,16945,74,51.97,67.04,38.21,0.00,2827.54,3845.78,4960.96,0.00,0.00,2827.54,2827.54,-1018.24
2451177,34157,34,65437,420699,4408,4470,8,247,17442,40,54.77,96.94,65.91,0.00,2636.40,2190.80,3877.60,79.09,0.00,2636.40,2715.49,445.60
2451049,40333,34,49875,267029,1430,6184,2,197,19178,26,77.62,116.43,5.82,86.25,151.32,2018.12,3027.18,1.95,86.25,65.07,67.02,-1953.05
2450827,36382,34,39403,1552476,1196,10269,2,208,19503,61,76.12,136.25,117.17,0.00,7147.37,4643.32,8311.25,71.47,0.00,7147.37,7218.84,2504.05
2451508,50981,34,17479,1269636,4193,7950,8,133,20042,14,93.39,170.90,90.57,0.00,1267.98,1307.46,2392.60,101.43,0.00,1267.98,1369.41,-39.48
2451158,65136,34,56730,1069736,4342,47301,8,297,21882,98,89.82,147.30,57.44,0.00,5629.12,8802.36,14435.40,225.16,0.00,5629.12,5854.28,-3173.24
2451130,29065,34,21686,1651293,6853,18060,4,78,22027,86,70.84,122.55,93.13,0.00,8009.18,6092.24,10539.30,640.73,0.00,8009.18,8649.91,1916.94
2451222,64077,34,85299,724920,894,28515,1,293,24185,95,10.51,15.76,3.94,0.00,374.30,998.45,1497.20,26.20,0.00,374.30,400.50,-624.15
2451139,45721,34,56695,1689658,1821,30784,8,209,25080,69,9.01,16.39,13.27,705.03,915.63,621.69,1130.91,16.84,705.03,210.60,227.44,-411.09
2451133,43837,34,21378,1725028,1478,3881,8,6,26203,31,84.14,121.16,52.09,0.00,1614.79,2608.34,3755.96,64.59,0.00,1614.79,1679.38,-993.55
2450972,60698,34,14990,1524703,5969,5282,10,230,26440,61,1.07,2.00,0.64,0.78,39.04,65.27,122.00,2.67,0.78,38.26,40.93,-27.01
2451131,56614,34,9295,346262,2076,39843,1,43,27590,9,31.76,47.64,1.42,0.00,12.78,285.84,428.76,0.00,0.00,12.78,12.78,-273.06
2451281,34954,34,31919,1010708,5497,24686,1,256,28645,23,46.00,55.66,42.85,0.00,985.55,1058.00,1280.18,9.85,0.00,985.55,995.40,-72.45
2450905,32229,34,1605,353483,4561,16439,7,277,29272,75,48.56,49.04,35.30,0.00,2647.50,3642.00,3678.00,52.95,0.00,2647.50,2700.45,-994.50
2451101,73843,34,96116,1823148,5733,25118,4,47,30141,93,7.36,14.64,0.14,0.00,13.02,684.48,1361.52,0.26,0.00,13.02,13.28,-671.46
2451414,46510,34,97517,790551,6338,17372,10,111,34950,10,60.29,119.97,40.78,0.00,407.80,602.90,1199.70,16.31,0.00,407.80,424.11,-195.10
2451368,67903,34,23291,813709,1727,18498,10,220,35716,63,27.95,38.01,12.92,0.00,813.96,1760.85,2394.63,16.27,0.00,813.96,830.23,-946.89
2451004,71212,34,93776,55067,2311,48402,10,158,40559,14,66.28,66.94,44.84,0.00,627.76,927.92,937.16,18.83,0.00,627.76,646.59,-300.16
2451176,64185,34,92684,630491,6251,44411,1,142,40867,85,3.21,3.98,2.58,0.00,219.30,272.85,338.30,13.15,0.00,219.30,232.45,-53.55
2451228,52414,34,4266,1688159,2099,14439,7,151,41054,94,16.05,25.19,2.01,79.35,188.94,1508.70,2367.86,9.86,79.35,109.59,119.45,-1399.11
2451113,70902,34,79287,201854,1221,28188,4,267,41282,96,43.11,71.99,6.47,0.00,621.12,4138.56,6911.04,43.47,0.00,621.12,664.59,-3517.44
2451140,35260,34,10303,1702534,5965,30549,2,138,42330,61,79.07,150.23,64.59,1103.19,3939.99,4823.27,9164.03,170.20,1103.19,2836.80,3007.00,-1986.47
2451486,63128,34,25296,1131911,2079,29847,10,288,44623,78,24.31,34.03,34.03,0.00,2654.34,1896.18,2654.34,79.63,0.00,2654.34,2733.97,758.16
2451105,62276,34,43658,1082989,7120,31651,2,94,45979,70,59.78,89.67,81.59,514.01,5711.30,4184.60,6276.90,207.89,514.01,5197.29,5405.18,1012.69
2451489,40261,34,10427,629077,2927,4777,2,206,46888,65,24.61,41.09,18.49,0.00,1201.85,1599.65,2670.85,12.01,0.00,1201.85,1213.86,-397.80
2451482,65568,34,82536,467743,150,4157,10,7,50152,95,34.81,69.27,7.61,0.00,722.95,3306.95,6580.65,7.22,0.00,722.95,730.17,-2584.00
2451300,29110,34,77765,1614001,3837,17720,2,132,52676,15,7.51,12.91,9.42,0.00,141.30,112.65,193.65,11.30,0.00,141.30,152.60,28.65
2451247,63967,34,70821,63866,1711,24003,7,164,53565,92,91.95,149.87,118.39,0.00,10891.88,8459.40,13788.04,653.51,0.00,10891.88,11545.39,2432.48
